<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FUCVREIT,20200731,6.5,6.5,6.5,6.5,10
VTO,20200731,6.3,6.3,6.1,6.3,6310
YBM,20200731,4.04,4.04,4.04,4.04,10
YEG,20200731,44.65,47.2,44.65,45.9,5090
VND,20200731,10.9,11.3,10.85,11.2,445280
VNE,20200731,4.31,4.59,4.31,4.59,24090
VNG,20200731,14,14,13.85,14,157650
VNL,20200731,17,17,15.2,16.8,20410
VNM,20200731,107,109.2,106.5,107,839830
VNS,20200731,9.75,10.6,9.75,10.2,4080
VOS,20200731,1.27,1.29,1.26,1.29,244290
VPB,20200731,19.9,20.45,19.7,20.2,2482510
VPD,20200731,13.95,14.8,13.95,14.8,5020
VPG,20200731,12.5,12.5,12,12.5,104940
VPH,20200731,4.09,4.28,4.08,4.28,74520
VPI,20200731,41.8,41.95,41.65,41.8,227870
VPS,20200731,11,11.2,11,11.2,7540
VRC,20200731,5.18,5.19,4.9,5.16,50300
VRE,20200731,25.3,26.05,25.1,25.1,2333650
VSC,20200731,30.9,31.45,30.4,31.3,279960
VSH,20200731,17,17.15,16.55,16.6,2750
VSI,20200731,22,22,22,22,40
VTB,20200731,9.95,9.95,9.31,9.92,1780
UDC,20200731,4.43,4.7,4.43,4.45,56600
UIC,20200731,37.3,37.9,36,37.9,6280
VAF,20200731,9.46,9.46,9.46,9.46,30
VCB,20200731,76,77.4,76,76.4,672940
VCF,20200731,209,210,209,210,60
VCI,20200731,19.9,20.7,19.9,20.05,257670
VDP,20200731,32.65,32.65,32.65,32.65,1800
VDS,20200731,5.94,5.94,5.62,5.62,2110
VGC,20200731,18.6,19.4,18.6,19.1,318360
VHC,20200731,33.55,34.85,33.55,34.1,357430
VHM,20200731,74.6,77.9,74.6,77.7,2417730
VIC,20200731,84,90,83.8,87.5,939040
VID,20200731,11.85,11.85,11.85,11.85,8360
VIP,20200731,5.7,5.7,5.4,5.6,156570
VIS,20200731,17.45,17.45,15.5,15.5,200
VJC,20200731,95,95.9,94.5,94.5,266790
VMD,20200731,20.5,20.5,20.5,20.5,15080
TMS,20200731,25.85,25.95,25.85,25.85,290
TN1,20200731,52.3,52.3,52,52.3,1100
TNA,20200731,16.1,16.3,15.7,16.3,791570
TNC,20200731,22.1,22.1,22.1,22.1,750
TNI,20200731,2.78,2.99,2.78,2.82,1034050
TNT,20200731,1.33,1.4,1.33,1.38,16430
TPB,20200731,19.8,20.6,19.8,20.6,35190
TPC,20200731,7.16,7.16,7.16,7.16,10
TRA,20200731,58.2,58.2,57,57.1,10950
TS4,20200731,2.55,2.66,2.55,2.58,9320
TSC,20200731,2.3,2.37,2.29,2.3,257330
TTB,20200731,4.65,4.75,4.5,4.65,2886940
TTF,20200731,2.69,2.84,2.61,2.84,1497900
TV2,20200731,59.2,59.2,57.5,58,72950
TVB,20200731,7.1,7.22,6.81,6.97,229180
TVS,20200731,10.7,10.7,10.6,10.6,3010
TVT,20200731,19,19,19,19,260
TYA,20200731,14.5,15.4,14.5,15.4,116890
TCT,20200731,23.4,23.4,22.5,23.3,6270
TDC,20200731,7.8,7.9,7.8,7.88,16450
TDG,20200731,1.49,1.62,1.49,1.61,314070
TDH,20200731,7.7,8.27,7.7,8.08,1074930
TDM,20200731,24.5,25.3,24.1,24.8,222400
TEG,20200731,4.84,5.29,4.84,5.19,9690
TGG,20200731,0.9,0.91,0.87,0.9,141060
THG,20200731,48.4,48.4,47,47.25,10970
TIP,20200731,17.5,18.25,17.5,17.95,155640
TLD,20200731,9.05,9.15,8.98,9.1,156310
TLG,20200731,32.9,33.6,32.9,33.15,22980
TLH,20200731,2.95,3.17,2.95,2.99,161930
TMP,20200731,34.8,34.8,34.5,34.5,1000
STG,20200731,14.9,14.9,14.9,14.9,110
STK,20200731,13.9,14,13.5,13.8,70840
SVC,20200731,80,80,80,80,2660
SVI,20200731,59.8,59.8,59.8,59.8,430
SVT,20200731,15.6,17.9,15.6,17.9,670
SZC,20200731,24,25,23.95,24.25,1222540
SZL,20200731,41.8,42.9,41.4,41.4,36920
