<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200505,4.6,4.8,4.5,4.7,242400
ACB,20200505,20.2,20.4,20.2,20.3,1126770
ACM,20200505,0.5,0.6,0.4,0.5,252200
ADC,20200505,14.5,14.5,14.5,14.5,200
AME,20200505,7,7,7,7,20
AMV,20200505,16.7,16.7,16.3,16.4,348835
API,20200505,10.4,10.5,10.4,10.4,300
APS,20200505,2.1,2.1,2.1,2.1,100
ART,20200505,2.5,2.6,2.4,2.6,1101027
BAX,20200505,40,40,38.8,40,2000
BBS,20200505,11,11,11,11,500
BCC,20200505,7.1,7.2,7,7,235000
BII,20200505,0.7,0.7,0.6,0.7,78250
BPC,20200505,12,12,12,12,70
BST,20200505,13.9,15,13.9,15,5800
BTS,20200505,4,4,4,4,610
BVS,20200505,8.6,8.8,8.5,8.6,100585
C69,20200505,6.1,6.3,6.1,6.1,66650
CAN,20200505,25.1,25.1,25.1,25.1,100
CAP,20200505,31.3,31.3,31.2,31.2,3550
CDN,20200505,16.2,17.4,16.2,17.4,3700
CEO,20200505,6.8,6.8,6.6,6.7,83930
CET,20200505,1.8,1.9,1.8,1.8,6800
CIA,20200505,11.4,11.4,11.1,11.1,4320
CKV,20200505,14.1,14.1,14.1,14.1,200
CLH,20200505,18.8,18.8,17.2,18.6,300
CLM,20200505,20.3,20.3,20.3,20.3,100
CMS,20200505,2.3,2.4,2.3,2.4,3190
CPC,20200505,16.5,16.5,15.5,16.4,5400
CSC,20200505,23.2,23.5,23,23,2600
CTB,20200505,31.5,31.5,31.5,31.5,20
CTP,20200505,2.8,2.9,2.7,2.8,7324
CTX,20200505,9.5,9.5,9.5,9.5,2300
CVN,20200505,7.8,8,7.8,8,9456
D11,20200505,18.5,18.9,17.5,18.5,2300
DAD,20200505,16.1,16.1,16.1,16.1,100
DAE,20200505,13.9,13.9,13.9,13.9,100
DC4,20200505,12.5,12.5,12.5,12.5,100
DDG,20200505,28.3,28.7,28.1,28.4,82400
DGC,20200505,26.7,28.7,26.7,28.7,350359
DHP,20200505,9.9,9.9,9.9,9.9,5008
DHT,20200505,46,46.1,45,46,15300
DID,20200505,5,5,5,5,100
DIH,20200505,12.9,12.9,12.9,12.9,200
DNM,20200505,32,34.2,30.7,34,41535
DNY,20200505,1.9,2,1.9,2,3100
DP3,20200505,65.5,65.5,65.5,65.5,30
DPC,20200505,10.1,10.1,10.1,10.1,1020
DS3,20200505,3,3,2.9,3,8700
DST,20200505,1.9,1.9,1.8,1.9,141900
DTD,20200505,11.2,11.7,11.2,11.5,40830
DXP,20200505,10.3,10.3,9.7,10.3,11400
EBA,20200505,12.2,12.2,12.2,12.2,10000
EID,20200505,10.7,10.7,10.6,10.6,6800
EVS,20200505,8,8,8,8,100
GKM,20200505,17.4,17.6,17.3,17.6,99000
GLT,20200505,28.4,28.4,28.4,28.4,4
HAD,20200505,14.3,14.3,13.3,13.3,11600
HAT,20200505,19,19.5,19,19.5,1210
HBS,20200505,1.9,2,1.9,1.9,1204
HCC,20200505,9.9,9.9,9.9,9.9,100
