<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
A32,20200505,26.4,26.4,26.4,26.4,200
ABC,20200505,9.6,9.7,9.6,9.7,4800
ABI,20200505,24.5,27.4,24.5,25,91760
ACE,20200505,25,25,25,25,100
ACS,20200505,11,11,11,11,100
ACV,20200505,58.3,58.5,56.9,57,186261
ADG,20200505,100.1,106,100.1,102.7,10900
AFX,20200505,4.1,4.1,3.9,4.1,58400
AMS,20200505,6.5,6.5,6.5,6.5,300
ANT,20200505,9,9,9,9,100
APF,20200505,25,25,24.5,24.5,4000
ATB,20200505,0.5,0.5,0.5,0.5,34100
BAB,20200505,18,18,18,18,2500
BAL,20200505,14,14,14,14,100
BBT,20200505,17.6,17.6,17.6,17.6,50
BCM,20200505,22.9,23,21.2,22.6,20752
BDG,20200505,29.6,29.6,27.9,29,4700
BDT,20200505,17.9,17.9,16.3,17.4,1900
BDW,20200505,14,14,14,14,100
BEL,20200505,11.5,11.5,10.1,10.1,5500
BHK,20200505,8.9,8.9,8.9,8.9,200
BMS,20200505,3.1,3.1,3.1,3.1,3000
BOT,20200505,53.8,53.8,53.5,53.6,28500
BQB,20200505,4.5,4.5,4.5,4.5,2500
BSA,20200505,14.2,14.2,14.2,14.2,94
BSP,20200505,15.4,15.5,15.4,15.5,300
BSR,20200505,5.9,6,5.8,6,1753835
BT1,20200505,17,17,17,17,100
BTD,20200505,15.9,16,15.9,16,3300
BVG,20200505,1.2,1.2,1.2,1.2,3200
BWS,20200505,38,38,38,38,100
C21,20200505,25.8,25.8,25.8,25.8,100
C4G,20200505,6,6.1,5.8,5.9,366990
CBS,20200505,9,9,9,9,1900
CC1,20200505,13.3,13.3,13.3,13.3,200
CCP,20200505,7.3,7.3,7.3,7.3,1500
CDO,20200505,0.9,0.9,0.9,0.9,20500
CEN,20200505,4.9,4.9,4.9,4.9,600
CHS,20200505,8.4,8.4,7.2,8.2,1300
CI5,20200505,2.7,2.7,2.7,2.7,100
CID,20200505,3.5,3.5,3.5,3.5,1300
CKA,20200505,28.9,28.9,28.9,28.9,100
CKD,20200505,17,17,17,17,100
CMT,20200505,6.5,6.7,6.5,6.7,5500
CNC,20200505,19.5,19.8,19.5,19.8,2200
CQT,20200505,3.2,3.2,3.2,3.2,200
CTR,20200505,39.1,39.3,33.1,38.9,151389
DAR,20200505,8.1,8.1,8.1,8.1,73000
DCR,20200505,1.9,1.9,1.9,1.9,5000
DDN,20200505,9.3,9.3,9.3,9.3,500
DNE,20200505,8.9,8.9,8.9,8.9,1000
DNR,20200505,11.5,11.5,9.9,11.5,4600
DNW,20200505,15.6,15.6,15.6,15.6,100
DP1,20200505,14,14,13.7,13.7,1100
DRI,20200505,3.9,3.9,3.8,3.9,157200
DSP,20200505,10.4,10.8,10.4,10.8,400
DTB,20200505,6,6,6,6,500
DTV,20200505,32,32,30,30,200
DVC,20200505,6.7,6.7,6.7,6.7,300
DVN,20200505,10.6,10.6,10.3,10.5,73400
EIN,20200505,4.1,4.1,4.1,4.1,1506
EVF,20200505,7,7.1,6.9,6.9,12891
FOC,20200505,125,125,125,125,101
FOX,20200505,48,49,47.6,48.9,14450
G36,20200505,4.6,4.7,4.5,4.6,241630
GHC,20200505,30,30,30,30,2000
GND,20200505,24.7,24.7,24.7,24.7,90000
GVT,20200505,38,40,38,40,20330
HAC,20200505,4.7,5.3,4.7,5.3,16263
HAF,20200505,17.3,17.3,17.3,17.3,100
HAM,20200505,22,22,22,22,30000
HC3,20200505,23.2,23.2,23.2,23.2,100
HD2,20200505,6.2,6.2,6.2,6.2,200
HD8,20200505,6.4,6.4,6.4,6.4,600
HDM,20200505,14.6,14.6,14.6,14.6,300
HEC,20200505,33,33.5,33,33.5,7200
HEJ,20200505,17.2,17.2,17.2,17.2,100
HFB,20200505,5.5,5.5,5.5,5.5,200
HFC,20200505,7,7,5.2,5.2,200
HHV,20200505,16,16,16,16,500
HIG,20200505,8.5,8.6,8,8.6,3500
HIZ,20200505,26.7,26.7,23.4,23.4,2100
HKP,20200505,4.2,4.2,4.2,4.2,100
HNA,20200505,9.9,10,9.9,10,10370
HND,20200505,16.8,17.1,16.6,17.1,171215
HNE,20200505,8.9,8.9,8.9,8.9,1000
HNI,20200505,41.8,41.8,41.8,41.8,100
HPI,20200505,13.9,13.9,13.9,13.9,200
HPP,20200505,46.3,46.3,37.4,37.4,200
HPT,20200505,8,8,8,8,100
HRT,20200505,2.8,2.8,2.7,2.7,1000
HSI,20200505,1.1,1.2,1.1,1.2,1300
HTG,20200505,19.5,19.5,19.5,19.5,303
HTM,20200505,10.9,11.7,10.8,11.3,11000
ICC,20200505,36.1,36.5,36.1,36.5,200
ICF,20200505,1,1,1,1,30
ILA,20200505,2.6,2.6,2.6,2.6,100
ILC,20200505,2,2,2,2,100
ILS,20200505,12.8,14.6,12.6,14.5,6500
ITS,20200505,3,3.2,3,3.1,1100
KDF,20200505,23.8,24.2,23.5,24,11936
KHA,20200505,42,47,41,47,6907
KHD,20200505,9.8,9.8,9.8,9.8,3700
KLB,20200505,10.9,10.9,10.9,10.9,100
L45,20200505,1.4,1.4,1.4,1.4,4000
LAI,20200505,12,12,12,12,500
LKW,20200505,24,26.7,24,26.7,400
LLM,20200505,15.6,17.9,15.6,17.9,400
LPB,20200505,7.1,7.2,6.9,7.1,678458
LTG,20200505,16,17.9,16,17.1,191977
M10,20200505,21.1,21.1,20,20.4,29100
MCH,20200505,66.5,66.9,66.2,66.5,6465
MFS,20200505,22.3,23,22.3,22.3,3232
MH3,20200505,34.2,34.7,34,34.5,19410
