<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAS,20200805,24.4,27.8,24.4,27.8,226091
ABC,20200805,10.2,10.2,10,10,28200
ABI,20200805,32,33,31,31.8,13600
ABR,20200805,22,22,22,22,3500
ACV,20200805,53.2,54.3,53.2,53.9,151416
ADG,20200805,51.4,51.4,48.9,50,24600
ADP,20200805,17.5,17.5,17.5,17.5,700
AFX,20200805,6.5,7,6.2,6.3,128300
AGP,20200805,17,17,17,17,200
AMS,20200805,7.8,7.8,7.7,7.7,2700
APF,20200805,29.1,29.6,29,29.5,5900
BAB,20200805,18.3,18.3,18,18.3,2200
BBT,20200805,21.5,24.1,19.2,19.2,11630
BCM,20200805,28.4,31,28.4,29.3,54205
BDG,20200805,26,26,25,26,3200
BDT,20200805,15.7,16,15.7,15.8,3600
BKH,20200805,38.6,38.6,38.6,38.6,100
BMJ,20200805,17,23,17,23,1400
BMS,20200805,3.9,3.9,3.9,3.9,100
BNW,20200805,10,10,10,10,4700
BOT,20200805,51.9,51.9,51.7,51.9,50100
BPW,20200805,20.8,20.8,20.8,20.8,100
BRR,20200805,11,11,11,11,100
BSA,20200805,12.2,12.2,12.2,12.2,100
BSL,20200805,9.9,9.9,9.9,9.9,200
BSP,20200805,19.5,19.5,19.4,19.5,3601
BSR,20200805,6.2,6.3,6.1,6.2,1121315
BTD,20200805,21.9,21.9,21.9,21.9,3400
BTN,20200805,2.5,2.5,2.5,2.5,5800
BTV,20200805,29.8,29.8,29.8,29.8,200
BVB,20200805,10.2,10.5,10,10.3,426014
BVG,20200805,1.4,1.4,1.4,1.4,180200
C4G,20200805,8,8.3,8,8.2,904298
CAT,20200805,10.2,10.4,10,10.4,500
CBI,20200805,2.9,2.9,2.9,2.9,1000
CC1,20200805,12.6,12.6,12.6,12.6,100
CCA,20200805,7.9,8,7.9,8,3000
CCM,20200805,42.6,42.6,42.6,42.6,200
CDO,20200805,0.7,0.7,0.7,0.7,800
CEN,20200805,6.2,6.2,6.1,6.1,2004
CLX,20200805,11.9,12,11.9,11.9,4600
CMT,20200805,6.4,6.4,6,6,1220
