<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
A32,20200409,26.5,28.6,26.5,28.6,5000
ABC,20200409,8.9,9.5,8.8,9.5,16000
ABI,20200409,22.9,23,22.9,22.9,3300
ACV,20200409,47.8,49.6,47.8,49.5,172661
ADG,20200409,92.5,92.5,92.5,92.5,610
AFX,20200409,3.2,3.6,3.2,3.6,50000
AMS,20200409,6.5,6.5,6.5,6.5,300
APF,20200409,24,24,24,24,3000
ATB,20200409,0.5,0.6,0.5,0.5,142300
BAB,20200409,17.8,17.8,17.8,17.8,2500
BBT,20200409,19,19,19,19,800
BCM,20200409,19,19,19,19,6970
BDG,20200409,25,30.8,25,30.8,600
BDT,20200409,16.5,16.5,15.5,15.5,3900
BHK,20200409,12.9,12.9,12.9,12.9,100
BHP,20200409,5.4,5.4,5.4,5.4,100
BLI,20200409,6.8,6.8,6.8,6.8,900
BMF,20200409,11.4,14.7,11.4,14.7,200
BMS,20200409,4,4,4,4,200
BOT,20200409,55.2,55.2,54.8,54.8,29300
BSA,20200409,14,15,14,14.8,24400
BSL,20200409,10,10,10,10,200
BSP,20200409,16.8,16.8,16,16,7100
BSQ,20200409,21,21,21,21,20
BSR,20200409,5.7,5.9,5.7,5.8,3914822
BTD,20200409,15.9,15.9,15.6,15.8,1208
BVG,20200409,1.3,1.5,1.3,1.5,5400
BWS,20200409,34,34.8,34,34,500
C12,20200409,3.1,3.1,3.1,3.1,38000
C21,20200409,18.2,18.2,18.1,18.1,7200
C4G,20200409,4.2,4.6,4.1,4.5,748300
CAT,20200409,11.4,11.4,11,11.3,21500
CCM,20200409,20,20,20,20,500
CCP,20200409,10,10,10,10,100
CDO,20200409,0.9,0.9,0.9,0.9,1600
CDP,20200409,7.5,8,7.5,8,300
CEN,20200409,5.5,5.5,4.4,4.8,2800
CGV,20200409,2,2.1,2,2.1,1700
CHS,20200409,6,6,6,6,7000
CI5,20200409,3,3,3,3,100
CID,20200409,3.7,3.7,3.7,3.7,100
CLX,20200409,11.6,11.8,11.6,11.8,300
CMN,20200409,62,62,45.9,45.9,200
CMT,20200409,5.8,5.8,5.8,5.8,3700
CSI,20200409,11.9,11.9,11.9,11.9,200
CTR,20200409,34.2,35.4,33.6,34.4,363992
DBM,20200409,47.6,47.6,47.6,47.6,300
DDN,20200409,9,9.9,9,9.9,2100
DFC,20200409,24.2,24.2,24.2,24.2,100
DHD,20200409,29.8,29.8,29.8,29.8,6400
DNW,20200409,15.9,16,15.2,15.2,9600
DP1,20200409,15.9,15.9,15.5,15.5,440
DRI,20200409,3.7,3.8,3.7,3.8,23000
DSC,20200409,4.2,4.6,4.1,4.6,3000
DSP,20200409,14,14,14,14,100
DTC,20200409,11,11,11,11,100
DTG,20200409,13.2,13.2,13.2,13.2,1000
DVN,20200409,10.6,10.8,10.5,10.5,110317
E29,20200409,15.4,15.4,15.4,15.4,8800
EIN,20200409,3.9,4.6,3.9,4.6,300
EPH,20200409,6.6,6.6,6.6,6.6,1000
