<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200618,5.6,5.7,5.5,5.6,306300
ACB,20200618,23.7,23.9,23.4,23.8,1301526
ACM,20200618,0.7,0.8,0.6,0.7,537244
AME,20200618,7.5,7.5,7.5,7.5,700
AMV,20200618,16.9,17,16.4,17,291380
API,20200618,8.7,10.5,8.7,8.9,300
APP,20200618,4,4,4,4,930
APS,20200618,2.5,2.5,2.5,2.5,7300
ART,20200618,2.9,2.9,2.8,2.8,1167740
BAX,20200618,40.5,40.5,40.5,40.5,100
BCC,20200618,7.3,7.4,7.2,7.2,53474
BED,20200618,33,33,33,33,85
BII,20200618,0.9,0.9,0.8,0.9,2464400
BPC,20200618,10.1,10.1,10,10,1400
BST,20200618,13.3,13.3,13.3,13.3,100
BTS,20200618,4,4.1,4,4,10600
BVS,20200618,9.8,9.8,9.6,9.8,63515
BXH,20200618,17.4,17.4,17.4,17.4,1500
C69,20200618,6.3,6.3,6.1,6.2,41400
C92,20200618,3.3,3.3,3.3,3.3,7700
CAP,20200618,28.6,28.6,28.4,28.5,5000
CDN,20200618,18,18,17.9,17.9,620
CEO,20200618,9.1,9.1,8.8,8.9,1063831
CET,20200618,1.8,1.8,1.8,1.8,23700
CIA,20200618,11.7,12.2,11.7,12,15930
CJC,20200618,11.4,11.4,11.4,11.4,200
CKV,20200618,11.9,11.9,11.9,11.9,500
CLH,20200618,17.9,17.9,17.5,17.9,2400
CMC,20200618,5.7,5.7,5.7,5.7,100
CMS,20200618,2.5,2.5,2.4,2.4,11202
CPC,20200618,16.5,16.5,16.5,16.5,10
CSC,20200618,31,31.4,29,29.5,19011
CTB,20200618,32,32,32,32,1900
CTP,20200618,3.4,3.5,3.3,3.5,48559
CTX,20200618,8.8,8.8,8.7,8.7,3000
D11,20200618,35.2,38.5,35.2,35.2,35400
DAE,20200618,14,14,14,14,1700
DBT,20200618,10.9,10.9,10.5,10.5,1700
DDG,20200618,27.9,28.1,27.4,28,120000
DGC,20200618,38.3,38.3,37.7,38,133896
DHP,20200618,9.9,10,9.9,10,12700
DHT,20200618,45.8,45.9,45,45.5,7100
DL1,20200618,18,19.8,18,19.8,1000
DNM,20200618,36.5,40.1,36.5,40.1,74000
DNP,20200618,16.5,16.5,16.5,16.5,17500
DP3,20200618,65.8,68,65.8,68,12200
DPC,20200618,10.5,10.5,10.5,10.5,1030
DS3,20200618,3.8,3.9,3.7,3.9,117200
DST,20200618,8.4,8.5,7.6,7.6,2722310
DTD,20200618,11.5,11.5,11.3,11.5,37900
DXP,20200618,10,10.2,10,10.2,12700
DZM,20200618,5.2,5.4,4.9,4.9,54950
EBS,20200618,7,7.1,7,7.1,300
EID,20200618,10.9,10.9,10.8,10.9,2500
FID,20200618,1,1.1,1,1.1,190300
GKM,20200618,17.6,17.9,17.4,17.9,193200
GLT,20200618,21.5,21.5,21.5,21.5,100
HAD,20200618,14,14,14,14,4700
HBS,20200618,2,2,1.9,2,10001
HCC,20200618,11.4,11.6,11.4,11.6,3100
HDA,20200618,8.4,9.2,8.4,9.2,654420
HEV,20200618,11.5,11.5,11.5,11.5,100
HHG,20200618,1.5,1.5,1.4,1.5,54600
HHP,20200618,11.2,11.2,11,11.1,207700
HKB,20200618,1.2,1.2,1,1,2830220
HKT,20200618,8.1,8.8,7.9,7.9,18220
HLC,20200618,8,8,8,8,10205
HLD,20200618,20,20.1,19.8,20.1,26000
HMH,20200618,10,10,10,10,100
HOM,20200618,3.2,3.2,3.1,3.2,8900
HUT,20200618,2.5,2.7,2.5,2.7,4710506
ICG,20200618,5.6,5.8,5.3,5.7,12500
IDC,20200618,18.5,18.5,18.5,18.5,8015
IDJ,20200618,12.7,12.7,12.2,12.4,170340
IDV,20200618,37,37.5,37,37.5,5033
INN,20200618,25,25,24.7,24.9,36900
ITQ,20200618,2.4,2.5,2.3,2.4,39200
IVS,20200618,7,7,6.9,7,1200
KDM,20200618,1.9,2,1.9,2,11100
KHS,20200618,14,14,11.6,12.5,8100
KKC,20200618,5.2,5.2,5.2,5.2,4700
KLF,20200618,2.3,2.3,2.1,2.2,4532508
KSD,20200618,6.2,6.2,6.2,6.2,100
KSQ,20200618,1.8,1.8,1.8,1.8,83100
KVC,20200618,1.1,1.1,1,1,436840
L14,20200618,69,70.9,69,69,38466
L18,20200618,6.6,6.6,6.6,6.6,2000
L35,20200618,8.2,8.2,6.9,8.2,1210
LAS,20200618,6.6,6.7,6.5,6.5,89941
LCS,20200618,1.9,1.9,1.9,1.9,19000
LHC,20200618,69.8,69.8,69.8,69.8,100
LIG,20200618,3.3,3.3,3.1,3.2,89900
LM7,20200618,3.2,3.3,3.2,3.3,400
LO5,20200618,1.9,1.9,1.9,1.9,3500
MAC,20200618,4.6,4.6,4.6,4.6,1000
MAS,20200618,34.9,34.9,34.9,34.9,100
MBG,20200618,5.2,5.3,5,5.2,1106178
MBS,20200618,9.8,10,9.7,9.8,28932
