<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
A32,20200110,24.5,24.5,24.5,24.5,100
ABR,20200110,13.5,14,13.5,13.6,1600
ACV,20200110,71.1,72.9,70.7,72.9,71775
ADG,20200110,90.4,90.4,89.7,90,5300
ADP,20200110,16.7,16.7,16.7,16.7,500
AFX,20200110,3.3,3.3,3,3,1700
ALV,20200110,2.5,2.5,2.5,2.5,20200
AMS,20200110,7.4,7.4,7.4,7.4,300
ASA,20200110,1.5,1.5,1.4,1.5,108300
ATA,20200110,0.2,0.3,0.2,0.3,11300
ATB,20200110,0.7,0.8,0.7,0.8,5500
AVF,20200110,0.4,0.5,0.3,0.4,396840
BAB,20200110,18.1,18.1,18.1,18.1,3200
BBT,20200110,18,18,18,18,400
BCM,20200110,27.9,27.9,27.5,27.8,9201
BHK,20200110,12,12,12,12,100
BLI,20200110,7,7,7,7,310
BMS,20200110,4,4,4,4,100
BOT,20200110,55.8,55.9,55.7,55.8,32600
BSL,20200110,12.5,12.5,12.5,12.5,3000
BSP,20200110,21,21,18.7,18.7,3500
BSR,20200110,7.9,7.9,7.6,7.7,2137026
BVG,20200110,1.7,1.7,1.6,1.6,5900
C12,20200110,3.1,3.1,3,3,2700
C4G,20200110,5.9,6.2,5.9,5.9,379815
CAD,20200110,0.3,0.3,0.3,0.3,20000
CAT,20200110,9,9.2,8.8,9.2,1100
CBS,20200110,7.5,8.8,7.5,8.8,2000
CDO,20200110,1,1,0.9,1,71300
CDP,20200110,6.7,8,6.7,8,200
CEN,20200110,13,13,12.3,12.3,1400
CKD,20200110,17.2,17.2,17.2,17.2,200
CLX,20200110,11.8,11.9,11.8,11.9,800
CMI,20200110,2.1,2.1,2.1,2.1,54400
CMT,20200110,8,8,8,8,8000
CNT,20200110,5.2,5.2,5.2,5.2,1200
CPI,20200110,1,1,1,1,700
CT3,20200110,9.2,9.2,9.2,9.2,100
CTA,20200110,0.3,0.3,0.3,0.3,28300
CTR,20200110,40.2,42,40,40.8,247367
CYC,20200110,0.6,0.6,0.6,0.6,2100
DAS,20200110,12.7,13,12.7,13,3100
DC1,20200110,5.9,5.9,5.9,5.9,400
DCF,20200110,9.8,9.8,9.8,9.8,2000
DCS,20200110,0.3,0.3,0.3,0.3,72000
DCT,20200110,0.7,0.7,0.7,0.7,1900
DDN,20200110,9.5,9.5,9.5,9.5,43
DGT,20200110,80.6,80.6,59.6,80.6,1800
DNW,20200110,19,19,19,19,13100
DPH,20200110,25.9,25.9,23.2,23.2,200
DPP,20200110,13.9,13.9,13.9,13.9,10
DRG,20200110,6.3,6.3,6.3,6.3,100
