<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200218,9.4,9.4,9.4,9.4,3000
ACS,20200218,12,12,12,12,1
ACV,20200218,60,60,59.6,59.8,79814
ADG,20200218,92.9,93.2,92.6,93.2,13700
AFX,20200218,3.1,3.2,3.1,3.2,10900
AGP,20200218,18,19.1,18,19.1,1600
AMS,20200218,8.3,8.3,8.3,8.3,300
ANT,20200218,9.7,9.7,9.7,9.7,11200
APF,20200218,20,23.5,20,23.5,500
ASD,20200218,4.5,4.5,4.5,4.5,100
AVC,20200218,28,28,28,28,20
BAB,20200218,18.1,18.1,18.1,18.1,2900
BAL,20200218,9.3,9.3,9.3,9.3,100
BBT,20200218,19.5,19.5,19.5,19.5,185
BCM,20200218,26,26.2,25.7,25.7,7137
BDG,20200218,36.5,36.6,36.5,36.6,6000
BDT,20200218,13,13.8,13,13.5,40400
BEL,20200218,10.5,10.5,10.5,10.5,12000
BHK,20200218,22.3,22.3,16.5,22.2,400
BLI,20200218,7.6,7.6,7.6,7.6,2088
BMS,20200218,3.4,3.4,3.4,3.4,100
BOT,20200218,55.5,55.7,55.5,55.6,30200
BRR,20200218,7.9,7.9,7.9,7.9,100
BSA,20200218,13.5,13.7,13.4,13.5,50830
BSP,20200218,18.2,18.2,18.2,18.2,5000
BSQ,20200218,22,22,22,22,1600
BSR,20200218,7.8,7.8,7.5,7.7,940476
BTD,20200218,16.6,16.7,16.6,16.7,20500
BTV,20200218,26,26,26,26,10
BVG,20200218,1.8,1.8,1.8,1.8,200
BWS,20200218,35.5,35.5,35.5,35.5,3400
C4G,20200218,5.9,5.9,5.7,5.9,144720
CAT,20200218,9.6,9.6,9.6,9.6,1900
CCR,20200218,13,13,13,13,1100
CDO,20200218,1,1,0.9,1,62000
CDP,20200218,8.6,8.6,8.5,8.6,2700
CEN,20200218,8.3,8.4,7.5,7.5,23700
CHS,20200218,6.4,6.4,6.4,6.4,100
CI5,20200218,5.1,5.1,5.1,5.1,100
CLX,20200218,12.4,12.8,12,12,9600
CMN,20200218,51.5,51.5,51.5,51.5,1
CMT,20200218,8.6,8.6,8.6,8.6,100
CT3,20200218,9.5,9.5,9.5,9.5,8
CTR,20200218,46.2,46.7,45.6,46.2,322641
DAS,20200218,8.6,8.6,8.6,8.6,100
DND,20200218,35,35,35,35,100
DNW,20200218,18,18,18,18,2
DOP,20200218,13,13,13,13,100
DRI,20200218,5.3,5.3,5.3,5.3,30400
DSC,20200218,5.8,5.8,5.2,5.2,3300
DSP,20200218,11.1,11.1,11.1,11.1,100
DTG,20200218,16,16,16,16,400
