<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200406,8.3,8.8,8.3,8.8,8310
ABI,20200406,23,23,23,23,6800
ABR,20200406,29.1,33.3,29.1,33.3,3200
ACS,20200406,6.8,6.8,6.8,6.8,100
ACV,20200406,48,50,45.5,48.5,587922
ADG,20200406,92.6,92.8,92.6,92.8,640
AFX,20200406,3,3.1,3,3.1,500
AMS,20200406,6.8,6.8,6.8,6.8,100
APF,20200406,24,24,24,24,2600
ATB,20200406,0.5,0.6,0.5,0.6,57400
AVC,20200406,25,25,25,25,2000
BAB,20200406,17.7,17.7,17.7,17.7,2400
BCM,20200406,18.2,20.1,18.2,19,17200
BDG,20200406,34.4,34.4,30,30,3600
BDT,20200406,15.5,16,15.3,16,21500
BHP,20200406,3.6,3.6,3.6,3.6,100
BLI,20200406,6.2,6.5,6.1,6.5,3200
BMF,20200406,14.4,14.4,14.4,14.4,1000
BMS,20200406,3.4,3.4,3.4,3.4,100
BOT,20200406,55.7,55.7,55.2,55.3,29800
BSA,20200406,13.5,13.5,13.1,13.3,9400
BSP,20200406,16.9,17.9,16.9,17.6,800
BSQ,20200406,21,21,21,21,100
BSR,20200406,5.6,6.1,5.5,6.1,4762754
BTD,20200406,16.1,16.3,16,16.3,1205
BTN,20200406,4.3,4.3,4.3,4.3,100
BVG,20200406,1.4,1.4,1.3,1.4,13300
BVN,20200406,11.7,11.7,11.7,11.7,12
BWS,20200406,35,35,35,35,1900
C12,20200406,1.7,2.1,1.7,2.1,1200
C21,20200406,18.9,18.9,18.9,18.9,420
C4G,20200406,4.1,4.4,3.4,4.2,316913
CAT,20200406,10.8,11.9,10.8,11.8,14700
CCM,20200406,17.3,17.3,17.3,17.3,100
CDO,20200406,0.8,0.8,0.7,0.8,65400
CDP,20200406,8,8,8,8,100
CEN,20200406,5.3,5.4,4.8,5.2,7100
CHS,20200406,5,6.1,5,6.1,5100
CI5,20200406,3.7,4.5,3.7,4.5,800
CID,20200406,5,5,5,5,400
CKA,20200406,39.9,39.9,39.9,39.9,100
CLX,20200406,11.4,11.4,11,11.1,800
CMN,20200406,53.5,53.5,53.5,53.5,100
CMT,20200406,5.6,6,5,5.9,17799
CNC,20200406,18,18,18,18,100
CTR,20200406,31,34.7,31,34.5,734058
DBM,20200406,36.4,36.4,31.7,31.7,200
DCR,20200406,2.7,2.7,2.4,2.4,2000
DDV,20200406,5.7,6,5.7,6,4500
DFC,20200406,21.1,21.3,21.1,21.3,300
DGT,20200406,73.1,73.1,73.1,73.1,100
DHN,20200406,10.5,10.5,10.5,10.5,100
DNW,20200406,13,15.7,13,15.5,500
DP1,20200406,14.4,14.4,11.9,11.9,600
DPH,20200406,27.1,27.1,27.1,27.1,100
DRI,20200406,3.9,3.9,3.7,3.9,145800
DSP,20200406,11.4,14,11.4,14,400
DVC,20200406,4,4,4,4,100
DVN,20200406,9.8,10.3,9.8,10.2,125811
EIN,20200406,4.1,4.6,4.1,4.6,200
EMS,20200406,38.5,38.5,38.5,38.5,400
EVF,20200406,6.4,6.9,6.4,6.9,17505
FOC,20200406,118,119,118,119,405
FOX,20200406,44,44,42.5,43.5,10200
FRC,20200406,15.4,15.4,11.4,11.4,400
FRM,20200406,16,16,16,16,1600
G36,20200406,3.6,3.7,3.5,3.7,142100
GHC,20200406,30.8,30.9,30.8,30.9,305
GND,20200406,26.5,26.5,26.5,26.5,100
HAC,20200406,4.6,4.6,4.6,4.6,113
HDM,20200406,12.5,12.5,12.5,12.5,100
HEC,20200406,31.5,31.5,31.5,31.5,3600
HEJ,20200406,19,19,19,19,500
HFC,20200406,11,11,11,11,100
HHV,20200406,13,17.3,13,17.2,2300
HLS,20200406,27.8,27.8,27.8,27.8,100
HND,20200406,14.9,15.3,14.8,15,106570
HNE,20200406,9.9,9.9,9.9,9.9,6000
HNF,20200406,23.3,26.8,23.3,26.8,3300
HPD,20200406,16.4,16.4,16.4,16.4,100
HPH,20200406,4.7,5.5,4.7,5.5,200
HPP,20200406,41,41,41,41,100
HRT,20200406,2.9,2.9,2.9,2.9,100
HSI,20200406,0.9,0.9,0.9,0.9,600
HTE,20200406,5.2,5.2,5.2,5.2,200
HTG,20200406,18,18,18,18,5600
HTM,20200406,11.5,11.9,11.1,11.8,23310
HU4,20200406,6.9,6.9,6.9,6.9,100
HU6,20200406,8.6,8.6,6.5,6.5,2100
ICC,20200406,35.5,42,35.5,42,200
ICF,20200406,1.2,1.4,1.2,1.4,200
ICN,20200406,47,54.5,47,54.5,2800
IFS,20200406,14.2,15.8,13.6,14,8100
ILA,20200406,2.9,2.9,2.9,2.9,1100
ILS,20200406,11.9,11.9,11.8,11.9,8800
ISH,20200406,13.8,13.8,13.8,13.8,1000
ITS,20200406,3,3,3,3,4000
KDF,20200406,24,24.5,24,24.5,1101
KGM,20200406,4.3,4.3,4.3,4.3,2100
KHA,20200406,42,42.4,42,42.4,1000
KHD,20200406,6.6,8.4,6.6,8.4,3500
KLB,20200406,9.4,10.7,9.4,10.7,410
L63,20200406,6.5,6.5,6.5,6.5,2000
LKW,20200406,24.6,24.6,24.6,24.6,100
LLM,20200406,16,17.9,15.8,17.9,7600
LMI,20200406,10,10,10,10,2000
LPB,20200406,6.1,6.6,5.1,6.5,4070248
LTG,20200406,15,16.5,14.8,16.1,272151
M10,20200406,19,19,18,18,26000
MCH,20200406,62.8,69,52.7,69,67160
MEG,20200406,26,26,26,26,100
MFS,20200406,20.7,21.4,20.7,21.3,19510
MH3,20200406,30.6,30.6,30.3,30.3,400
MIC,20200406,6,6,6,6,60
MIG,20200406,9.8,9.8,9.8,9.8,7000
MKP,20200406,49.9,49.9,49.8,49.8,200
MLS,20200406,6.5,6.5,6.5,6.5,100
MML,20200406,40,42.9,32.7,40,35710
MPC,20200406,18.8,19.6,18.6,19.6,91561
MQN,20200406,38.6,39.5,38.6,39.5,600
MSR,20200406,14.6,14.9,14.5,14.6,19190
MTV,20200406,15,15,15,15,4200
MVB,20200406,10,11.5,10,11.5,1500
NCS,20200406,18,18,18,18,1500
ND2,20200406,24,24,24,24,11000
NDT,20200406,5.5,5.5,5.4,5.4,500
NHT,20200406,24,24,23.8,23.8,2200
NMK,20200406,5.5,7.2,5.5,7.2,2400
NNG,20200406,7,7.5,7,7.5,2332
NQN,20200406,13.5,13.5,13.5,13.5,100
NS2,20200406,10.5,10.5,10.5,10.5,300
NTC,20200406,154,164,152.5,153.9,28050
NTW,20200406,24.2,24.2,20.7,20.7,3200
NUE,20200406,8.1,8.1,8.1,8.1,300
OIL,20200406,6.5,6.6,6.2,6.4,495238
ORS,20200406,5,5,5,5,3400
PFL,20200406,0.7,0.7,0.6,0.7,146952
PHS,20200406,7.5,7.5,7.5,7.5,200
PJS,20200406,9.1,9.1,9.1,9.1,200
POS,20200406,5.4,5.4,5.4,5.4,100
POV,20200406,8,8,8,8,500
PPH,20200406,15.1,15.1,14,14,5100
PPI,20200406,0.3,0.4,0.3,0.4,25460
PRO,20200406,4,4,4,4,5000
PSL,20200406,16.5,16.5,16.5,16.5,630
PSP,20200406,5.1,5.5,5.1,5.5,3700
PVO,20200406,2.7,2.7,2.7,2.7,520
PVP,20200406,4.9,5,4.8,4.8,41700
PVV,20200406,0.4,0.4,0.3,0.4,2100
PWA,20200406,7.8,8.2,7.7,8.2,47910
PXL,20200406,7.9,8,7.8,7.9,125301
QHW,20200406,20.4,20.4,20.4,20.4,100
QNS,20200406,24.2,25.1,24.2,24.9,366604
QPH,20200406,22,22,22,22,27500
QTP,20200406,10.5,11.3,10.5,11.3,234100
RCD,20200406,10.5,10.5,8.7,8.7,10400
RTB,20200406,7.5,7.5,7.5,7.5,3300
SAS,20200406,23.2,24.3,23,23.2,43219
SBL,20200406,13.1,14.5,13.1,14.5,200
SBS,20200406,1,1,0.9,1,592910
SCC,20200406,4.5,4.5,4.5,4.5,1000
SD3,20200406,2,2,2,2,100
SDP,20200406,1,1,0.9,0.9,10302
SDV,20200406,15.3,15.5,15.3,15.5,27000
SGP,20200406,5.3,5.6,5.3,5.4,28500
SID,20200406,10,10.4,10,10.4,4200
SIP,20200406,67,70,67,70,15220
SKH,20200406,19,19,19,19,1200
SNC,20200406,14.5,14.5,14.5,14.5,4000
SNZ,20200406,16.1,16.9,16.1,16.8,23000
SPV,20200406,9.5,9.5,9.5,9.5,100
SRB,20200406,0.8,0.8,0.7,0.8,15200
SSN,20200406,2.6,2.7,2.5,2.7,38300
STH,20200406,22.8,23,22.5,22.5,33000
SWC,20200406,11.7,13,11.6,13,23400
SZE,20200406,9.3,9.3,9.3,9.3,100
