<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200110,8.5,9,8.5,9,296900
ACB,20200110,22.5,23.1,22.5,22.7,2371501
ACM,20200110,0.4,0.5,0.4,0.4,29600
ADC,20200110,16,16,15.8,15.8,402
AMV,20200110,24,24,23.2,23.4,88200
API,20200110,11.3,11.3,11.3,11.3,100
APP,20200110,6.3,6.3,6.3,6.3,4000
ART,20200110,2.4,2.5,2.3,2.3,1850340
BAX,20200110,48.3,48.7,48.1,48.7,8900
BCC,20200110,6.8,6.9,6.8,6.9,69800
BII,20200110,0.8,0.9,0.8,0.8,812800
BLF,20200110,3.9,3.9,3.6,3.9,7440
BTS,20200110,4.2,4.8,4.2,4.7,1000
BVS,20200110,9.8,10,9.8,10,15500
C69,20200110,6.9,7.2,6.3,6.8,229850
CAP,20200110,29.8,29.8,29.8,29.8,1300
CDN,20200110,19.7,19.7,19.7,19.7,600
CEO,20200110,8.8,8.9,8.8,8.9,135050
CIA,20200110,15,15,14.8,14.8,500
CPC,20200110,20.1,20.1,20.1,20.1,500
CSC,20200110,25.6,27.9,25.6,26,93720
CTP,20200110,3.9,4,3.8,4,3200
CTT,20200110,8,8,7.3,7.3,10200
CTX,20200110,12,12,12,12,8000
CVN,20200110,11.4,11.4,11.4,11.4,500
D11,20200110,16.5,17,16.5,17,200
DC4,20200110,12.7,13.4,12.7,13.4,700
DDG,20200110,26.9,27,26.8,27,91700
DGC,20200110,24.1,24.4,24,24,47055
DHT,20200110,48.5,48.5,48.3,48.3,4520
DIH,20200110,17.3,17.3,17.3,17.3,200
DNM,20200110,7.2,7.2,7.2,7.2,100
DNP,20200110,17.4,17.6,17.4,17.5,9803
DNY,20200110,1.5,1.5,1.5,1.5,100
DP3,20200110,74,75,74,75,4500
DPC,20200110,12.1,12.1,12.1,12.1,200
DPS,20200110,0.3,0.3,0.3,0.3,9500
DS3,20200110,3.1,3.1,2.9,3,24200
DST,20200110,0.9,0.9,0.8,0.8,222000
DTD,20200110,10.7,10.7,10.4,10.4,62300
EBS,20200110,8,8,8,8,100
EVS,20200110,9,9,9,9,100
FID,20200110,0.9,0.9,0.9,0.9,100
GKM,20200110,15.3,15.5,15.2,15.5,55500
GLT,20200110,26.5,26.6,26.5,26.6,52100
HAD,20200110,18.5,18.5,18.1,18.2,9700
HBE,20200110,10.3,10.3,10.3,10.3,200
HBS,20200110,2.4,2.4,2.4,2.4,56228
HCC,20200110,10.8,10.8,10.8,10.8,2000
HDA,20200110,9.5,9.6,9.3,9.6,57900
HHG,20200110,1.3,1.4,1.3,1.4,200
HHP,20200110,12.1,12.2,11.9,12.2,57950
HKB,20200110,0.7,0.8,0.6,0.7,86700
HKT,20200110,3.3,3.3,3,3,13510
HLC,20200110,6.4,6.4,6.4,6.4,800
HLD,20200110,16.1,16.2,15.8,16,32410
HMH,20200110,9.9,9.9,9.9,9.9,100
HOM,20200110,3.4,3.4,3.4,3.4,500
HPM,20200110,12.9,12.9,12.9,12.9,100
HTC,20200110,27,27,23.6,23.6,700
HTP,20200110,11.8,11.8,11.8,11.8,100
HUT,20200110,2.3,2.3,2.2,2.3,555210
ICG,20200110,8.1,8.1,8.1,8.1,1400
IDC,20200110,17.6,18,17.6,18,3600
IDJ,20200110,7.3,7.5,7.3,7.5,261530
IDV,20200110,37,37.7,36,37.7,1200
INN,20200110,28,28.5,27.7,28,29410
ITQ,20200110,1.9,2,1.9,2,14900
IVS,20200110,8.8,9.5,8.8,9.5,19700
KDM,20200110,2.3,2.6,2.3,2.6,2300
KHS,20200110,10.7,10.7,10.7,10.7,100
KLF,20200110,1.5,1.6,1.4,1.4,2021320
KTS,20200110,8.6,8.6,8.6,8.6,100
KVC,20200110,1,1.1,1,1.1,296700
L14,20200110,62,62.3,59.5,60,43035
LAS,20200110,6.3,6.3,6.2,6.2,500
LIG,20200110,4.3,4.3,4.2,4.3,20900
MBG,20200110,16,16.3,15,15.7,71700
MBS,20200110,14,14.8,13.7,14.8,122300
MCO,20200110,1.7,1.7,1.7,1.7,100
MPT,20200110,1.8,1.9,1.7,1.8,61921
MST,20200110,5.3,5.3,5.2,5.2,325000
NAG,20200110,4.4,4.8,4.3,4.6,18800
NBC,20200110,6.4,6.4,6.4,6.4,21300
NDN,20200110,16.3,16.3,15.3,15.6,717015
NDX,20200110,12.6,12.6,12.6,12.6,10000
NET,20200110,46,46,46,46,6046
NHP,20200110,0.5,0.5,0.4,0.4,15400
NRC,20200110,9.4,10.1,9.4,9.6,40361
NSH,20200110,1.8,1.9,1.8,1.9,10100
NTH,20200110,29.7,30,29,29.5,15200
NTP,20200110,31.6,31.6,30.6,30.9,14260
NVB,20200110,9.3,9.4,9,9.2,1712600
ONE,20200110,3.4,3.4,3.4,3.4,6600
