<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FUCVREIT,20200409,6.9,7,6.38,6.86,80
FUCTVGF2,20200409,8.96,8.96,8.96,8.96,10
VNM,20200409,99.9,100.9,99.2,100.1,1220550
VNS,20200409,8.5,8.61,8.37,8.5,23280
VOS,20200409,1.32,1.38,1.32,1.37,214650
VPB,20200409,18.9,19.3,18.75,18.8,5977360
VPD,20200409,14.9,14.9,14.65,14.65,150
VPG,20200409,22.9,24.5,22.9,23.9,39740
VPH,20200409,3.89,3.9,3.75,3.85,27660
VPI,20200409,41.8,41.9,41,41.8,910800
VPS,20200409,12.2,12.9,12.2,12.9,2010
VRC,20200409,5.19,5.31,5.1,5.18,50160
VRE,20200409,22.3,24.05,22.3,23.7,4761190
VSC,20200409,21.55,21.7,21.5,21.5,154880
VSH,20200409,18.15,18.15,16.9,16.9,17400
VSI,20200409,20.1,21.5,20.1,21.2,50
VTB,20200409,10.95,10.95,10.2,10.2,160
VTO,20200409,6.5,6.6,6.4,6.6,27720
YBM,20200409,3.45,3.69,3.45,3.46,16280
YEG,20200409,50.5,51.7,50.5,51,26660
VNL,20200409,13.15,14.45,13.15,14.45,40
VJC,20200409,99,103,98.6,102,359760
VMD,20200409,20.7,20.7,20.7,20.7,1000
VND,20200409,11,11.75,10.9,11.5,1567080
VNE,20200409,3.63,3.75,3.63,3.66,77440
VNG,20200409,13.25,13.45,13.15,13.45,302480
TVS,20200409,11,11,10.8,10.8,6110
TVT,20200409,20,20,18.8,18.8,2140
TYA,20200409,12,12.05,11.65,12,3570
UDC,20200409,2.69,2.9,2.69,2.88,1020
UIC,20200409,33.5,35.6,33.5,35.5,210
VCB,20200409,68,72,68,71,1795170
VCI,20200409,15.4,16.45,15.4,16.45,514950
VDP,20200409,34.5,34.5,32,32,30
VDS,20200409,6.37,6.4,6.37,6.4,110
VFG,20200409,40,40,37.5,37.5,50
VGC,20200409,16,16.2,15.9,15.9,153920
VHC,20200409,26.7,27.5,26.5,26.8,590630
VHM,20200409,70,70.9,68.8,69,854470
VIC,20200409,94,97.3,93.8,96,1560610
VID,20200409,3.64,4.1,3.64,4.1,110
VIP,20200409,4.09,4.1,4.03,4.06,115660
TDC,20200409,7.3,7.3,7.03,7.05,90430
TDG,20200409,1.74,1.87,1.74,1.82,367930
TDH,20200409,6.77,6.95,6.7,6.78,1371990
TDM,20200409,17.6,18.1,17.55,17.95,338470
TDW,20200409,21.6,21.6,21.6,21.6,20
