<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FUCVREIT,20200217,7.17,7.3,7.17,7.3,130
VPB,20200217,27.1,27.3,26.75,27.1,2799180
VPD,20200217,15.1,15.1,15.1,15.1,1110
VPG,20200217,23,23.1,22.9,23,139760
VPH,20200217,3.91,4.09,3.86,4.05,8260
VPI,20200217,42.5,42.7,42.2,42.55,328430
VPS,20200217,10.1,10.1,10.1,10.1,1000
VRC,20200217,6.2,6.2,6.2,6.2,75510
VRE,20200217,31.8,31.8,31.2,31.4,562430
VSC,20200217,25.6,25.6,25.4,25.4,56950
VSH,20200217,21.5,22,21.4,21.4,21060
VSI,20200217,23.75,23.75,23.75,23.75,120
VTB,20200217,12.9,12.9,12.9,12.9,120
VTO,20200217,7.51,7.6,7.51,7.6,6580
YBM,20200217,3.94,3.94,3.75,3.9,950
YEG,20200217,52.5,52.5,45.8,49.5,166020
VCI,20200217,27.95,28.5,27.6,28,17570
VDP,20200217,32.3,32.3,30.95,30.95,520
VFG,20200217,39.3,42,39.3,41.2,3650
VGC,20200217,17.45,17.85,17.45,17.6,96320
VHC,20200217,35,35,33.7,33.7,102360
VHM,20200217,88,88,86.5,86.7,164600
VIC,20200217,110,110,105,108,742220
VIP,20200217,5.7,5.76,5.53,5.53,44700
VIS,20200217,23.8,23.8,23.8,23.8,300
VJC,20200217,128.5,128.9,128.5,128.7,324750
VMD,20200217,22.05,22.3,22.05,22.3,20
VND,20200217,14.2,14.35,14,14.3,231090
VNE,20200217,3.6,3.62,3.6,3.6,118250
VNG,20200217,18.6,18.6,18.45,18.45,284800
VNL,20200217,16.35,16.35,16.35,16.35,510
VNM,20200217,106.8,107.6,106.8,107.5,623350
VNS,20200217,9.5,9.55,9.5,9.5,23580
VOS,20200217,1.59,1.64,1.57,1.59,72670
TRA,20200217,56,57,56,56.1,1780
TRC,20200217,27.9,29.5,27.9,29.5,1500
TS4,20200217,3.25,3.25,3.11,3.21,60
TSC,20200217,2.34,2.45,2.28,2.45,174530
TTB,20200217,3.4,3.48,3.38,3.39,381920
