<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200205,9.5,9.6,9.5,9.6,13605
ABI,20200205,30.6,30.6,29.4,30.3,500
ACV,20200205,55.5,59,55.5,59,449690
ADG,20200205,90.6,91.2,90.6,91.2,8100
AFX,20200205,3.1,3.1,3,3.1,37000
AMS,20200205,7.4,7.4,7.4,7.4,500
ANT,20200205,9.5,9.5,9.5,9.5,3000
ATB,20200205,0.7,0.7,0.7,0.7,1000
BAB,20200205,18.2,18.2,18.2,18.2,2700
BBT,20200205,19.5,21,19.5,21,1000
BCM,20200205,25.4,27.8,23.9,27,3820
BCP,20200205,13.1,13.1,13.1,13.1,150
BDG,20200205,36.7,37,36.7,37,800
BDT,20200205,11.9,12,11.9,12,10100
BEL,20200205,10,10,10,10,100
BHK,20200205,8.6,8.6,8.6,8.6,200
BLI,20200205,8.4,8.4,6.8,6.8,6000
BLT,20200205,11.9,11.9,11.9,11.9,100
BMS,20200205,3.2,3.2,3.2,3.2,400
BOT,20200205,55.8,55.8,55.5,55.7,31000
BSL,20200205,12.2,12.2,12.2,12.2,100
BSP,20200205,18,18,18,18,3300
BSR,20200205,7.6,7.7,7.4,7.6,923440
BTN,20200205,4,4,3.8,3.8,200
BWS,20200205,37.8,37.8,37.8,37.8,800
C4G,20200205,5.8,5.9,5.5,5.6,98200
CAT,20200205,9.5,9.5,9.5,9.5,4900
CCA,20200205,10.3,10.3,8.6,10.3,1300
CCR,20200205,13,13,13,13,500
CDO,20200205,1,1,1,1,25200
CDP,20200205,11.3,11.4,10.9,10.9,3800
CEN,20200205,9.1,9.1,8.9,8.9,6180
CKA,20200205,16,16,16,16,200
CLX,20200205,12.1,12.1,12.1,12.1,600
CMT,20200205,8.1,8.1,7.9,8,20400
CNC,20200205,23.3,23.3,20,20,600
CTR,20200205,44,45.5,41,44.1,382910
DAS,20200205,9.9,9.9,9.9,9.9,100
DDN,20200205,12.7,12.7,12.7,12.7,100
DP1,20200205,14.5,15,14.5,15,3100
DPH,20200205,24.6,24.6,24.6,24.6,100
DRI,20200205,5.4,5.4,5.4,5.4,31614
DSC,20200205,5.1,5.1,5.1,5.1,52
DTC,20200205,10.1,10.1,10.1,10.1,2
DVN,20200205,11.5,13.2,11.5,12.1,172320
E29,20200205,13.2,13.2,13.2,13.2,100
EMS,20200205,38,38,38,38,200
EVF,20200205,6.9,7.8,6.8,7.1,707263
FOC,20200205,124.1,124.1,117.1,120.1,1120
FOX,20200205,41,41.1,41,41.1,5620
G36,20200205,4.4,4.4,4.3,4.3,11800
GHC,20200205,29.9,30.5,29.8,30.5,4100
GND,20200205,24,24,24,24,100
GVR,20200205,10.5,10.8,10.2,10.5,470640
HAC,20200205,4.8,4.8,4.8,4.8,137
HDP,20200205,13.5,13.5,13.5,13.5,100
HEC,20200205,30.5,30.5,30.5,30.5,200
HEJ,20200205,17.8,17.8,17.8,17.8,100
HFC,20200205,11.9,11.9,11.9,11.9,121
HKP,20200205,3.1,3.1,3.1,3.1,100
HLB,20200205,105.9,105.9,105.9,105.9,100
HNA,20200205,13.4,13.4,13.4,13.4,1180
HND,20200205,14.9,14.9,14.7,14.9,112707
HNF,20200205,36.7,37.4,36.7,37.4,5100
HPD,20200205,16.5,16.5,16.5,16.5,7400
HPI,20200205,14.9,14.9,14.9,14.9,500
HPW,20200205,12.4,12.4,12.4,12.4,200
HRT,20200205,4.1,4.1,4.1,4.1,300
HTG,20200205,20.7,20.7,20.7,20.7,1
HTM,20200205,17.2,18.4,17.2,18.1,63076
HTU,20200205,8,8,8,8,100
HU4,20200205,6,6,6,6,100
HU6,20200205,10.1,10.1,7.5,9.9,300
HUG,20200205,37,38,37,37,2600
ILA,20200205,3.3,3.3,3.1,3.1,37900
ILS,20200205,14.9,14.9,14.9,14.9,3900
ISH,20200205,14.8,14.8,14.8,14.8,600
ITS,20200205,2.7,2.7,2.7,2.7,200
KHA,20200205,35.3,35.3,35.3,35.3,30
KHD,20200205,9,9.1,9,9,11379
KLB,20200205,10.4,10.4,10.4,10.4,2500
KSE,20200205,31.6,31.6,31.6,31.6,300
KTL,20200205,24.6,24.6,19.6,20.5,8500
L45,20200205,1.7,1.7,1.7,1.7,100
LPB,20200205,7.5,7.5,6.9,7,2219653
LTG,20200205,18.7,18.7,18.4,18.4,4850
MCH,20200205,65,69,64.6,66,37600
MFS,20200205,23.2,23.4,22.7,23.4,1600
MH3,20200205,36.2,36.2,36.2,36.2,3000
MLS,20200205,12,12,12,12,1300
MML,20200205,55,58,50,58,55543
MPC,20200205,21,22.2,20.9,22,100785
MQN,20200205,39.8,39.8,38,38,1427
MSR,20200205,14.5,14.5,14,14.3,11800
NAS,20200205,31.5,34.5,31.5,34,8400
NCS,20200205,24.9,24.9,22.5,22.5,200
NDT,20200205,5.5,5.5,5.5,5.5,500
NLS,20200205,14.9,14.9,14.9,14.9,1100
NNG,20200205,8,8,7,7.4,33400
NQN,20200205,17,17,17,17,110
NS2,20200205,10,10,10,10,400
NS3,20200205,19,19,19,19,500
NTC,20200205,156.9,156.9,149.3,152.2,87029
OIL,20200205,7,7.2,6.9,7,233200
ORS,20200205,6.1,6.1,6,6,28300
PBC,20200205,22.4,22.4,22.4,22.4,8794
PDT,20200205,10.5,10.5,10.5,10.5,100
PFL,20200205,0.8,0.8,0.8,0.8,20800
PJS,20200205,10.7,10.7,10.7,10.7,100
PMJ,20200205,12.3,13.2,12.3,13.2,200
POS,20200205,8.5,8.5,8.5,8.5,100
POV,20200205,10.3,10.3,10.3,10.3,3000
PPH,20200205,16.5,16.5,16,16,3100
PPI,20200205,0.4,0.4,0.4,0.4,22700
PSB,20200205,3,3,3,3,39
PSL,20200205,19,19,19,19,200
PSP,20200205,6.4,6.4,6.4,6.4,2000
PTV,20200205,8.7,8.7,8.7,8.7,60
PVP,20200205,5.3,5.5,5.3,5.4,19200
PVV,20200205,0.5,0.5,0.4,0.5,20200
PWA,20200205,7.7,8.2,7.7,7.9,24600
PXL,20200205,7.6,7.6,6.3,7.5,204000
QNS,20200205,27.2,27.9,27.2,27.8,224712
QTP,20200205,12.4,12.4,12.4,12.4,200
RCD,20200205,10.2,10.3,10.2,10.2,6000
SAC,20200205,11.5,11.5,11.5,11.5,100
SAP,20200205,8.3,8.3,8.3,8.3,10
SAS,20200205,26.6,26.9,25.2,26.9,2400
