<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200409,4.7,5,4.7,5,75900
ACB,20200409,22.2,22.2,20,20,4068966
ACM,20200409,0.5,0.6,0.4,0.5,257765
ADC,20200409,12.1,13.4,12.1,12.6,300
ALT,20200409,10.2,11.4,10.2,11.4,200
AMC,20200409,17.9,17.9,17.9,17.9,1400
AME,20200409,6.7,6.7,6.7,6.7,2000
AMV,20200409,13.4,13.7,13.3,13.5,660341
API,20200409,9.1,10,9.1,9.1,400
APS,20200409,2,2.2,2,2.2,5106
ART,20200409,2.4,2.5,2.3,2.4,2478045
BAX,20200409,39.7,39.7,39.7,39.7,900
BCC,20200409,5.8,5.9,5.6,5.8,225500
BCF,20200409,57,58,55,55,2800
BII,20200409,0.7,0.8,0.7,0.7,45700
BTW,20200409,49,49,49,49,1
BVS,20200409,8.8,8.9,8.7,8.9,169400
C69,20200409,5.4,5.8,5.4,5.5,75030
CAN,20200409,21.3,21.3,21.3,21.3,527
CAP,20200409,29.9,29.9,29.7,29.9,7514
CEO,20200409,6.7,6.8,6.5,6.6,1203623
CET,20200409,2.4,2.4,2.4,2.4,200
CIA,20200409,11.9,12,11.5,12,7170
CMS,20200409,2.5,2.5,2.4,2.4,24200
CSC,20200409,24.1,24.4,24,24.4,1000
CTB,20200409,29.2,31,29.2,31,3020
CTC,20200409,3,3,3,3,100
CTP,20200409,3.1,3.1,3.1,3.1,100
CTX,20200409,8.2,8.2,8.2,8.2,2038
CVN,20200409,8.4,8.8,8,8.8,19300
DAD,20200409,14.1,15,14.1,15,4000
DAE,20200409,14.2,14.2,14.2,14.2,1000
DBT,20200409,10.6,10.7,10.6,10.6,2300
DC2,20200409,5.8,5.8,5.8,5.8,100
DDG,20200409,27.9,28.1,27.6,27.8,69600
DGC,20200409,21.5,23,21.4,22.5,151145
DHT,20200409,46.3,46.7,46.1,46.7,9950
DNM,20200409,26.8,26.8,24.5,24.5,28809
DNP,20200409,17.4,17.4,16.6,16.6,2920
DS3,20200409,2.9,2.9,2.9,2.9,29500
DST,20200409,1.6,1.6,1.5,1.5,584600
DTD,20200409,10.1,10.5,10,10.3,66120
DXP,20200409,9,9.6,9,9.6,23500
DZM,20200409,2.3,2.6,2.3,2.5,600
EBS,20200409,7,7,6.7,6.9,3000
EID,20200409,10.6,10.6,10.5,10.6,15410
EVS,20200409,9.5,9.5,8.1,8.1,200
GKM,20200409,15.5,16.1,15.5,16,165800
HAD,20200409,12.5,12.6,12.4,12.4,13500
HBS,20200409,1.8,1.9,1.8,1.9,730
HCC,20200409,9.5,9.5,9.4,9.4,1500
HDA,20200409,6.8,7,6.8,6.9,56000
HHG,20200409,1,1.1,1,1,27200
HHP,20200409,13.3,13.5,13.1,13.3,109145
HKB,20200409,0.7,0.7,0.6,0.7,186400
HKT,20200409,3.7,3.7,3.6,3.6,400
HLD,20200409,16.8,16.8,16.7,16.7,1000
HOM,20200409,2.8,2.9,2.7,2.8,6200
HUT,20200409,1.5,1.6,1.4,1.5,2848559
ICG,20200409,5.7,5.7,5.5,5.7,4200
IDC,20200409,15.6,15.6,15.6,15.6,100
IDJ,20200409,15.2,15.8,15.2,15.8,370045
IDV,20200409,32.2,33,32,32,7200
INN,20200409,24,24,23.3,24,10200
ITQ,20200409,2.4,2.5,2.4,2.4,374610
IVS,20200409,7.2,7.9,7.1,7.9,14100
KDM,20200409,1.7,1.7,1.7,1.7,32200
KHS,20200409,10.4,11.3,10.4,10.4,1410
KKC,20200409,3.8,4.5,3.8,4.3,9500
KLF,20200409,1.6,1.6,1.5,1.5,4310273
KSD,20200409,4.9,4.9,4.9,4.9,200
KSQ,20200409,1.2,1.3,1.2,1.3,3810
KTS,20200409,7.7,8.6,7.7,8.6,200
KVC,20200409,0.8,0.8,0.7,0.7,187355
L14,20200409,56.7,56.8,55.7,55.7,45920
LAS,20200409,5.1,5.3,5,5.1,171000
LDP,20200409,20.9,20.9,20.9,20.9,20
LHC,20200409,58,58.1,58,58,16200
LIG,20200409,3,3,2.9,3,9905
LUT,20200409,1.7,1.7,1.7,1.7,300
MAC,20200409,5,5,5,5,100
MAS,20200409,29,30.5,29,30.5,2310
MBG,20200409,8.5,8.9,8.4,8.9,1065834
MBS,20200409,9.5,9.7,9.4,9.5,100541
MCC,20200409,10.6,10.6,9,9,6400
MCO,20200409,1.9,2,1.9,2,10100
MEC,20200409,0.9,0.9,0.9,0.9,10
MED,20200409,41.2,41.2,39.1,39.3,2940
MPT,20200409,0.9,1,0.9,1,88820
MST,20200409,2.5,2.7,2.5,2.5,3108816
NAG,20200409,3.8,3.9,3.8,3.9,5403
NBC,20200409,5.9,5.9,5.9,5.9,9320
NBP,20200409,11.8,12.5,11.8,12,14500
NDN,20200409,15.7,15.8,15.7,15.8,254456
NDX,20200409,10.9,11,10.9,11,14000
NET,20200409,47,47,46,46.2,1100
NHA,20200409,9.7,9.7,9.1,9.6,16200
NHP,20200409,0.4,0.4,0.3,0.4,10500
NRC,20200409,7.7,8,7.3,7.3,42582
