<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VTB,20200420,10.65,10.65,10,10,360
VTO,20200420,6.84,7.1,6.84,7.1,9820
YBM,20200420,3.5,3.5,3.41,3.49,12070
YEG,20200420,63.1,63.1,54.9,61.5,95230
VND,20200420,12.3,12.35,11.8,11.8,1054800
VNG,20200420,12.85,13.2,12.75,13.2,184100
VNL,20200420,13.5,13.5,13.5,13.5,750
VNM,20200420,100,101.2,100,100,1471680
VNS,20200420,8.6,9,8.6,8.98,26450
VOS,20200420,1.4,1.49,1.4,1.49,287840
VPB,20200420,21.7,21.7,20.8,21,3363240
VPD,20200420,14.1,14.2,14,14.2,1040
VPG,20200420,19.2,19.2,17.95,19,2210
VPH,20200420,3.85,3.85,3.75,3.83,24410
VPI,20200420,41.6,41.6,41.4,41.5,341680
VPS,20200420,11.65,11.65,11.65,11.65,480
VRC,20200420,6.12,6.12,6.12,6.12,27480
VRE,20200420,26.5,26.5,25.8,26.2,2326300
VSC,20200420,23.9,23.9,23.1,23.5,132050
VSH,20200420,18.5,18.5,17.9,18,24210
VSI,20200420,23,24.95,23,24.8,960
UDC,20200420,2.75,2.8,2.75,2.8,2020
UIC,20200420,36.5,37.75,36.5,37.75,1970
VCB,20200420,71.7,72.4,70.8,71.9,1026030
VCF,20200420,202.4,216,202.4,203,260
VCI,20200420,19.8,19.9,18.6,19.1,902790
TRA,20200420,55,56.8,55,56.1,4910
TRC,20200420,26.8,26.8,25.1,25.6,2900
TS4,20200420,2.41,2.55,2.4,2.5,56450
TSC,20200420,2.34,2.4,2.26,2.26,511020
TTB,20200420,3.07,3.07,2.88,3.07,1660820
TTF,20200420,2.12,2.2,2.12,2.16,667870
TV2,20200420,58,61.3,58,60,82730
TVB,20200420,13.2,13.7,13.2,13.2,569410
TVS,20200420,10.9,10.9,10.9,10.9,10
TVT,20200420,21,21,21,21,10
TYA,20200420,12.1,12.7,11.9,12.05,31530
TCT,20200420,35,36,34.9,35,20650
TDC,20200420,7.77,7.77,7.6,7.6,58690
TDG,20200420,1.81,1.83,1.77,1.79,478650
TDH,20200420,9.1,9.1,8.49,8.75,2009930
TDW,20200420,21.8,23.4,21.8,23.4,170
TEG,20200420,3.2,3.2,2.84,3.15,1730
TGG,20200420,0.8,0.85,0.8,0.85,897500
THG,20200420,43,43,41.8,42,8820
THI,20200420,27,28,27,28,1010
TIP,20200420,16.7,17.3,16.4,16.4,181890
TLD,20200420,4.4,4.5,4.4,4.48,308660
TLG,20200420,33.6,33.65,31.5,32,399990
TLH,20200420,2.98,3.05,2.95,3.05,358600
TMP,20200420,33,33.5,32.5,33.5,870
TMS,20200420,25.5,25.5,24,24,170
TMT,20200420,4.85,5.4,4.85,5.4,110
TN1,20200420,63,63.5,63,63.1,1060
TNA,20200420,14.8,16.05,14.75,15.8,364380
TNC,20200420,16.55,16.55,15,15.5,4890
TNI,20200420,10.45,10.5,10.1,10.35,483220
TNT,20200420,1.5,1.58,1.5,1.58,140760
TPB,20200420,18.5,18.7,18.3,18.3,126480
TPC,20200420,7.33,8.02,7.33,8.02,4460
SZC,20200420,16.55,16.55,16.35,16.55,962840
SZL,20200420,37.5,38.45,37.2,38.2,107120
TAC,20200420,26,26,24.3,24.5,12100
TBC,20200420,22.8,22.8,22.5,22.8,300
TCB,20200420,17.9,17.95,17.5,17.7,1847520
TCH,20200420,22,22.6,21.65,22,782020
TCL,20200420,17.2,17.8,17.2,17.5,9750
TCM,20200420,15.5,15.55,14.8,15,998960
TCO,20200420,8.1,8.11,8.1,8.11,40
SMB,20200420,30,30,29.8,29.9,11940
SMC,20200420,11,11.05,10.9,10.9,1030
SPM,20200420,11,11.3,10.65,10.7,5990
SRC,20200420,17.15,17.15,17.05,17.05,5790
SRF,20200420,13.4,13.4,13,13.4,260
SSC,20200420,50,50,50,50,10
SSI,20200420,13.65,13.8,13.45,13.7,3326260
ST8,20200420,12.55,12.55,12.55,12.55,20
