<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200805,4.9,5.2,4.7,5.1,426700
ACB,20200805,23.9,24.4,23.7,24,5472736
ACM,20200805,0.7,0.7,0.6,0.7,399935
ADC,20200805,13,13,13,13,7500
AME,20200805,6.9,6.9,6.9,6.9,3000
AMV,20200805,15.3,15.5,15,15.3,485747
APP,20200805,3.5,3.5,3.5,3.5,2000
APS,20200805,2.3,2.3,2.3,2.3,1000
ART,20200805,2.3,2.3,2.2,2.2,1225873
BAX,20200805,42.9,42.9,42,42.4,4300
BCC,20200805,6.7,6.9,6.7,6.9,26005
BCF,20200805,49.5,50,45,50,1800
BII,20200805,0.7,0.7,0.6,0.6,92800
BST,20200805,12.3,12.3,12.3,12.3,100
BTS,20200805,4.6,4.6,4.6,4.6,218
BVS,20200805,9.5,9.5,9.3,9.4,155000
C69,20200805,5.6,5.6,5.5,5.5,30432
C92,20200805,3.4,3.4,3.2,3.2,1100
CAN,20200805,24,24,24,24,1000
CAP,20200805,30.9,30.9,29.6,29.6,17590
CDN,20200805,19.1,19.1,19,19,500
CEO,20200805,7.1,7.2,7,7.2,1661549
CET,20200805,2.9,2.9,2.6,2.6,20100
CIA,20200805,10.2,10.3,10,10.2,15583
CKV,20200805,10.1,10.9,10.1,10.9,400
CLH,20200805,13.5,13.5,13.5,13.5,200
CMC,20200805,4.3,4.3,4.3,4.3,100
CMS,20200805,3,3.1,2.9,3.1,853500
CPC,20200805,15.3,16.2,15.3,16.2,2100
CSC,20200805,22.6,23.1,22.5,23.1,5000
CTB,20200805,36.8,36.8,36.8,36.8,100
CTP,20200805,2.3,2.4,2.2,2.3,36622
CTX,20200805,7.4,7.4,7.4,7.4,200
CVN,20200805,13.7,13.7,13,13.2,59900
D11,20200805,16.8,18.6,16.8,18.6,7800
DAD,20200805,15,15,15,15,10000
DAE,20200805,14.8,14.8,14.8,14.8,100
DBT,20200805,11.4,11.7,11.4,11.4,19751
DC2,20200805,6.8,6.8,6.8,6.8,4600
DDG,20200805,27.2,27.7,27.2,27.7,118500
DHT,20200805,54,56.4,53.5,55.6,48389
DNM,20200805,59.3,59.3,59.3,59.3,10062
DNP,20200805,17.8,18.3,17.8,18.3,2000
DP3,20200805,70.1,71.5,70.1,71.5,5200
DPC,20200805,13.8,13.8,12.6,12.6,800
DS3,20200805,3.5,3.6,3.4,3.5,92500
DST,20200805,6.2,6.4,5.8,6,245720
DTD,20200805,17.5,18.1,17.5,17.8,258306
DXP,20200805,9.8,9.9,9.8,9.9,3900
DZM,20200805,3.4,3.6,3.4,3.5,37133
EBS,20200805,7,7,7,7,400
EID,20200805,10.9,11.9,10.9,11.4,16400
EVS,20200805,7.2,7.5,7.2,7.5,10000
GDW,20200805,18.5,18.5,18.5,18.5,400
GKM,20200805,17.4,17.8,17.4,17.6,245700
GLT,20200805,22.5,24.8,22.5,24.8,400
HAD,20200805,12.5,12.5,12.4,12.5,1700
HAT,20200805,20.2,20.9,20.2,20.6,7815
HBS,20200805,1.9,1.9,1.9,1.9,1000
HCC,20200805,11.3,11.7,11.3,11.6,18700
HDA,20200805,7.3,7.4,7.2,7.4,75400
HHG,20200805,1.2,1.2,1.2,1.2,1700
HHP,20200805,10.9,11,10.7,10.8,152600
HJS,20200805,29,29,29,29,3000
HKT,20200805,6.7,6.7,5.8,5.8,31100
HLD,20200805,19.3,19.7,19.2,19.6,34100
HLY,20200805,50.5,50.5,50.5,50.5,100
HMH,20200805,9,9,9,9,180
HOM,20200805,2.7,2.8,2.7,2.8,5600
HUT,20200805,2.2,2.2,2.1,2.2,2317101
HVT,20200805,35.6,35.6,35.6,35.6,100
ICG,20200805,5.6,5.6,5.6,5.6,1000
IDC,20200805,19,19,18.9,18.9,19900
IDJ,20200805,14.3,15.2,14.2,14.5,429654
IDV,20200805,45.4,46,44.8,46,10785
INC,20200805,9.2,9.2,9.2,9.2,200
INN,20200805,22,23.4,22,23,5424
ITQ,20200805,2.3,2.3,2.3,2.3,1000
KKC,20200805,5.1,5.1,5.1,5.1,500
KLF,20200805,1.6,1.7,1.6,1.6,1556481
KSQ,20200805,1.4,1.6,1.4,1.6,45100
KTS,20200805,9,9,9,9,1500
KVC,20200805,1,1.1,1,1.1,109010
L14,20200805,62,65,62,64,90919
L43,20200805,2.3,2.4,2.3,2.4,1800
L61,20200805,15.5,15.5,12.7,13.9,400
LAS,20200805,5.3,5.4,5.2,5.4,60650
LCS,20200805,1.9,1.9,1.9,1.9,19300
LDP,20200805,15,16,14.5,16,6850
LHC,20200805,76,77,75,77,20200
LIG,20200805,3,3.1,3,3.1,9300
LO5,20200805,1.7,1.7,1.7,1.7,100
MAC,20200805,4.4,5,4.4,5,200
MAS,20200805,30.7,30.8,30.7,30.8,200
MBG,20200805,4.7,4.7,4.5,4.6,1822694
MBS,20200805,9,9,8.8,9,71031
MCF,20200805,8.5,9.1,8.5,9.1,4000
MED,20200805,39.1,39.1,39.1,39.1,100
MPT,20200805,1.6,1.7,1.6,1.7,161804
MST,20200805,2.6,2.8,2.6,2.8,1181721
NAG,20200805,4.8,4.8,4.8,4.8,1160
NBP,20200805,12.9,12.9,12.8,12.9,1800
NDN,20200805,19,19,18.4,19,479520
NDX,20200805,13,13.3,12.9,13.3,21100
NET,20200805,53.9,54.5,53.9,54,5600
NHA,20200805,12.4,12.4,12.1,12.2,23615
NHC,20200805,29,29,29,29,800
NHP,20200805,0.7,0.7,0.7,0.7,571329
NRC,20200805,13.7,14,13.3,13.9,83006
NSH,20200805,1.3,1.4,1.3,1.4,2500
NST,20200805,12,12,10.9,10.9,500
NTP,20200805,28.7,29.2,28.6,29.1,8304
NVB,20200805,8.5,8.6,8.4,8.4,3784000
OCH,20200805,9.2,9.2,7.6,8.4,300
ONE,20200805,3.7,3.8,3.6,3.7,25500
PBP,20200805,6.5,6.5,6.5,6.5,500
PCG,20200805,5.2,5.2,5.2,5.2,500
PCT,20200805,5.1,5.3,5.1,5.1,24700
PDB,20200805,6.5,6.5,6.5,6.5,1500
PGN,20200805,13.3,13.8,13,13.4,112800
PGS,20200805,13.8,13.8,13.6,13.8,1460
PGT,20200805,5.3,5.3,5.3,5.3,175
PHN,20200805,24.6,24.6,24.6,24.6,500
PHP,20200805,9.8,9.8,9.8,9.8,200
PLC,20200805,15.7,16.7,15.6,16.6,811198
PMC,20200805,65,65,59.2,61,700
PMP,20200805,9.5,9.5,9.5,9.5,200
