<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200309,9.4,9.4,9,9,35800
ABI,20200309,26,26,24.9,24.9,14800
ABR,20200309,31.6,31.6,31.6,31.6,7200
ACE,20200309,25,25,25,25,10
ACS,20200309,12.9,12.9,12.9,12.9,1600
ACV,20200309,59,60,54.7,56.4,163979
ADG,20200309,94.4,94.4,92,92,18100
ADP,20200309,17.5,17.5,17.5,17.5,1000
AFX,20200309,3.2,3.3,2.9,3,44800
AMS,20200309,7.2,7.2,5.9,7.2,100
ASD,20200309,3.9,3.9,3.9,3.9,400
ATB,20200309,0.6,0.6,0.6,0.6,124000
BAB,20200309,17.8,18,17.8,17.8,2400
BAL,20200309,8.5,8.5,8.3,8.3,1100
BBT,20200309,18.6,18.6,18.5,18.5,6100
BCM,20200309,24.1,24.2,21.1,23.3,15200
BDG,20200309,37.9,37.9,36.8,36.8,800
BDT,20200309,14.5,14.5,13.5,13.5,39700
BEL,20200309,10.2,10.2,9,9,4400
BLI,20200309,7.1,7.1,6.7,7.1,34300
BLT,20200309,15,15,15,15,1000
BMG,20200309,28,28,28,28,200
BMS,20200309,3.1,3.1,3.1,3.1,1500
BOT,20200309,55.2,55.4,55.2,55.4,30200
BSA,20200309,13,13,12.9,13,6700
BSL,20200309,10.8,10.8,10.8,10.8,2100
BSP,20200309,17,17,17,17,100
BSR,20200309,7.8,7.8,6.8,7,6939472
BTD,20200309,16.1,16.1,15,15.1,38400
BTN,20200309,3.3,3.3,3.3,3.3,100
BVG,20200309,1.4,1.4,1.2,1.4,12400
BVN,20200309,14.6,14.6,14.6,14.6,100
BWS,20200309,34,34.9,34,34.9,1100
C12,20200309,1.9,1.9,1.9,1.9,50000
C22,20200309,11.1,11.1,11.1,11.1,100
C4G,20200309,5.4,5.4,4.7,4.8,503200
CCA,20200309,9.5,10,8.1,8.5,3100
CCM,20200309,25.4,25.4,25.4,25.4,100
CDO,20200309,0.9,0.9,0.9,0.9,150320
CDP,20200309,8.5,9,8.5,9,1300
CEN,20200309,7,7,6.6,6.6,16900
CHS,20200309,6.2,6.7,6.1,6.7,2400
CI5,20200309,4,4.5,4,4.5,300
CKA,20200309,16,16,16,16,200
CKD,20200309,12.1,12.1,12.1,12.1,900
