<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FUCVREIT,20200108,6.5,6.5,6.5,6.5,50
VRC,20200108,11.8,11.8,11.8,11.8,6200
VRE,20200108,33.4,33.5,32.6,32.7,919210
VSC,20200108,27.25,27.25,26.1,26.6,80310
VSH,20200108,22.4,22.4,22.4,22.4,100
VSI,20200108,21.95,22,21.95,22,5550
VTB,20200108,16,16,14.3,14.3,440
VTO,20200108,7.31,7.45,7.31,7.45,6610
YBM,20200108,3.9,3.9,3.8,3.8,10590
YEG,20200108,38.1,38.1,36.3,36.5,147640
VFG,20200108,42.95,42.95,42.95,42.95,10
VGC,20200108,18,18.05,16.95,18,310830
VHC,20200108,40.6,41.7,40.2,40.45,268520
VHM,20200108,83,83.5,81,82.5,553690
VIC,20200108,114.5,114.7,113.6,114.3,468910
VID,20200108,3.98,4.19,3.98,4.05,8000
VIP,20200108,5,5,4.87,5,27860
VIS,20200108,23.8,23.8,23,23,4700
VJC,20200108,145.7,145.8,144,144.8,417200
VMD,20200108,23,23,23,23,1000
VND,20200108,14.1,14.15,13.8,14.1,233880
VNE,20200108,3.6,3.6,3.51,3.55,341310
VNG,20200108,19.3,19.3,18.65,19.15,324780
VNL,20200108,15.1,15.1,15.1,15.1,10
VNM,20200108,118.5,118.8,117.5,118.8,837710
VNS,20200108,11.5,11.9,11.4,11.6,35100
VOS,20200108,1.6,1.6,1.56,1.56,109930
VPB,20200108,20.15,20.35,19.9,20.1,2417600
VPD,20200108,15.8,16,15.7,15.7,10240
VPG,20200108,23,23,22.9,22.9,98120
VPH,20200108,4.12,4.12,3.96,3.96,12920
VPI,20200108,41.95,42.35,41.95,42.2,64030
VPK,20200108,1.9,1.9,1.9,1.9,20740
VPS,20200108,10.15,10.15,8.84,10.15,1920
TTF,20200108,2.59,2.64,2.52,2.59,623100
TV2,20200108,82,82,80.1,80.1,8700
TVB,20200108,13.65,13.7,13.55,13.65,114690
TVS,20200108,13.75,13.85,13.75,13.85,5030
TVT,20200108,22.6,22.6,22.2,22.6,6660
TYA,20200108,13.6,14.15,13.6,14.15,1250
UDC,20200108,4.04,4.04,4.04,4.04,3300
UIC,20200108,36.9,36.9,36.8,36.8,100
VAF,20200108,10.95,10.95,10.95,10.95,10
VCB,20200108,86.9,87.9,86.2,87,722280
VCI,20200108,28,28.6,28,28.6,2640
VDP,20200108,31.95,31.95,31.95,31.95,10
TEG,20200108,5.5,5.5,5.5,5.5,10
TGG,20200108,1.85,1.85,1.74,1.74,414870
THG,20200108,42.5,43,42.4,42.8,11380
THI,20200108,27.45,27.45,27.45,27.45,10
TIP,20200108,19.1,19.15,18.3,18.85,13050
TLD,20200108,4.52,4.52,4.1,4.37,138810
TLG,20200108,39.6,39.8,39.5,39.8,10200
TLH,20200108,4.5,4.7,4.33,4.33,545080
TMP,20200108,35.35,35.35,35.3,35.3,900
TMS,20200108,29,29,28.5,28.5,7030
TMT,20200108,5.47,5.87,5.47,5.87,1010
TN1,20200108,63.2,63.2,63.2,63.2,320
TNA,20200108,18.8,18.8,18.8,18.8,7820
TNC,20200108,15.45,17.7,15.45,17.7,120
TNI,20200108,10.2,10.25,10.1,10.15,336090
TNT,20200108,1.61,1.61,1.56,1.6,11790
TPB,20200108,21.2,21.2,20.9,20.9,102880
TPC,20200108,8.89,8.89,8.89,8.89,10
TRA,20200108,59.5,60.4,57,60.4,2710
TRC,20200108,31,32.9,31,32.9,580
TS4,20200108,3.97,3.99,3.73,3.73,750
TSC,20200108,2.77,2.83,2.65,2.65,639050
TTB,20200108,3.82,3.95,3.7,3.77,594480
SZC,20200108,17.5,17.6,16.7,16.85,482480
SZL,20200108,43.6,43.75,42,42.2,47560
TAC,20200108,24.8,24.8,24.2,24.2,230
TCB,20200108,22.8,23.05,22.6,22.75,1710390
TCH,20200108,34.15,34.3,34.05,34.2,783960
TCL,20200108,19.8,20.2,19.6,20,9060
TCM,20200108,20.6,20.95,20.4,20.65,393900
TCO,20200108,11.4,11.4,11.4,11.4,50
TCR,20200108,2.27,2.3,2.27,2.3,700
TDC,20200108,8.55,8.59,8.3,8.49,117560
TDG,20200108,1.78,1.78,1.74,1.74,124220
TDH,20200108,10.6,10.6,10.2,10.3,1491460
TDM,20200108,25.7,25.7,25,25.5,41060
SJD,20200108,17.4,17.4,17.1,17.2,33350
SJF,20200108,2.1,2.1,1.96,1.96,868860
SJS,20200108,16.5,16.5,15.9,16.3,450610
SKG,20200108,12.45,12.45,11.5,11.75,403360
SMB,20200108,37.5,37.5,36,36.7,78120
SMC,20200108,11.15,11.4,11.15,11.4,60
SPM,20200108,12.4,12.4,12.4,12.4,10
SRC,20200108,18,18.2,18,18,11830
SRF,20200108,14.2,14.5,14.2,14.2,780
SSC,20200108,56.3,56.4,54,54,30
SSI,20200108,18.05,18.1,17.55,17.75,2622960
ST8,20200108,17.95,17.95,17.95,17.95,10
STB,20200108,10.05,10.1,9.97,9.98,4490220
STG,20200108,14.55,15.9,14.55,14.9,40
STK,20200108,18,18,16.9,17.3,10830
SVC,20200108,41,41.5,40,41.5,7030
SVI,20200108,69,69,69,69,2000
SVT,20200108,7.93,7.93,7.93,7.93,100
REE,20200108,36.4,36.6,35.6,35.7,1276850
RIC,20200108,5.24,5.5,5.24,5.5,2000
ROS,20200108,15.1,15.5,14,14,5601910
S4A,20200108,26,26,26,26,20
SAB,20200108,224.5,224.5,222.6,223.2,30610
SAM,20200108,8.83,8.83,8.7,8.82,61020
SAV,20200108,9.68,9.68,9.68,9.68,10
SBA,20200108,15,15,14.8,14.8,8940
SBT,20200108,18.6,18.6,18.35,18.6,1228120
SBV,20200108,10.25,10.25,10.25,10.25,30
SC5,20200108,27.75,27.75,27.75,27.75,10
SCD,20200108,27.5,28.3,27.5,28.3,3240
SCR,20200108,5.71,5.75,5.44,5.48,3773750
SCS,20200108,120,122.4,120,120.5,16310
SFC,20200108,21.1,21.1,21,21,1970
SFG,20200108,6,6.08,5.96,5.99,35400
SFI,20200108,22.95,22.95,22.1,22.2,6190
SGN,20200108,83,85.4,83,84.2,13570
SGT,20200108,4.99,4.99,4.86,4.98,690
SHA,20200108,4.45,4.45,4.42,4.45,1990
