<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200331,8.2,8.2,7.9,7.9,4000
ABI,20200331,23,23.5,23,23.5,6400
ABR,20200331,29.1,29.1,29.1,29.1,300
ACE,20200331,23.2,23.2,23.2,23.2,100
ACS,20200331,10.3,10.3,7.7,7.7,1000
ACV,20200331,42.6,43.9,41.8,42.2,170345
ADG,20200331,92,92.9,92,92,2500
AFX,20200331,2.9,3,2.8,3,3100
AMS,20200331,6.8,6.8,6.8,6.8,200
ANT,20200331,9,9,9,9,100
ATB,20200331,0.5,0.5,0.5,0.5,36400
BAB,20200331,17.4,18,17.4,17.4,2600
BAL,20200331,12.7,12.7,10,12.3,300
BBT,20200331,17.9,20,17.9,20,620
BCM,20200331,16.4,17,16,16.6,5710
BDF,20200331,19.6,22.5,19.6,22.5,200
BDG,20200331,26.1,35,26.1,35,200
BDT,20200331,16.1,16.1,14.5,14.9,6300
BHK,20200331,9.7,9.7,9.7,9.7,100
BHP,20200331,3.4,4.3,3.4,4.3,400
BKH,20200331,31.3,31.3,31.3,31.3,100
BLI,20200331,6.4,6.4,6.4,6.4,900
BMF,20200331,13.9,14,13.8,13.8,2600
BOT,20200331,55.7,55.9,55.7,55.7,30800
BSA,20200331,13.1,13.1,12.8,12.8,3800
BSP,20200331,14.2,14.2,14.2,14.2,100
BSR,20200331,4.7,5.1,4.7,4.8,2202715
BTD,20200331,15.9,15.9,15.9,15.9,100
BTN,20200331,3.5,3.5,3.5,3.5,100
BVG,20200331,1.4,1.4,1.4,1.4,200
BWS,20200331,33.5,34,32.5,34,3600
C12,20200331,1.7,1.7,1.7,1.7,100
C21,20200331,19,19,19,19,1
C4G,20200331,3.8,3.8,3.5,3.6,165489
CAT,20200331,9.2,9.8,9.2,9.8,600
CCA,20200331,6.7,6.7,6.7,6.7,1000
CCM,20200331,21.9,21.9,21.9,21.9,100
CDO,20200331,0.7,0.7,0.7,0.7,37505
CDP,20200331,8.4,8.4,8.4,8.4,10
CEN,20200331,4.2,4.2,4.2,4.2,100
CHS,20200331,6.7,6.8,6,6,3000
CI5,20200331,3.7,4.7,3.7,4.7,600
CMT,20200331,6.4,6.4,5.8,5.8,75550
CNC,20200331,18,18,18,18,200
CT3,20200331,14.2,14.2,14.2,14.2,100
CTR,20200331,27.1,28.8,26.6,27.6,348005
DAR,20200331,8.2,8.2,8.2,8.2,1500
DCR,20200331,1.8,1.9,1.7,1.9,3800
DDN,20200331,9.9,9.9,9.9,9.9,100
DDV,20200331,5.4,6.7,5.4,6.7,16100
DNL,20200331,17.9,17.9,17.9,17.9,100
DNW,20200331,13.5,16.9,13.5,14.6,2300
DP1,20200331,12.8,12.8,11.4,11.4,200
DRI,20200331,3.6,3.6,3.5,3.5,73500
DSC,20200331,4.4,4.4,4.4,4.4,1000
DSP,20200331,13.9,14,12.6,14,1213
DTG,20200331,13.2,13.2,13.2,13.2,200
DVN,20200331,9.5,9.7,9.3,9.4,103800
EPH,20200331,6.7,6.7,6.7,6.7,700
