<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
A32,20200310,42,42,42,42,200
ABC,20200310,9,9.2,9,9.2,2750
ABI,20200310,26.9,27.9,25.4,25.5,2300
ABR,20200310,33,36.3,33,36.3,4100
ACV,20200310,55,57.6,55,57.3,144656
ADG,20200310,91.5,93,91,93,19300
AFX,20200310,2.8,3.3,2.8,3.1,9500
AMS,20200310,7.4,7.4,7.4,7.4,300
ANT,20200310,10.2,10.5,10.2,10.5,8600
ATB,20200310,0.6,0.6,0.5,0.6,13900
BAB,20200310,17.8,17.8,17.8,17.8,2600
BCM,20200310,21.5,25.4,21.5,24.9,5612
BDG,20200310,32.1,32.1,32.1,32.1,100
BDT,20200310,13.3,15,13.2,14.4,33400
BHK,20200310,11,11,11,11,100
BMF,20200310,18.2,18.2,18.2,18.2,100
BMS,20200310,3.5,3.5,3.5,3.5,100
BOT,20200310,55.3,55.5,55.2,55.3,30400
BPW,20200310,29.1,29.1,29.1,29.1,100
BSA,20200310,13,13,13,13,1000
BSP,20200310,17,17,17,17,500
BSQ,20200310,29,29,22,24,3100
BSR,20200310,6.5,7.3,6,7.2,2521792
BTD,20200310,13.7,15.5,13.7,15.5,5900
BTH,20200310,4.4,4.4,4.4,4.4,100
BUD,20200310,5,5,4.5,4.5,306
BVG,20200310,1.3,1.3,1.3,1.3,19900
BWS,20200310,38.6,38.6,38.6,38.6,1006
C4G,20200310,4.8,5,4.5,4.9,297810
CAT,20200310,12.3,12.3,12.3,12.3,800
CCA,20200310,8.5,10,8.5,10,4800
CCM,20200310,21.6,21.6,21.6,21.6,400
CDO,20200310,0.9,1,0.8,1,53000
CDP,20200310,8.5,8.5,8.5,8.5,1100
CEN,20200310,6,6.9,6,6.9,3600
CI5,20200310,4.4,4.4,4.4,4.4,100
CKA,20200310,16,16,16,16,200
CLX,20200310,11.6,12,11.6,12,10200
CMN,20200310,60,60,60,60,101
CMT,20200310,7.7,7.7,7,7.7,4900
CNN,20200310,28.5,28.5,28.5,28.5,100
CQT,20200310,1.7,1.7,1.7,1.7,2000
CTR,20200310,38,41.6,34,41,777452
DC1,20200310,9.2,9.3,9.2,9.3,2300
DFC,20200310,21.7,21.7,21.7,21.7,100
DND,20200310,25.5,25.5,25.5,25.5,102
DNL,20200310,14.1,14.1,14.1,14.1,100
DNW,20200310,13.4,13.8,13.4,13.8,200
DPP,20200310,17,17,17,17,509
DRI,20200310,4.6,4.8,4.5,4.7,56400
DSP,20200310,9.7,12.1,9.1,12,2000
DTC,20200310,10.2,10.2,10.2,10.2,100
DTG,20200310,14,14,14,14,1
DVN,20200310,11.5,11.9,11.5,11.7,90200
E29,20200310,14,14,14,14,100
EIN,20200310,4.3,4.3,4.3,4.3,100
EMS,20200310,38,38,38,38,110
EPH,20200310,7.2,7.2,7.2,7.2,100
EVF,20200310,6.5,7.3,6.3,7.1,203820
FOC,20200310,119.5,120,118.5,118.5,2100
FOX,20200310,46.6,46.6,46.6,46.6,100
G36,20200310,4.5,5.4,4.5,5.2,241077
GHC,20200310,30.5,30.5,30.3,30.3,300
GSM,20200310,7.5,9,7.5,8.1,5300
HAC,20200310,5,5,5,5,2041
HAM,20200310,24,24,24,24,10000
HD2,20200310,7.9,7.9,7.9,7.9,1500
HDM,20200310,15,15,14.1,14.1,4200
HEJ,20200310,19.3,19.3,19.3,19.3,100
HFC,20200310,5.3,5.3,5.3,5.3,100
HFS,20200310,11.2,11.2,11.2,11.2,9200
HFT,20200310,16.1,16.1,16.1,16.1,100
HIG,20200310,7.1,7.1,7,7,2500
HIZ,20200310,18.9,18.9,18.9,18.9,18400
HKP,20200310,7,7,7,7,500
HMS,20200310,21.9,21.9,21.9,21.9,100
HNA,20200310,9.5,12.7,9.5,12.7,600
HND,20200310,15,15.6,14.2,15.6,155100
HNE,20200310,11.4,11.4,11.4,11.4,3000
HNF,20200310,26,26,25.8,25.8,2800
HNI,20200310,35,35,35,35,500
HPB,20200310,15.5,15.5,15.5,15.5,100
HPI,20200310,14.8,14.8,14.8,14.8,1900
HRT,20200310,2.9,2.9,2.9,2.9,100
HSI,20200310,1.2,1.2,1.2,1.2,100
HTE,20200310,5.7,5.7,5.6,5.7,1100
HTG,20200310,19.9,19.9,19.9,19.9,5100
HTM,20200310,13.3,14,12.5,13.3,37401
HU4,20200310,5.8,5.8,5.8,5.8,14200
HUG,20200310,50,50,50,50,10000
ICC,20200310,43.2,43.2,43.2,43.2,100
ICF,20200310,2.3,2.3,1.7,2.2,710
ICN,20200310,63,63,63,63,100
IFS,20200310,18.2,18.2,18.2,18.2,100
ILA,20200310,2.3,2.5,2.3,2.5,40800
ILS,20200310,13.2,14.3,13.2,14.3,1100
ISH,20200310,13.5,14.5,13.5,14.5,600
IST,20200310,22,22,22,22,100
ITS,20200310,3,3,3,3,100
KDF,20200310,24.7,24.9,24.7,24.9,341
KHD,20200310,8.6,8.6,8.4,8.4,1300
KIP,20200310,12.5,12.5,12.5,12.5,100
L45,20200310,1.5,1.5,1.5,1.5,1000
LLM,20200310,18.5,21.6,18.5,21.6,800
LMI,20200310,10,10,10,10,5000
LPB,20200310,6.5,7.8,6.5,7.6,4247181
LTG,20200310,17,17,16.8,17,55000
MCH,20200310,66.2,66.5,66.2,66.2,6575
MFS,20200310,21,22.3,21,21.9,9800
MH3,20200310,32,34,32,34,5700
MKP,20200310,61.8,61.8,61.8,61.8,500
MML,20200310,50.3,50.9,43.1,50.9,6135
MPC,20200310,19.5,20.6,18.8,20.5,56253
MQN,20200310,40.9,40.9,36.2,37.5,2600
MRF,20200310,19.1,22.5,19.1,22.5,302
MSR,20200310,14.7,14.8,13.8,14.7,39906
MTA,20200310,1.2,1.2,1.1,1.1,72000
MVB,20200310,9.2,9.2,9.2,9.2,1100
NAW,20200310,4.5,4.5,4.5,4.5,100
NBE,20200310,7.7,7.7,7.7,7.7,100
NCP,20200310,7.7,7.7,7.1,7.2,10100
NCS,20200310,21,21,21,21,600
NDT,20200310,5.8,5.8,5.8,5.8,100
NMK,20200310,8.2,8.2,8,8,1300
NNG,20200310,8.3,8.3,7.9,7.9,2400
NQN,20200310,18.1,18.1,18.1,18.1,100
NTC,20200310,155,160,153.9,157.8,51479
OIL,20200310,6.3,6.7,5.5,6.7,341680
ORS,20200310,5.3,6.3,5.3,6.3,94200
PBC,20200310,19,19,18,19,900
PDV,20200310,2.8,2.8,2.8,2.8,100
PEC,20200310,6.8,9,6.8,9,3000
PFL,20200310,0.7,0.8,0.7,0.8,4400
PGV,20200310,10.3,10.3,10.2,10.2,3900
PHS,20200310,9.3,9.3,9.3,9.3,104
PMJ,20200310,13,13.2,13,13.2,1100
POB,20200310,12.8,12.8,12.8,12.8,100
PPH,20200310,16.4,16.4,15,15,20300
PPI,20200310,0.5,0.5,0.4,0.4,19600
PRO,20200310,4.2,4.2,4.2,4.2,100
PSL,20200310,17,17,17,17,130
PTH,20200310,11,11,11,11,6000
PTX,20200310,3.1,3.1,3.1,3.1,100
PVM,20200310,13,13,12,12,301
PVO,20200310,3.1,3.1,3.1,3.1,200
PVP,20200310,5.4,5.4,5.2,5.3,23600
PVV,20200310,0.5,0.5,0.4,0.4,69000
PWA,20200310,8.5,10.9,8.5,10.2,102610
PXL,20200310,7.5,7.8,7.4,7.8,125110
QNS,20200310,24.9,24.9,24.4,24.6,135580
QTP,20200310,11.5,12,11.4,12,20400
RCD,20200310,10.3,10.3,10.3,10.3,100
SAS,20200310,23,24.9,23,24.5,2200
SBD,20200310,7.7,7.7,7.7,7.7,200
SBS,20200310,0.9,1,0.9,1,90911
SD7,20200310,4,5,4,5,19200
SDP,20200310,1.3,1.4,1.3,1.4,3800
SDV,20200310,22.8,22.8,19.5,19.8,3800
SEA,20200310,14.4,14.4,14.4,14.4,14
SGP,20200310,5.6,5.7,5.5,5.7,44610
SGS,20200310,19.5,19.5,19.5,19.5,1
SID,20200310,11.2,11.5,10.9,11.5,1100
SIG,20200310,5.1,5.1,5.1,5.1,100
SIP,20200310,67,71.8,67,71.5,21395
SKH,20200310,20.9,21,20.1,21,13800
SKN,20200310,6.1,6.1,6.1,6.1,1000
SNZ,20200310,16.4,17.6,16.4,17.5,3800
SPC,20200310,14.5,14.5,14.5,14.5,100
SRB,20200310,0.7,0.8,0.7,0.8,110500
SSN,20200310,3.2,3.6,2.9,3.5,56050
STV,20200310,11,11,11,11,200
SWC,20200310,13,13.1,13,13.1,1700
SZE,20200310,9.5,9.5,9.5,9.5,149
TA6,20200310,4.9,4.9,4.9,4.9,100
TCW,20200310,17,18,17,18,2400
TDS,20200310,12,12,12,12,1000
THP,20200310,17,17,17,17,600
TID,20200310,14.6,17,14.6,17,14700
TNB,20200310,11.2,11.2,11.2,11.2,6400
TND,20200310,10.5,10.6,10.4,10.5,43700
TNW,20200310,11,11,11,11,100
TOP,20200310,0.5,0.6,0.5,0.6,181600
TTD,20200310,51.7,51.7,51.7,51.7,400
TTN,20200310,7.6,8.1,7.6,8,25217
TTP,20200310,23.1,23.1,23.1,23.1,100
TVH,20200310,19.4,19.4,19.4,19.4,100
TVN,20200310,6,6.1,6,6.1,1000
UDJ,20200310,7.9,8.2,7.7,7.9,10702
VBB,20200310,15.8,16.5,15.8,16.5,13600
VCA,20200310,10.5,11,10.5,10.8,5200
VCP,20200310,50.5,50.5,50.5,50.5,100
VCW,20200310,29,29,29,29,100
VCX,20200310,2.9,2.9,2.9,2.9,5500
