<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200117,9.7,9.7,9.7,9.7,3030
ACV,20200117,69.8,70,69.7,70,7900
ADG,20200117,89.9,90.1,89.5,89.5,8500
AFX,20200117,3.3,3.3,3.3,3.3,100
AGP,20200117,15.1,20,15.1,20,600
ALV,20200117,2.7,2.7,2.6,2.6,49250
AMS,20200117,7.4,7.4,7.4,7.4,100
ANT,20200117,11.2,11.5,10.4,10.4,33000
ASA,20200117,1.5,1.6,1.5,1.6,122900
ATA,20200117,0.3,0.3,0.3,0.3,2110
ATB,20200117,0.8,0.8,0.8,0.8,100
AVF,20200117,0.4,0.5,0.4,0.4,361400
BAB,20200117,18.2,18.2,18.2,18.2,3400
BBT,20200117,20.6,20.7,20.6,20.7,200
BCM,20200117,28.8,29.2,28.2,29.1,8200
BDG,20200117,36,36,36,36,900
BDT,20200117,12.5,12.5,12.5,12.5,3300
BEL,20200117,10.4,10.4,10.4,10.4,200
BGW,20200117,13.8,13.8,13.8,13.8,100
BMF,20200117,21,21,21,21,700
BOT,20200117,55.7,55.9,55.6,55.6,30100
BSA,20200117,12.9,12.9,12.9,12.9,1000
BSP,20200117,18.9,18.9,18.8,18.8,1900
BSQ,20200117,25,25,25,25,12000
BSR,20200117,7.4,7.5,7.2,7.3,1181300
BTD,20200117,16.3,16.3,16.3,16.3,100
BUD,20200117,5.1,5.1,5.1,5.1,200
C12,20200117,2.1,2.1,2,2,2700
C21,20200117,25.5,25.5,25.5,25.5,10
C4G,20200117,5.8,5.8,5.6,5.7,86622
CAD,20200117,0.2,0.3,0.2,0.3,300
CAT,20200117,9.2,9.2,9.1,9.2,1800
CC1,20200117,18.2,18.4,18.2,18.2,1902
CCA,20200117,5.8,6.2,5.8,6.2,2400
CDO,20200117,1,1.1,1,1,85600
CEN,20200117,12,12,11.4,12,4100
CLX,20200117,12.9,12.9,12.7,12.7,500
CMI,20200117,2,2.4,2,2,23100
CMT,20200117,7.8,7.8,7.8,7.8,8000
CNC,20200117,19,19,19,19,100
CNT,20200117,5.9,5.9,5,5,3100
CPI,20200117,1,1,1,1,2100
CTR,20200117,44.1,45.8,44.1,45.5,334146
DAS,20200117,7,7,7,7,100
DC1,20200117,8.6,8.9,7.9,8.9,2100
DCF,20200117,9.8,9.8,9.8,9.8,4000
DCS,20200117,0.3,0.4,0.3,0.3,101100
DGT,20200117,101,101,101,101,100
DNW,20200117,18.9,19.4,18.9,19.4,900
DRI,20200117,5.8,5.8,5.7,5.8,29900
DSP,20200117,14.9,14.9,14.9,14.9,100
DTI,20200117,10,10,10,10,100
DVN,20200117,10.2,10.2,9.9,9.9,2640
EIN,20200117,4.9,4.9,4.9,4.9,11800
EMS,20200117,39,39,38,38,851
EVF,20200117,6.4,6.6,6.3,6.6,94035
FRM,20200117,12.7,12.7,12.7,12.7,5
G20,20200117,0.4,0.4,0.3,0.3,2100
G36,20200117,4.5,4.5,4.4,4.5,4719
GGG,20200117,1.7,1.8,1.7,1.8,11700
GND,20200117,24.1,24.1,24.1,24.1,100
GTS,20200117,14.4,14.4,14.4,14.4,5
GTT,20200117,0.3,0.3,0.3,0.3,10050
GVR,20200117,11.2,11.7,11.1,11.4,355706
HAC,20200117,5.1,5.1,4.8,4.8,900
HD2,20200117,6.3,6.3,6.3,6.3,500
HDP,20200117,9.5,9.5,9.5,9.5,5
HEJ,20200117,24,31,24,31,4700
HJC,20200117,5.7,5.7,5.7,5.7,1000
HLA,20200117,0.2,0.2,0.2,0.2,9500
HND,20200117,13.4,14.4,13.4,14.1,146300
HNF,20200117,35.3,35.3,35.3,35.3,100
HPP,20200117,32,32,32,32,1100
HRB,20200117,22,22,22,22,100
HRT,20200117,4.4,4.4,3.4,3.4,200
HTG,20200117,21.3,21.3,21.3,21.3,4400
HTM,20200117,18.8,19.5,18.2,19.4,31919
HTU,20200117,8,8,7.9,8,19300
HU4,20200117,5.6,5.6,4.8,4.9,1800
ICC,20200117,44.4,44.4,42,42,400
ILA,20200117,2.9,3.2,2.8,2.9,9900
ILS,20200117,14.5,14.5,14.5,14.5,1500
IN4,20200117,91.8,91.8,91.8,91.8,49000
