<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200619,10.3,10.3,10.3,10.3,100
ABI,20200619,28.4,29.7,27.7,29.7,25810
ABR,20200619,27.4,27.4,23.6,23.6,200
ACS,20200619,11.6,11.6,11.2,11.2,200
ACV,20200619,62.4,63.5,62.2,62.9,193336
ADG,20200619,102.7,103.6,102.7,103.5,17600
ADP,20200619,16.5,16.5,16.5,16.5,2000
AFX,20200619,4.5,4.7,4.4,4.6,52600
AGF,20200619,2.9,2.9,2.9,2.9,10
AGX,20200619,27,27,27,27,200
ALV,20200619,2,2,2,2,100
AMS,20200619,7,7,7,7,2100
ANT,20200619,10.7,10.7,10.7,10.7,1100
APF,20200619,29,29,29,29,7800
APT,20200619,4.3,4.3,4.3,4.3,88
ASA,20200619,1.1,1.2,1.1,1.2,75550
ATA,20200619,0.3,0.3,0.2,0.3,110120
ATB,20200619,0.7,0.7,0.6,0.7,102500
AVF,20200619,0.4,0.5,0.4,0.5,89610
B82,20200619,0.4,0.4,0.4,0.4,1000
BAB,20200619,18.2,18.2,18.2,18.2,2600
BBT,20200619,19.3,19.3,19.3,19.3,200
BCM,20200619,26.2,26.7,26.2,26.5,6903
BDT,20200619,16.5,17.2,16.5,17.2,800
BHC,20200619,2.5,2.5,2.5,2.5,10
BLI,20200619,6.7,7.1,6.7,7.1,3730
BOT,20200619,51.3,51.7,51,51.3,30100
BPW,20200619,25.2,25.2,25.2,25.2,100
BRR,20200619,9,9,9,9,6700
BSA,20200619,13,13,12,12,12410
BSP,20200619,17,17,17,17,10500
BSR,20200619,7.1,7.5,7.1,7.4,6588753
BTD,20200619,22.1,22.1,22.1,22.1,100
BTN,20200619,2.7,2.7,2.7,2.7,100
BUD,20200619,5.7,5.7,5.7,5.7,100
BXT,20200619,10.6,10.6,10.6,10.6,31800
C4G,20200619,6.9,7,6.8,6.9,253833
CAD,20200619,0.4,0.4,0.4,0.4,1460
CAT,20200619,9.7,9.9,9.7,9.9,7700
CC4,20200619,10.3,10.3,10.3,10.3,5000
CCA,20200619,7.6,7.7,7.6,7.7,7000
CDO,20200619,1,1,0.9,0.9,50987
CEN,20200619,6.3,6.8,6.3,6.4,9400
CHS,20200619,8.2,8.2,8.2,8.2,700
CKA,20200619,17,17,17,17,300
CLX,20200619,11.9,13,11.9,12.9,2900
CMD,20200619,10,10,10,10,60
CMI,20200619,1.2,1.2,1.2,1.2,1300
CMT,20200619,6.5,6.5,6.5,6.5,10
CNC,20200619,19,19,18.5,18.5,1100
CNT,20200619,6.4,6.4,6.4,6.4,115
CT3,20200619,9,9,9,9,500
CTA,20200619,0.2,0.2,0.2,0.2,20000
CTR,20200619,44,45,43.5,45,291452
CYC,20200619,0.8,0.8,0.8,0.8,2910
DCS,20200619,0.4,0.5,0.4,0.5,1671482
DCT,20200619,0.6,0.7,0.6,0.7,12567
DDM,20200619,0.5,0.5,0.4,0.4,3608
DDN,20200619,10.8,10.8,10.8,10.8,100
