<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200427,9.7,9.7,9.5,9.6,7000
ABI,20200427,24,24.4,23.9,24,6800
ABR,20200427,31,31,31,31,200
ACS,20200427,10.1,10.1,10.1,10.1,1200
ACV,20200427,60.9,60.9,58.4,58.5,145426
ADG,20200427,93.6,95,93.6,94,8200
AFX,20200427,4.5,4.5,4,4.3,84540
AGP,20200427,17,17,17,17,100
AMS,20200427,6.9,6.9,6.9,6.9,400
ANT,20200427,9,10,9,10,14000
APF,20200427,25,26,24.5,26,4000
ATB,20200427,0.5,0.5,0.5,0.5,1500
BAB,20200427,17.9,17.9,17.9,17.9,2400
BCM,20200427,22,23.5,21.3,23.4,122100
BDG,20200427,29.5,29.9,29.4,29.9,4300
BDT,20200427,18.1,18.1,18,18.1,4900
BDW,20200427,13.5,13.5,13.5,13.5,100
BHK,20200427,12.8,12.8,12.8,12.8,300
BHP,20200427,9.7,9.7,9.5,9.5,1100
BLI,20200427,6.4,6.4,6.4,6.4,90
BMF,20200427,15.1,15.1,15.1,15.1,100
BOT,20200427,54.3,54.3,53.5,53.5,26900
BRR,20200427,7.7,7.7,7.7,7.7,100
BSA,20200427,14,14,14,14,8900
BSL,20200427,11.4,11.4,11.4,11.4,100
BSP,20200427,15.4,15.4,14.5,14.5,3627
BSQ,20200427,20.4,21.5,20.4,21.5,13000
BSR,20200427,6.1,6.1,5.7,5.8,2424175
BTN,20200427,3.9,3.9,3.9,3.9,100
BUD,20200427,4.8,4.8,4.8,4.8,1000
BVG,20200427,1.2,1.3,1.2,1.3,2100
BWA,20200427,4.7,4.7,4.7,4.7,3800
BWS,20200427,36.8,36.9,36.8,36.8,3892
C21,20200427,24.3,24.3,24.3,24.3,100
C4G,20200427,5.4,5.5,5.3,5.4,312710
CCM,20200427,20.6,20.6,20.6,20.6,100
CDO,20200427,0.9,0.9,0.9,0.9,3440
CEN,20200427,5,5,5,5,5700
CGV,20200427,2,2.3,2,2.3,600
CHS,20200427,6.6,8.6,6.6,7.7,1100
CI5,20200427,3.2,3.3,3.2,3.3,1300
CID,20200427,3.5,3.5,3.5,3.5,400
CKD,20200427,15,15,15,15,1000
CLX,20200427,11.3,11.3,11.3,11.3,1000
CMT,20200427,6.6,6.8,6.5,6.5,5110
CNC,20200427,19.1,19.1,19,19,700
CTR,20200427,39.8,39.9,38.5,39,356697
DAR,20200427,8,8,6,6,1000
DCR,20200427,1.9,1.9,1.9,1.9,2100
DDV,20200427,5.7,5.7,5.7,5.7,1690
DNA,20200427,19.6,19.6,19.6,19.6,100
DNW,20200427,15.5,18,14.2,17,15200
DOP,20200427,12.5,12.5,12.5,12.5,100
DP1,20200427,14.1,14.1,14.1,14.1,100
DPH,20200427,24,24,24,24,100
DRI,20200427,4.2,4.4,4,4.1,203728
DVN,20200427,10.9,10.9,10.6,10.8,123862
E29,20200427,13.1,13.1,13.1,13.1,5000
EIC,20200427,10.1,10.1,9,9,600
EIN,20200427,3.8,3.8,3.8,3.8,104
EVF,20200427,7.3,7.3,7,7.2,29862
FOC,20200427,130,130,126,126,2910
FOX,20200427,46.1,47,46,47,24900
G36,20200427,5,5.4,4.9,5.2,870900
GND,20200427,21.6,23.7,21.6,23.7,1300
GSM,20200427,8.5,8.5,8.5,8.5,100
GTD,20200427,35.6,35.6,35.6,35.6,100
GTH,20200427,4.8,4.8,4.8,4.8,276
GVT,20200427,36.5,37,36.5,37,30200
HAC,20200427,4.6,5,4.6,4.8,18439
HAF,20200427,24.2,24.2,18.9,18.9,200
HBD,20200427,16.5,16.5,16.5,16.5,220
HC3,20200427,27.6,27.6,26,26.5,3000
HD8,20200427,5.6,5.6,5.6,5.6,100
HDM,20200427,15.5,15.5,15.5,15.5,600
HEJ,20200427,17.7,17.7,17.7,17.7,100
HEM,20200427,13.9,13.9,13.9,13.9,300
HIG,20200427,8,8,8,8,1500
HIZ,20200427,23,30.7,22.9,22.9,5700
HMS,20200427,23,23,23,23,100
HNB,20200427,7.2,7.2,7.2,7.2,100
