<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
A32,20200706,26.1,26.1,26,26,3000
ABC,20200706,10.8,10.9,10.6,10.6,15100
ABI,20200706,28.6,28.6,28.5,28.6,22400
ACV,20200706,59.2,59.6,58.5,59.4,157830
ADG,20200706,106.3,107,106.3,106.8,13400
ADP,20200706,18.5,19,17.5,19,14000
AFX,20200706,5,5.1,5,5,14400
AGP,20200706,17,17,17,17,200
AMS,20200706,7.5,7.6,7.5,7.5,25100
ATB,20200706,0.7,0.7,0.7,0.7,3600
BAB,20200706,18.3,18.3,18,18.3,2500
BCM,20200706,26.5,26.8,26.4,26.8,22300
BCP,20200706,11.5,11.5,11.5,11.5,36
BDG,20200706,27.8,28,27.8,28,19000
BDT,20200706,17.7,17.7,16.6,16.8,42800
BEL,20200706,11.5,11.5,11.5,11.5,100
BHK,20200706,12.5,12.5,12.5,12.5,500
BHP,20200706,5.7,5.7,5.7,5.7,100
BMJ,20200706,19,19,19,19,1
BOT,20200706,51,51.2,50.5,51.2,28400
BRR,20200706,9.1,9.1,9.1,9.1,100
BSA,20200706,12,12,12,12,100
BSL,20200706,11.9,11.9,11,11,7300
BSP,20200706,18,18,18,18,5000
BSQ,20200706,21,21,21,21,100
BSR,20200706,7,7.1,6.9,7.1,1825917
BTD,20200706,22,22,22,22,500
BUD,20200706,5.1,5.1,5.1,5.1,1000
C21,20200706,21,21,21,21,22700
C4G,20200706,7.1,7.3,7.1,7.3,387100
CAT,20200706,10.1,10.2,10.1,10.2,10000
CBI,20200706,2.9,2.9,2.9,2.9,300
CCM,20200706,50.6,50.6,50.6,50.6,160
CCR,20200706,12,12,12,12,300
CDO,20200706,0.9,0.9,0.9,0.9,4200
CDP,20200706,8.9,8.9,8.8,8.8,5000
CEN,20200706,6.1,6.1,6,6,500
CHS,20200706,8.6,8.6,8.6,8.6,200
CI5,20200706,4.4,4.4,4.4,4.4,100
CKA,20200706,18.5,18.5,18.5,18.5,500
CLX,20200706,12.3,12.3,12.3,12.3,2005
CMT,20200706,6.5,6.5,6.5,6.5,100
CT6,20200706,3.4,3.4,3.4,3.4,100
CTR,20200706,46.5,47.7,39.6,47,434051
CTW,20200706,10.3,10.3,10.3,10.3,1100
DAC,20200706,2.9,2.9,2.9,2.9,100
DDN,20200706,10.2,10.3,10.2,10.3,1000
DHD,20200706,21,21,21,21,300
DNE,20200706,10.6,10.6,10.6,10.6,1900
DNW,20200706,16.5,17.2,16,17.2,1400
DPH,20200706,22.5,22.5,22.5,22.5,700
DRI,20200706,4.3,4.4,4.1,4.3,120520
DSC,20200706,7.8,7.8,7.4,7.4,200
DSP,20200706,10.4,10.4,10.4,10.4,500
DSV,20200706,12,12,12,12,1982
DTK,20200706,8.5,8.5,8.5,8.5,100
DVN,20200706,11.1,11.1,10.9,11,228632
E29,20200706,11.8,11.8,11.8,11.8,100
EMS,20200706,42.1,42.1,41,41,500
EVF,20200706,6.5,6.8,6.5,6.7,59600
FIC,20200706,9.6,9.6,9.6,9.6,100
FOX,20200706,49.3,49.8,49.2,49.8,6420
FT1,20200706,29,29,29,29,600
G36,20200706,6.3,6.3,5.8,6.1,678100
GCB,20200706,6.5,6.5,6.5,6.5,200
GHC,20200706,32,32.5,27.7,32.1,5000
GSM,20200706,8.5,8.5,8.5,8.5,400
GTS,20200706,9.1,9.1,9.1,9.1,1
HAC,20200706,4.9,5,4.7,5,1418
HCB,20200706,20.4,20.4,18,18,306
HCI,20200706,32.6,32.6,32.6,32.6,400
HD2,20200706,5,5.2,4.9,5.2,8700
HDP,20200706,9.5,10,9.5,10,1200
HDW,20200706,12.1,12.1,12.1,12.1,500
HEJ,20200706,19,19.5,19,19.5,4500
HEM,20200706,13.1,13.1,13.1,13.1,100
HEP,20200706,8,10,8,10,300
HFC,20200706,9.8,9.8,9.8,9.8,10
HIG,20200706,7.1,7.1,7.1,7.1,500
HMS,20200706,18.9,18.9,18.9,18.9,200
HNA,20200706,10.1,10.1,10,10,400
HND,20200706,17.6,18,17.5,18,151933
HNE,20200706,7,7,6.7,6.8,900
HPB,20200706,17.2,17.2,17,17,200
HPD,20200706,14.5,14.5,14.5,14.5,3500
HPT,20200706,11.3,11.3,11.3,11.3,100
HRT,20200706,2.6,2.6,2.6,2.6,100
HSI,20200706,1,1,0.9,1,45600
HSP,20200706,12.8,12.8,12,12,700
HTE,20200706,5.3,5.5,5.3,5.5,4260
HTG,20200706,20.9,21,20.9,20.9,6600
HTM,20200706,11.5,11.7,11.3,11.3,18100
HU6,20200706,7,7,7,7,100
HUG,20200706,41.6,41.6,41.6,41.6,500
HWS,20200706,11,11,11,11,1700
ICC,20200706,35.7,35.7,31,31.8,2400
ICF,20200706,1.1,1.1,1.1,1.1,100
ILA,20200706,2.5,2.6,2.5,2.6,9320
IPA,20200706,12,12,12,12,10
ISH,20200706,14.5,15,14.5,15,200
ITS,20200706,3.6,3.6,3.6,3.6,1004
KDF,20200706,30.1,30.3,29.7,30.2,9100
KHD,20200706,8.4,8.6,8.4,8.6,4687
KLB,20200706,9.5,9.6,9.5,9.5,7311
LKW,20200706,23.1,23.5,22.5,23.5,2800
LPB,20200706,8.2,8.6,8.2,8.6,4032779
LTG,20200706,20.5,20.5,19.4,19.5,93271
M10,20200706,16.8,16.9,16.8,16.9,7600
MA1,20200706,30,30,30,30,500
MCH,20200706,69.1,71.1,69.1,71,34191
MEC,20200706,1.1,1.1,1.1,1.1,121900
MFS,20200706,25.8,26.2,25.8,26.2,20700
MH3,20200706,43,44.9,43,43.9,7510
MIG,20200706,9.6,9.8,9.6,9.7,55810
MLS,20200706,23,23,22.7,23,6400
MML,20200706,48.5,49.4,48.4,48.6,21730
MPC,20200706,26.3,26.3,26,26.1,72333
MQN,20200706,44.5,44.5,44.2,44.2,300
MSR,20200706,15.2,15.3,15,15.1,28127
MTA,20200706,3.8,4.2,3.8,3.8,12700
MTG,20200706,2.9,2.9,2.9,2.9,100
ND2,20200706,24.8,24.8,24.8,24.8,700
NHT,20200706,24,24,23.7,23.7,8000
NNG,20200706,9.5,9.7,9.5,9.7,4100
NTC,20200706,191,192.9,162.2,190.5,17130
NTW,20200706,18.1,18.1,18,18,1333
NUE,20200706,8.1,8.1,7.2,7.2,2100
OIL,20200706,8,8.2,8,8.2,508626
ORS,20200706,7,7.1,7,7.1,4800
PBC,20200706,27.2,27.2,27.2,27.2,100
PCC,20200706,24.4,24.4,24.4,24.4,100
PDV,20200706,2.8,2.8,2.8,2.8,100
PFL,20200706,0.8,0.8,0.8,0.8,1500
PHS,20200706,8.3,8.3,8.3,8.3,10
POS,20200706,8.2,8.2,8.2,8.2,100
PPH,20200706,17.5,18.3,17.5,17.9,33800
PPI,20200706,0.6,0.7,0.6,0.7,114300
PSB,20200706,6,6,6,6,1140
PSL,20200706,22.5,22.5,22.1,22.5,1100
PSP,20200706,5.1,5.1,5.1,5.1,2200
PTP,20200706,10.3,10.3,10.3,10.3,33
PTT,20200706,4.6,4.6,4.6,4.6,200
PVO,20200706,2.8,2.8,2.8,2.8,100
PVP,20200706,6.3,6.3,6.3,6.3,11200
PVV,20200706,0.6,0.7,0.6,0.7,36917
PWA,20200706,8.7,8.8,8.7,8.8,32550
PXL,20200706,10.7,11,10.7,11,301020
QCC,20200706,7.5,7.5,7.5,7.5,100
QHW,20200706,13.1,13.1,13.1,13.1,100
QNS,20200706,30,31.5,25.6,30.7,413867
QSP,20200706,17,17,17,17,100
QTP,20200706,11.9,11.9,11.6,11.7,13500
RAT,20200706,13.6,13.6,13.6,13.6,300
RTB,20200706,11.2,11.2,11.2,11.2,600
RTS,20200706,21,21,21,21,900
SAC,20200706,8.1,8.1,8.1,8.1,200
SAS,20200706,25.5,26,25.4,25.5,11954
SBD,20200706,8.8,8.8,8.8,8.8,10000
SBS,20200706,1.2,1.3,1.2,1.2,197400
SCL,20200706,4,4,3.5,4,10200
SD7,20200706,2.8,2.8,2.8,2.8,100
SDD,20200706,2.1,2.1,2,2,50300
SDP,20200706,1.4,1.4,1.3,1.3,83100
SEA,20200706,24.1,26,24.1,26,24600
SGP,20200706,6.4,6.4,6.3,6.3,1200
SGS,20200706,16.2,17,16.2,17,2020
SHC,20200706,6.9,6.9,5.9,5.9,600
