<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VOS,20200212,1.59,1.67,1.59,1.63,33720
VPB,20200212,25.9,26.85,25.7,25.85,6169610
VPD,20200212,16.4,16.4,15.9,15.9,1010
VPG,20200212,22.9,23.1,22.8,23,105800
VPH,20200212,4,4.09,3.95,4.07,12800
VPI,20200212,42.3,42.45,42.2,42.4,244300
VPS,20200212,10.45,10.45,10.45,10.45,4920
VRC,20200212,6.05,6.05,5.65,5.9,193200
VRE,20200212,31.85,31.85,31.25,31.25,982950
VSC,20200212,25.4,25.85,25.15,25.4,190620
VSH,20200212,21,21.4,21,21.2,10630
VSI,20200212,22.9,22.9,22.9,22.9,160
VTB,20200212,13.5,14,13.5,14,1460
VTO,20200212,7.59,7.6,7.59,7.6,4100
YBM,20200212,4,4,3.75,3.8,2490
YEG,20200212,42.9,42.9,42.9,42.9,3080
VNL,20200212,13.45,15.35,13.45,15.35,660
VNM,20200212,108,108,107.2,107.2,838170
VNS,20200212,9.45,9.69,9.4,9.45,8300
VFG,20200212,41.2,43.9,41.2,41.5,4630
VGC,20200212,17.5,17.75,17.45,17.6,154960
VHC,20200212,32.5,34.75,32.5,34.75,330090
VHM,20200212,86.7,86.7,86.2,86.5,395320
VIC,20200212,113.4,113.4,112,112,452790
VIP,20200212,5.05,5.14,5.04,5.12,38170
VJC,20200212,129.1,129.2,128.4,129.2,372700
VND,20200212,14,14.3,13.95,14.3,313910
VNE,20200212,3.56,3.65,3.56,3.56,236670
VNG,20200212,18.9,18.95,18.85,18.95,308090
TVB,20200212,16.25,16.75,15.95,16.75,218620
TVT,20200212,23.95,23.95,23.8,23.8,330
TYA,20200212,14.1,14.2,13.9,14.2,17100
UDC,20200212,4.54,4.54,4.25,4.25,20
UIC,20200212,39.2,39.95,37.85,39.95,1490
VCB,20200212,89.8,89.8,89.1,89.4,609750
VCF,20200212,203.9,203.9,203.9,203.9,50
VCI,20200212,26.5,27.4,26.45,27.35,55830
VDP,20200212,31.5,31.5,30.9,30.9,1640
VDS,20200212,7.4,7.4,7.4,7.4,10
TMP,20200212,36.8,36.8,36.8,36.8,50
TMS,20200212,30,30,29.45,29.45,5120
TMT,20200212,5.2,5.5,5.2,5.3,15820
TN1,20200212,65,65,64.8,65,620
TNA,20200212,18.2,18.6,17.7,17.7,122880
TNC,20200212,11.25,12.8,11.25,12.8,1010
TNI,20200212,10.3,10.35,10.15,10.25,619260
TNT,20200212,1.53,1.53,1.48,1.52,85450
TPB,20200212,21,21.2,21,21.05,90120
TPC,20200212,8.64,9.91,8.64,8.71,790
TRA,20200212,59,59,57,57,4090
TRC,20200212,30.5,30.5,29.35,29.35,140
TS4,20200212,3.24,3.24,3.05,3.05,60
TSC,20200212,2.16,2.23,2.1,2.2,506760
TTB,20200212,3.45,3.48,3.37,3.48,587630
TTE,20200212,11.75,13.4,11.75,13.4,20
TTF,20200212,2.42,2.62,2.42,2.58,417960
TV2,20200212,73,74.9,72.7,74.8,10840
TCB,20200212,22.3,22.95,22.2,22.65,3157240
TCD,20200212,9.87,10.3,9.87,10.3,2300
TCH,20200212,44.8,45.15,44.8,45.1,660560
TCL,20200212,19.8,19.8,18.6,19.3,30620
TCM,20200212,20,21,20,21,1308060
TCO,20200212,10.55,11.25,10.55,11.25,280
TCR,20200212,3.49,3.49,3.32,3.32,11040
TCT,20200212,42.7,42.9,40.6,42.9,980
TDC,20200212,8.24,8.25,8.19,8.25,55470
TDG,20200212,1.81,1.82,1.78,1.81,292920
TDH,20200212,9.78,9.87,9.75,9.87,694230
TDM,20200212,23.3,23.7,23,23.1,485180
TDW,20200212,25.75,25.75,25.75,25.75,20
TEG,20200212,4.8,5.1,4.8,5.1,900
TGG,20200212,1.47,1.47,1.41,1.45,189280
THG,20200212,45.7,45.7,45,45.5,5790
THI,20200212,27.8,27.8,27.8,27.8,20
TIP,20200212,16.4,17.15,16.4,16.6,36400
TIX,20200212,27.8,27.8,26.4,26.4,100
TLD,20200212,4.38,4.38,4.35,4.35,121850
TLG,20200212,38.8,39.4,37.8,37.8,138170
TLH,20200212,3.41,3.44,3.4,3.43,85830
SSC,20200212,41.45,44.45,41.45,44.45,70
SSI,20200212,17.5,17.8,17.5,17.8,2789960
STB,20200212,11.4,11.8,11.4,11.55,14679180
STG,20200212,15.6,17,15.6,17,20
STK,20200212,17.55,17.75,17,17.4,458030
SVC,20200212,40.7,41.2,40.5,41.2,1200
SVI,20200212,64.3,64.3,59.6,59.8,550
SZC,20200212,16,16.65,15.8,16.65,336460
SZL,20200212,36.5,38.8,36.4,38.5,42230
SGT,20200212,4.71,5.02,4.71,5.02,3310
SHA,20200212,4.35,4.35,4.34,4.34,1120
SHI,20200212,8.75,8.85,8.6,8.6,790720
SHP,20200212,22.1,22.45,22.05,22.45,1510
SII,20200212,15.2,15.2,15.2,15.2,160
SJD,20200212,17.55,17.55,17.45,17.5,16140
SJF,20200212,1.68,1.73,1.67,1.72,301450
SJS,20200212,17.9,18.8,17.9,18.4,73310
SKG,20200212,11.5,11.5,11.25,11.35,134950
SMB,20200212,32.2,32.2,32,32,83810
SMC,20200212,11.2,11.75,11.2,11.6,104800
SPM,20200212,11.85,12.5,11.85,12.5,1210
SRC,20200212,19.85,19.85,19.85,19.85,70
SRF,20200212,14.05,14.05,14.05,14.05,10
POW,20200212,9.94,10.55,9.9,10.55,3050250
PPC,20200212,26.2,26.7,26,26.6,171840
PTB,20200212,67.9,68.8,67.9,68.6,26530
PTC,20200212,5,5,4.69,4.73,3010
PTL,20200212,3.65,3.88,3.61,3.88,22890
PVD,20200212,13.35,13.7,13.35,13.55,3214200
