<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAA,20200717,12.55,13.1,12.55,12.85,4674160
AAM,20200717,11.1,11.65,11.1,11.1,360
ABS,20200717,12.2,12.5,12,12.25,98820
ACC,20200717,16.5,16.5,16.4,16.4,1830
ACL,20200717,33.35,33.35,31.8,32,335000
ADS,20200717,12,12,11.5,11.6,178740
AGG,20200717,26.7,26.8,26,26.6,291540
AGM,20200717,12.65,13.4,12.65,13.4,30880
AGR,20200717,3.5,3.59,3.5,3.58,148560
AMD,20200717,3.14,3.18,3.1,3.1,2493820
ANV,20200717,17.55,17.6,17.3,17.6,146450
APC,20200717,21.15,21.3,20.6,21.15,19250
APG,20200717,10.2,10.75,10.2,10.75,1178960
ASM,20200717,5.68,5.7,5.6,5.64,1432160
ASP,20200717,5.3,5.39,5.3,5.39,11650
AST,20200717,51.1,51.1,50.6,50.8,55000
ATG,20200717,0.84,0.84,0.8,0.82,65820
BBC,20200717,47.8,47.8,47.7,47.8,1800
BCE,20200717,8.14,8.18,8.11,8.18,66480
BCG,20200717,7.6,7.6,7.4,7.4,492640
BFC,20200717,12,12.6,11.95,12.5,927160
BHN,20200717,52.6,52.6,52.5,52.5,520
BIC,20200717,18.95,19,18.8,19,52180
BID,20200717,41.4,41.85,41.4,41.6,1343600
BMC,20200717,10.9,11.1,10.9,10.9,2880
BMI,20200717,21.7,21.7,21.5,21.55,133820
BMP,20200717,53.5,53.9,53,53.5,78260
BRC,20200717,10.9,10.9,10.9,10.9,200
BSI,20200717,8.25,8.38,8.2,8.38,12570
BTP,20200717,14.7,14.7,14.45,14.7,66750
BTT,20200717,38,38.5,36.8,38,9530
BVH,20200717,48,48.9,47.65,48.35,641980
BWE,20200717,24,24.45,24,24.45,84650
C32,20200717,22.3,23,22.25,23,218900
C47,20200717,10.35,10.35,9.06,10.25,21510
CAV,20200717,67.3,67.5,67.3,67.5,480
CCL,20200717,8.15,8.25,7.95,7.95,361730
CCTD2001,20200717,2.16,2.25,2.13,2.23,61070
CDC,20200717,22,23.5,22,22.2,240
CDPM2002,20200717,2.4,2.48,2.29,2.48,136390
CEE,20200717,14,14,14,14,20
CFPT2002,20200717,0.21,0.21,0.08,0.1,67200
CFPT2003,20200717,10.14,10.18,9.9,9.9,15530
CFPT2004,20200717,7.39,7.43,7.09,7.18,18830
CFPT2006,20200717,1.7,1.71,1.62,1.62,18930
CFPT2007,20200717,1.71,1.71,1.67,1.69,50540
CHDB2003,20200717,1.16,1.17,1.14,1.17,141230
CHDB2005,20200717,0.99,1,0.99,1,2230
CHDB2006,20200717,2.13,2.17,2.13,2.15,18300
CHP,20200717,18.05,18.85,18.05,18.85,52090
CHPG2002,20200717,1.92,1.93,1.89,1.9,176880
CHPG2005,20200717,9.88,9.94,9.51,9.51,22470
CHPG2006,20200717,3.62,3.64,3.59,3.59,3690
CHPG2008,20200717,3.84,3.89,3.75,3.78,63750
CHPG2009,20200717,3.58,3.6,3.53,3.53,49680
CHPG2010,20200717,1.4,1.45,1.35,1.4,233230
CIG,20200717,2.1,2.1,1.96,1.96,8500
CII,20200717,17.95,18.1,17.95,18,963980
CKG,20200717,11.6,11.6,11.25,11.3,325310
CLC,20200717,28.8,28.8,28.1,28.3,16630
CLG,20200717,1.45,1.45,1.37,1.38,7070
CLL,20200717,29,29,27.2,27.2,1000
CMBB2002,20200717,0.56,0.58,0.53,0.55,156580
CMBB2003,20200717,1.62,1.67,1.6,1.64,70330
CMBB2005,20200717,0.57,0.57,0.57,0.57,300
CMBB2006,20200717,1.2,1.22,1.19,1.2,43360
CMG,20200717,29.7,30.1,29.5,30.1,46130
CMSN2001,20200717,1.07,1.1,1.05,1.09,24510
CMSN2002,20200717,0.9,0.9,0.86,0.86,2000
CMSN2004,20200717,1.1,1.1,1.04,1.04,102410
CMSN2005,20200717,1,1.01,0.97,0.97,64810
CMV,20200717,12,12.1,12,12.1,280
CMWG2005,20200717,3.79,3.9,3.79,3.79,19000
CMWG2006,20200717,0.2,0.55,0.2,0.51,16760
CMWG2007,20200717,9.53,9.62,9.12,9.12,23760
CMWG2008,20200717,0.92,0.94,0.9,0.9,39530
CMWG2009,20200717,1.38,1.38,1.36,1.37,260720
CMX,20200717,16.3,16.95,15.9,16.6,574950
CNG,20200717,20.7,20.7,20.55,20.65,20860
CNVL2001,20200717,1.95,1.96,1.91,1.96,14770
CNVL2002,20200717,2.92,2.94,2.89,2.94,41440
CPNJ2002,20200717,2.05,2.09,2.03,2.07,61170
CPNJ2003,20200717,0.77,0.77,0.32,0.32,210
CPNJ2004,20200717,0.28,0.28,0.24,0.28,82900
CPNJ2005,20200717,0.73,0.75,0.73,0.73,4770
CRC,20200717,12.25,12.25,11.95,12.1,90300
CRE,20200717,19,19.15,18.9,19.15,852570
CREE2003,20200717,1.01,1.01,0.95,0.95,85900
CREE2004,20200717,1.83,1.84,1.75,1.76,63020
CROS2002,20200717,0.43,0.43,0.36,0.36,46740
CSBT2001,20200717,0.85,0.85,0.61,0.61,11400
CSM,20200717,15.1,15.25,15.1,15.15,31360
CSTB2002,20200717,1.76,1.83,1.7,1.77,188080
CSTB2003,20200717,1.5,1.63,1.48,1.6,44200
CSTB2004,20200717,1.72,1.81,1.68,1.79,104270
CSTB2005,20200717,0.95,0.97,0.93,0.97,530
CSTB2006,20200717,1.46,1.46,1.46,1.46,4000
CSV,20200717,22.05,22.15,21.9,21.9,176180
CTCB2003,20200717,0.69,0.69,0.69,0.69,10
CTCB2004,20200717,1.93,1.95,1.91,1.93,68440
CTCB2005,20200717,1.93,1.97,1.92,1.92,25500
CTCB2006,20200717,1.86,1.92,1.86,1.88,81050
CTD,20200717,83.5,85.3,83.1,84.6,720950
CTF,20200717,21.5,21.55,21,21.45,157430
CTG,20200717,24,24.3,23.8,24.1,3452100
CTI,20200717,14.65,14.75,14.5,14.5,334890
CTS,20200717,7.27,7.35,7.25,7.35,38050
CVHM2001,20200717,1.6,1.6,1.55,1.57,173910
CVHM2002,20200717,12.2,12.48,11.81,11.92,53900
CVHM2003,20200717,1.63,1.63,1.56,1.56,156200
CVHM2004,20200717,1,1,0.96,0.96,35120
CVIC2001,20200717,0.83,0.84,0.82,0.82,67250
CVIC2003,20200717,0.75,0.77,0.73,0.77,9250
CVJC2001,20200717,0.5,0.5,0.5,0.5,300
CVJC2002,20200717,1.03,1.03,0.99,0.99,29620
