<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FUCVREIT,20200325,5.86,6.3,5.86,6.3,30
VTB,20200325,10.75,12,10.75,10.8,270
VTO,20200325,6.1,6.6,6.1,6.6,8950
YBM,20200325,3.45,3.54,3.45,3.5,1510
YEG,20200325,44.6,48.6,43.5,48.6,79610
VJC,20200325,98,99.5,96.6,97.1,310640
VMD,20200325,20.3,20.3,20.3,20.3,40
VND,20200325,11.5,11.85,11.25,11.7,413700
VNE,20200325,3.38,3.48,3.32,3.4,296880
VNG,20200325,11.8,12.2,11.2,12.2,293740
VNL,20200325,14.35,14.45,14.35,14.45,20
VNM,20200325,90.6,92.1,90.1,92,2993020
VNS,20200325,7.98,7.98,7.81,7.97,45640
VOS,20200325,1.37,1.45,1.35,1.39,141280
VPB,20200325,20.4,20.5,19.7,20.3,2774030
VPD,20200325,14,14,13.5,13.5,1830
VPG,20200325,21.9,22,21.9,22,33870
VPH,20200325,3.6,3.66,3.33,3.66,12420
VPI,20200325,41.35,41.8,41.35,41.35,379740
VPS,20200325,10.25,10.25,8.91,8.91,1400
VRC,20200325,5.89,5.89,5.31,5.6,33270
VRE,20200325,18.3,18.9,16.9,18.9,4747820
VSC,20200325,19.6,20.6,19.6,20.5,104600
VSH,20200325,18,18.8,18,18,360
VSI,20200325,21.3,21.3,21.3,21.3,140
TRA,20200325,47,50.2,47,50.2,5720
TRC,20200325,26.35,26.35,24.7,25.2,1120
TSC,20200325,2.16,2.26,2.04,2.12,259700
TTB,20200325,2.56,2.68,2.56,2.61,276410
TTE,20200325,13.85,13.85,13.85,13.85,10
TTF,20200325,2.12,2.28,2.12,2.21,1403680
TV2,20200325,55.3,56.9,52.9,52.9,121770
TVB,20200325,16.7,16.75,16.4,16.45,200930
TVS,20200325,11,11,11,11,3080
TVT,20200325,23,23.5,23,23.5,7920
TYA,20200325,11.8,11.8,11.7,11.75,2210
UDC,20200325,2.91,3.2,2.91,2.91,5730
UIC,20200325,34.1,35.8,33.35,33.35,4560
VCB,20200325,60,62,59.7,62,1835730
VCF,20200325,200.9,210,200,206,3380
VCI,20200325,16,16.3,16,16.05,101960
VDP,20200325,32.5,32.5,31,32.2,3640
VDS,20200325,6.3,6.72,6.3,6.72,50
VFG,20200325,39.1,40.5,39,39.15,4030
VGC,20200325,13.4,14.2,13.4,14.1,182820
VHC,20200325,22,22.15,21.6,22,175300
VHM,20200325,57,59.1,54,59.1,1832290
VIC,20200325,71.5,76.5,68,76.5,1401570
VID,20200325,3.48,3.9,3.48,3.9,660
VIP,20200325,4.09,4.09,4.05,4.07,30640
VIS,20200325,22.25,22.9,22.25,22.9,40
TDC,20200325,7,7,6.72,6.97,281450
TDG,20200325,1.8,1.8,1.72,1.8,224120
TDH,20200325,6.22,6.49,6.22,6.42,829690
TDM,20200325,16.6,16.6,15,16.3,1155220
TDW,20200325,21.9,21.9,19.8,21.45,540
TEG,20200325,3.2,3.2,3.2,3.2,1010
TGG,20200325,1.24,1.24,1.15,1.15,180020
THG,20200325,43.5,43.5,41.2,42.4,2100
THI,20200325,32,32,32,32,570
TIP,20200325,14,14.8,14,14.6,18210
TIX,20200325,26.6,29.5,26.55,29.5,190
TLD,20200325,4.58,4.58,4.2,4.44,94750
TLG,20200325,28.1,29,28.1,28.3,25330
TLH,20200325,2.66,2.75,2.65,2.72,98060
TMP,20200325,32,32,32,32,2490
TMT,20200325,4.15,4.77,4.15,4.77,4960
TN1,20200325,61,61.3,61,61.3,1140
TNA,20200325,14.5,15,13.6,14.5,32410
TNC,20200325,14,14,13,14,910
TNI,20200325,10,10.5,9.83,10.5,673290
TNT,20200325,1.55,1.58,1.55,1.58,141920
TPB,20200325,21.55,21.95,21.55,21.9,249770
SSI,20200325,13,13.35,12.75,13.35,2376040
ST8,20200325,11.75,11.75,11.75,11.75,70
STB,20200325,9.15,9.26,8.9,9.11,9894240
STG,20200325,15.9,16.5,15.9,16.5,40
STK,20200325,14.3,15,14.3,14.9,65020
SVC,20200325,42.2,42.2,41.5,41.5,20
SVI,20200325,63.1,67.5,63.1,63.2,120
SVT,20200325,7.17,7.7,7.17,7.7,30
SZC,20200325,13.65,14.4,13.65,14.35,194710
SZL,20200325,31,31,29.6,31,48200
TAC,20200325,21.2,22.05,21.2,22.05,60
TCB,20200325,16.5,16.7,16.3,16.6,2952270
TCD,20200325,9.9,10,9.9,10,20
TCH,20200325,17.4,18.9,16.95,18.25,2265810
TCL,20200325,15.3,16,15.3,16,26680
TCM,20200325,12.6,13,12.35,12.9,609310
TCO,20200325,11.8,11.8,10.3,11.75,70
TCR,20200325,2.98,2.98,2.61,2.61,600
TCT,20200325,29.7,30.1,29.5,29.6,9400
REE,20200325,28.8,29.5,28.45,29.2,358100
RIC,20200325,5,5,4.56,4.81,60
ROS,20200325,4.24,4.72,4.24,4.29,14039260
S4A,20200325,27.2,27.2,26.5,26.6,540
SAB,20200325,116,123,115.9,120,137910
SAM,20200325,9.13,9.18,8.95,9.04,225050
SAV,20200325,6.46,7.42,6.46,7.42,32700
SBA,20200325,14.45,14.45,13.3,14.2,22710
SBT,20200325,11.9,12.6,11.9,11.9,2499150
SBV,20200325,9.59,9.6,9.55,9.6,2120
SC5,20200325,19.3,19.3,19.3,19.3,30
SCD,20200325,23.3,23.3,21.5,21.5,220
SCR,20200325,4.1,4.25,4,4.25,2303930
SCS,20200325,87.5,91.2,87.5,91,48260
SFC,20200325,19.35,19.4,19.35,19.4,910
SFG,20200325,4.97,4.99,4.64,4.99,15900
SFI,20200325,20,20.15,20,20.15,810
SGN,20200325,59.2,60.5,58,58,3050
SGR,20200325,15.9,16,15.8,15.8,5330
SGT,20200325,4.18,4.18,3.64,4,436770
SHA,20200325,3.81,4,3.8,3.94,5320
SHI,20200325,8.45,8.45,8,8.27,1114330
SHP,20200325,22.5,22.5,22.5,22.5,2080
SII,20200325,18.9,20.3,18.9,20.3,220
SJD,20200325,16,16.2,15.95,16.15,32320
SJF,20200325,1.29,1.34,1.26,1.33,507640
SJS,20200325,17.4,17.65,17.1,17.2,36680
SKG,20200325,8.3,8.3,8.1,8.12,194980
SMB,20200325,29,29.5,28.4,29.5,35410
SMC,20200325,10.9,10.95,10.85,10.85,2120
SPM,20200325,11,11,11,11,10
SRC,20200325,16.7,16.8,15.5,16.5,10670
SRF,20200325,12.9,13.1,12.1,13.1,720
SSC,20200325,50.3,52.5,50,50,40
PIT,20200325,4.6,4.6,4.6,4.6,4210
PJT,20200325,9.8,10.4,9.8,10.4,290
PLP,20200325,7.45,7.46,7.44,7.44,9630
PLX,20200325,38.5,40.1,38.5,40.1,469810
PME,20200325,56,57.8,54,55.1,15510
PMG,20200325,13.6,13.85,13.6,13.85,7590
PNJ,20200325,53.9,54.9,53,54.9,1192820
POM,20200325,4.45,4.45,4.42,4.42,20
POW,20200325,7.88,7.92,7.77,7.85,2458770
PPC,20200325,21.5,21.7,21.1,21.7,145070
PTB,20200325,35,36.35,35,36.35,156120
PTC,20200325,4.46,4.46,4.46,4.46,750
PVD,20200325,8.6,8.73,8.34,8.46,3704500
PVT,20200325,7.7,8.13,7.7,8.13,1405940
PXI,20200325,2.34,2.34,2.34,2.34,10
PXS,20200325,2.78,2.95,2.78,2.92,41690
PXT,20200325,1.04,1.1,1.04,1.09,5180
QBS,20200325,2.05,2.05,1.97,2.05,36070
QCG,20200325,7.12,7.12,7.12,7.12,32080
RAL,20200325,65,65,63.3,65,8500
RDP,20200325,7.2,7.2,7.2,7.2,10
MBB,20200325,15.3,15.65,15.05,15.65,6925670
MCG,20200325,1.58,1.58,1.41,1.46,4760
MDG,20200325,10.75,10.75,10.05,10.75,5170
MHC,20200325,2.79,2.79,2.51,2.51,110
MSH,20200325,26.6,28.7,26.4,28.7,280620
MSN,20200325,49,49.7,48.5,49.1,2857290
MWG,20200325,70,73,69,73,1417730
NAF,20200325,24,24.5,23.5,24,18330
NAV,20200325,18.15,18.15,18.15,18.15,10
NBB,20200325,18.95,19.9,18.7,19.9,529910
NCT,20200325,45.2,48.35,45.2,46.95,62780
NHH,20200325,40,41.75,37.75,38.6,286000
NKG,20200325,4.83,4.9,4.55,4.62,2140210
NLG,20200325,18.95,19.75,18.6,19.75,1986010
NNC,20200325,42.3,44.5,42.3,44.5,9420
NSC,20200325,79.8,79.8,79.8,79.8,240
NT2,20200325,16.8,17,16.6,16.8,297110
NTL,20200325,16.55,17.15,16.3,17.15,208720
NVL,20200325,52,52.2,51.3,52.1,316070
NVT,20200325,5,5,4.39,4.5,870
OGC,20200325,2.8,2.83,2.73,2.79,388800
OPC,20200325,47,47,47,47,100
PAC,20200325,19.4,19.4,19,19.35,36830
PAN,20200325,20.5,20.5,19.75,19.8,85790
PC1,20200325,11.4,11.55,11.05,11.4,177580
PDN,20200325,57.8,59.8,55,59.8,1210
PDR,20200325,24.75,25,24.7,25,196220
PET,20200325,6.7,7.05,6.7,7,10770
PGC,20200325,11.9,12.3,11.9,12,14720
PGD,20200325,25,25,22.1,22.1,40220
PGI,20200325,14.95,14.95,14,14.95,40
PHC,20200325,9.88,10,9.8,9.82,16730
PHR,20200325,38.6,39,37.9,38.9,296130
HPG,20200325,17.85,17.85,17.4,17.8,7758210
HPX,20200325,30,30.2,29.7,30,255330
HQC,20200325,1.15,1.17,1.12,1.13,4687930
HRC,20200325,37.85,40.5,37.85,40.5,50
HSG,20200325,5.3,5.3,5.13,5.23,2720230
HSL,20200325,4.55,4.55,4.3,4.45,15340
HT1,20200325,10.6,11.2,10.5,10.9,168390
HTI,20200325,10.4,11,10.4,11,5880
HTL,20200325,13.85,13.85,13.5,13.5,310
HTN,20200325,14.5,15.2,14.5,15.2,61510
HTT,20200325,1.09,1.09,1.01,1.01,40130
HTV,20200325,11.9,11.95,11.5,11.95,560
HU3,20200325,7.27,7.27,7.1,7.1,110
HUB,20200325,17,17,16.8,17,26190
HVG,20200325,5.2,5.2,4.55,4.55,521450
HVH,20200325,8.9,8.9,8.28,8.69,768930
HVN,20200325,18.75,19.3,18.7,19.3,810880
HVX,20200325,3.46,3.46,3.46,3.46,40
IBC,20200325,21,21.5,21,21.5,132610
ICT,20200325,12.9,12.9,12.7,12.7,1090
IDI,20200325,3.59,3.62,3.51,3.57,704130
IJC,20200325,9.23,9.4,9.15,9.35,140410
ILB,20200325,13.8,13.8,13.6,13.8,24100
IMP,20200325,45,45.9,43.1,45.9,132060
ITA,20200325,2.03,2.09,2.01,2.08,2385270
ITC,20200325,12.6,12.6,12.6,12.6,5000
ITD,20200325,7.29,7.67,7,7.67,20970
JVC,20200325,2.77,2.77,2.59,2.65,494640
KBC,20200325,10.6,11.15,10.55,11.15,1573040
KDC,20200325,15.35,16.5,15.35,16,183360
KDH,20200325,19.2,19.55,19.15,19.35,364740
KHP,20200325,8.99,9,8.59,8.59,2570
KMR,20200325,2.08,2.08,2.07,2.07,19640
KOS,20200325,27.2,28,27.1,27.8,214030
KSB,20200325,13.4,13.45,13,13.2,931920
L10,20200325,14.05,14.05,12.25,12.25,80
LAF,20200325,9,9.89,9,9.89,110
LBM,20200325,25.4,25.4,25.4,25.4,30
LCG,20200325,4.25,4.43,4.25,4.32,355180
LCM,20200325,0.6,0.66,0.6,0.6,66170
LDG,20200325,5.4,5.53,5.21,5.53,2949640
LEC,20200325,16.9,16.9,16.9,16.9,200
LGC,20200325,41.7,44,41.7,44,1770
LGL,20200325,4.4,4.65,4.4,4.64,47590
LHG,20200325,11.6,12.15,11.6,12,139350
LIX,20200325,42.7,42.7,42.3,42.6,1180
LM8,20200325,22,22.2,22,22.2,30
LMH,20200325,1.45,1.46,1.39,1.41,269490
LSS,20200325,4.15,4.29,4.15,4.28,36580
DVP,20200325,29.75,30.7,29.75,30.4,23340
DXG,20200325,9.8,9.85,9.6,9.8,1282610
DXV,20200325,2.52,2.88,2.52,2.88,20
EIB,20200325,15.7,16.05,15.45,16,68370
ELC,20200325,4.3,4.6,4.3,4.6,91340
EVE,20200325,8,8.35,8,8.3,31370
EVG,20200325,2.32,2.41,2.3,2.35,231620
FCM,20200325,5.8,6,5.35,6,1010
FCN,20200325,7.23,7.35,7.1,7.21,322370
FDC,20200325,9.5,9.5,8.53,8.53,3150
FIR,20200325,29.3,29.7,29.2,29.7,58870
FIT,20200325,5.95,6.28,5.55,5.55,1111050
FLC,20200325,3.25,3.28,3.18,3.28,6399950
