<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200319,4.7,4.7,4.6,4.7,2610
ACB,20200319,21,21.3,20.7,21.1,4083896
ACM,20200319,0.6,0.6,0.5,0.5,374600
ADC,20200319,13.3,13.3,13.3,13.3,100
ALT,20200319,11.1,12.5,11.1,12.5,200
AMC,20200319,17.8,17.8,17.5,17.5,3300
AMV,20200319,13.4,13.8,13.1,13.5,462949
API,20200319,11.8,11.8,11.8,11.8,100
APS,20200319,2.3,2.3,2.3,2.3,11600
ART,20200319,3.7,3.7,3.1,3.1,10912644
BAX,20200319,40,40.9,40,40.9,1900
BCC,20200319,6,6,5.8,5.8,39600
BII,20200319,0.7,0.8,0.7,0.7,327903
BTS,20200319,3.6,3.6,3.5,3.5,7760
BVS,20200319,8.7,8.9,8.6,8.9,79600
C69,20200319,4.9,5.1,4.8,4.8,60700
CAP,20200319,29.7,29.8,29.5,29.8,23700
CEO,20200319,7.2,7.2,6.7,6.9,355725
CIA,20200319,11,11,10.5,10.5,4020
CLM,20200319,18.7,18.7,18.7,18.7,22000
CMS,20200319,2.4,2.4,2.3,2.3,27100
CSC,20200319,25.4,28,25.4,25.9,28210
CTB,20200319,30.7,30.7,30.7,30.7,100
CTC,20200319,2.3,2.7,2.3,2.7,300
CTP,20200319,3.7,3.7,3.1,3.3,2800
CTT,20200319,8.6,8.6,8.6,8.6,10000
CTX,20200319,10.4,10.4,9.3,9.5,25650
CVN,20200319,8.3,8.9,8.3,8.9,200
D11,20200319,15,15.4,15,15.4,1300
DAD,20200319,15.3,16.6,15.3,16.6,2400
DBT,20200319,10.7,10.8,10.7,10.8,14100
DC2,20200319,6.3,6.7,6.3,6.4,20900
DDG,20200319,26.9,27.3,26.6,27.3,72930
DGC,20200319,22.2,22.7,21.9,22.5,86610
DHP,20200319,10,10,10,10,500
DHT,20200319,45.5,46,42,46,22897
DNM,20200319,14.1,15.2,14.1,15.2,8000
DNP,20200319,18.3,18.3,18.2,18.3,28200
DNY,20200319,1.7,1.7,1.7,1.7,100
DP3,20200319,66,67.5,66,67,2610
DPC,20200319,9.5,9.5,9.5,9.5,800
DS3,20200319,3,3.1,3,3,6700
DST,20200319,1.8,1.8,1.8,1.8,1696430
DTD,20200319,10,10,9.3,10,47800
DXP,20200319,10.5,11.4,10.5,11.4,2100
EBS,20200319,8,8,8,8,1102
EID,20200319,11.5,11.5,11,11.5,3400
EVS,20200319,9,9,8.1,8.1,1100
FID,20200319,1,1.1,1,1.1,3400
GKM,20200319,15.1,15.5,15.1,15.5,96513
HAD,20200319,11.7,12.1,11.7,12.1,4300
HAT,20200319,20.3,22.3,20.3,22.3,610
HBS,20200319,1.9,2,1.9,2,300
HCC,20200319,10.2,10.2,10,10.1,2900
HDA,20200319,6.9,7,6.9,7,50800
HEV,20200319,12.9,12.9,12.9,12.9,2900
HHC,20200319,93.3,93.3,93.3,93.3,2000
HHG,20200319,1.3,1.3,1.1,1.1,41800
HHP,20200319,13,13.1,12.7,12.8,74000
HKB,20200319,0.6,0.7,0.6,0.6,446900
HKT,20200319,3.4,3.5,3.4,3.5,4100
HLC,20200319,7,7,7,7,24
HLD,20200319,17,17,16.9,17,6410
HMH,20200319,8.1,9.7,8.1,9.7,190000
HOM,20200319,2.7,3,2.7,2.8,400
HUT,20200319,2,2,1.9,2,8699732
HVT,20200319,37,37,37,37,6200
ICG,20200319,7.6,8,7.6,8,4000
IDC,20200319,17,17.1,17,17,1200
IDJ,20200319,14.5,16.2,14.1,15.6,332125
IDV,20200319,31.2,33.2,31.1,31.1,15200
ITQ,20200319,2.4,2.5,2.3,2.3,383215
IVS,20200319,7.5,8.3,7.5,8.3,5300
KDM,20200319,2.2,2.3,2.1,2.3,66200
KHS,20200319,11.3,11.3,11.3,11.3,51600
KLF,20200319,2.2,2.2,1.8,1.9,29773459
KSQ,20200319,1.2,1.2,1.2,1.2,15200
KTS,20200319,7.7,7.7,6.8,6.8,5000
KVC,20200319,0.9,1,0.8,0.9,739400
L14,20200319,48.8,50.4,48.2,49.9,80232
L35,20200319,9.5,9.5,9.2,9.2,2900
LAS,20200319,5.6,5.6,5.3,5.5,39376
LHC,20200319,53.2,59.4,53.1,59.4,1400
LIG,20200319,3,3,2.8,2.9,4900
LO5,20200319,1.2,1.2,1.2,1.2,18600
LUT,20200319,1.7,1.7,1.6,1.6,200
MAC,20200319,4.8,5.2,4.8,5.2,400
MAS,20200319,26.9,26.9,26.9,26.9,289
MBG,20200319,10.8,10.8,9.9,9.9,1798080
MBS,20200319,8.4,9,8.1,9,81790
MCF,20200319,9.5,10.3,9.5,10.3,200
MCO,20200319,1.8,1.8,1.8,1.8,2000
MDC,20200319,4.9,4.9,4.9,4.9,100
MEC,20200319,0.9,1,0.9,1,34400
MED,20200319,51,51,44.2,48,4000
MPT,20200319,1.3,1.3,1.2,1.2,90030
MST,20200319,4.6,4.7,4.4,4.7,428032
NAG,20200319,3.7,3.9,3.7,3.9,7506
NBC,20200319,6,6,6,6,6810
NBP,20200319,10.5,11.3,10.5,11.3,2200
NDN,20200319,14.5,14.6,14.1,14.5,76100
NDX,20200319,11,11.2,11,11,4400
NET,20200319,34.5,34.5,34.5,34.5,110
NGC,20200319,3.9,3.9,3.9,3.9,1000
NHA,20200319,8.7,9.6,8.4,9.6,55300
NHP,20200319,0.4,0.5,0.4,0.5,49426
NRC,20200319,7.7,8,7.6,7.6,39955
NSH,20200319,1.3,1.3,1.2,1.3,26000
NTP,20200319,27.7,28,27.5,28,20900
NVB,20200319,8.7,8.8,8.4,8.5,2370300
ONE,20200319,2.9,3.1,2.8,3.1,50200
PBP,20200319,6.3,6.3,6.3,6.3,500
PCE,20200319,5.9,5.9,5.9,5.9,100
PCG,20200319,5.2,5.2,5.2,5.2,18500
PEN,20200319,6.2,6.2,6.2,6.2,6
PGN,20200319,13,13.2,13,13.2,1700
PGS,20200319,19.8,19.8,19.8,19.8,100
PHP,20200319,8.5,9.2,8,9.2,1118
PIA,20200319,26,26,26,26,2700
PIC,20200319,8.3,9.1,8.1,9.1,1700
PLC,20200319,11.7,11.7,11.3,11.5,30900
PMC,20200319,49,49,49,49,200
PMP,20200319,8.5,8.5,8.5,8.5,108
PMS,20200319,12.6,12.6,12.6,12.6,100
PPP,20200319,14.4,14.4,14.3,14.3,1507
PPS,20200319,5.6,5.8,5.6,5.8,200
PSD,20200319,9.9,11,9.9,11,210
PSE,20200319,5.6,5.6,5.6,5.6,100
PSI,20200319,1.7,1.7,1.7,1.7,100
PTI,20200319,15,15,15,15,3620
PTS,20200319,4.6,5,4.6,5,800
PV2,20200319,2.5,2.8,2.5,2.8,300
PVB,20200319,10.5,10.6,10.2,10.6,57100
PVC,20200319,4.8,4.9,4.7,4.9,13558
PVG,20200319,6.2,6.5,6.2,6.4,8500
PVI,20200319,29,29,27,27,87075
PVS,20200319,10.6,10.6,10,10.4,4212294
PVX,20200319,0.9,0.9,0.8,0.9,6495460
QNC,20200319,2.3,2.6,2.3,2.5,2200
QST,20200319,11.4,12.5,11.4,12.5,800
QTC,20200319,15.5,15.5,14.8,14.8,600
S55,20200319,23,23,23,23,13200
S74,20200319,4.3,4.3,4.3,4.3,400
S99,20200319,7.3,7.7,6.6,7.7,4300
SCI,20200319,6.8,6.9,6.4,6.9,8600
SCL,20200319,2.8,2.8,2.4,2.7,300
SD2,20200319,5.9,5.9,5.9,5.9,600
SD4,20200319,3.5,3.5,3.5,3.5,100
SD5,20200319,5.5,5.5,5.1,5.2,11800
SD6,20200319,2.2,2.2,2.2,2.2,8700
SD9,20200319,4.8,5.3,4.8,5.2,15300
SDA,20200319,2.2,2.4,2.2,2.2,3700
SDT,20200319,2.9,2.9,2.8,2.9,6900
SEB,20200319,27,27,27,27,12
SED,20200319,14,14,13.6,14,1300
SHB,20200319,11.9,11.9,11.5,11.8,4986718
SHN,20200319,8.7,8.9,8.7,8.9,52164
SHS,20200319,6.7,6.8,6.4,6.7,1492440
SLS,20200319,43.6,44.1,43.6,44.1,3100
SPI,20200319,1,1,0.8,0.9,203400
SPP,20200319,1.5,1.5,1.3,1.3,57800
SRA,20200319,7.3,7.4,7.1,7.1,83600
STC,20200319,16.5,16.5,16.5,16.5,110
STP,20200319,6.5,6.5,6.5,6.5,100
SZB,20200319,28,28,26.5,26.5,9800
TA9,20200319,8.7,8.7,8.7,8.7,2500
TAR,20200319,31.8,32.3,29.3,31.9,229500
TC6,20200319,4,4,4,4,8100
TCS,20200319,7.9,8.1,7.9,8.1,310
TDN,20200319,5.9,6,5.9,5.9,5000
