<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200306,6.8,6.9,6.7,6.8,57400
ACB,20200306,25.5,25.5,25.1,25.3,3959935
ACM,20200306,0.6,0.6,0.5,0.5,73403
ADC,20200306,16,16,16,16,700
ALT,20200306,11.9,11.9,11.6,11.6,300
AMC,20200306,18.1,18.1,18.1,18.1,4000
AME,20200306,6.5,6.8,6.5,6.8,1000
AMV,20200306,19,19.1,18.4,18.5,286790
API,20200306,11.8,14.1,11.8,14.1,705
APS,20200306,2.5,2.6,2.5,2.5,50400
ART,20200306,2.7,2.9,2.6,2.8,3605220
BAX,20200306,43,43,43,43,1150
BBS,20200306,12.5,12.5,12.5,12.5,10
BCC,20200306,6.6,6.7,6.4,6.4,417825
BII,20200306,0.9,0.9,0.8,0.9,155600
BLF,20200306,3.2,3.5,3.1,3.4,19900
BTS,20200306,4,4.1,4,4.1,3700
BVS,20200306,9.5,9.5,9.3,9.5,94300
BXH,20200306,12.3,12.3,12.3,12.3,3000
C69,20200306,6.4,6.4,6.1,6.1,466350
CAN,20200306,20.5,20.5,20.5,20.5,100
CAP,20200306,29.4,29.4,29.3,29.4,4800
CDN,20200306,19.1,19.1,19.1,19.1,10
CEO,20200306,8.4,8.4,8.2,8.3,296300
CIA,20200306,12.2,12.2,12.2,12.2,1100
CKV,20200306,16.3,16.3,16.3,16.3,200
CMS,20200306,3,3,3,3,1400
CPC,20200306,19,19,19,19,200
CSC,20200306,27.6,28.9,27.4,28.7,12400
CTC,20200306,2.9,2.9,2.6,2.6,200
CTP,20200306,3.7,3.7,3.7,3.7,136
CTT,20200306,8.2,8.2,8.2,8.2,5000
CTX,20200306,11.5,11.5,11.4,11.5,23110
CVN,20200306,10.1,10.1,10,10,9500
D11,20200306,17.6,17.6,17,17,2400
DAD,20200306,17.6,17.6,17.6,17.6,200
DAE,20200306,17.2,18.2,17.2,18.2,900
DBT,20200306,10.6,10.6,10.6,10.6,1000
DC2,20200306,5.9,6.8,5.9,6.8,67200
DDG,20200306,26.2,26.6,26.2,26.6,70200
DGC,20200306,24.4,24.7,24.2,24.4,50400
DHT,20200306,48.2,49.9,48,48.4,4110
DIH,20200306,16.8,18.5,16.8,18,7800
DNM,20200306,16.4,16.4,15.5,16,4200
DNP,20200306,18.4,18.5,18.4,18.5,7000
DP3,20200306,71,71,71,71,10100
DPC,20200306,12.1,12.1,12.1,12.1,10
DPS,20200306,0.3,0.3,0.2,0.2,358500
DS3,20200306,3.1,3.1,3,3.1,156000
DST,20200306,1.1,1.2,1,1.1,883720
DTD,20200306,12.5,12.5,12.3,12.5,56210
DXP,20200306,12,12.5,11.6,11.6,1245
DZM,20200306,2.2,2.6,2.2,2.6,1100
EBS,20200306,8.1,8.9,8.1,8.3,10800
EID,20200306,12,12.1,12,12.1,2512
EVS,20200306,8.9,8.9,8.9,8.9,100
FID,20200306,1.1,1.2,1.1,1.2,30400
GKM,20200306,15.7,15.9,15.7,15.9,127100
HAD,20200306,13.4,13.4,13,13.4,14200
HAT,20200306,23.1,23.1,23,23,610
HBS,20200306,2.2,2.3,2.2,2.3,6410
HCC,20200306,11.3,11.3,11,11,4600
HCT,20200306,22.6,22.6,22.6,22.6,200
HDA,20200306,8,8,7.9,8,35800
HHG,20200306,1.3,1.4,1.2,1.4,169851
HHP,20200306,13.1,13.2,12.7,13.2,295980
HKB,20200306,0.7,0.8,0.6,0.7,264820
HKT,20200306,3.6,3.6,3.6,3.6,100
HLD,20200306,16.9,17,16.9,16.9,7910
HOM,20200306,3.1,3.1,3,3.1,15900
HTP,20200306,11,11,11,11,200
HUT,20200306,2.1,2.2,2,2.1,933408
HVT,20200306,39,39,39,39,1000
ICG,20200306,7.5,7.7,7.5,7.7,500
IDC,20200306,18.2,18.2,18,18,20616
IDJ,20200306,17,18,15.8,17.6,572783
IDV,20200306,37,37.6,36.6,37.6,1600
INN,20200306,28.4,31.2,28.4,28.6,10600
ITQ,20200306,2.1,2.2,2,2,182900
IVS,20200306,8.1,8.4,7.9,8.4,8800
KDM,20200306,2.3,2.4,2.3,2.4,33000
KKC,20200306,6.4,6.4,6.4,6.4,1000
KLF,20200306,1.6,1.7,1.5,1.7,2156372
KSQ,20200306,1.3,1.3,1.3,1.3,13000
KTS,20200306,9.5,9.5,9.5,9.5,35
KVC,20200306,1.1,1.1,1,1,69600
L14,20200306,53.9,53.9,52.2,53.5,49903
L18,20200306,8.7,8.7,8.7,8.7,100
L35,20200306,10.5,10.5,10.5,10.5,100
LAS,20200306,5.8,5.8,5.7,5.7,15403
LDP,20200306,28.1,28.1,28.1,28.1,100
LHC,20200306,61.4,61.8,61.4,61.7,6900
LIG,20200306,3.3,3.3,3.2,3.2,37900
LO5,20200306,1.3,1.3,1.3,1.3,5000
MAS,20200306,36.5,36.5,36.5,36.5,17
MBG,20200306,19.3,19.4,16,19.4,2105081
MBS,20200306,10.9,10.9,10.6,10.8,116950
MCF,20200306,10.2,10.2,9,9,1900
MCO,20200306,1.9,1.9,1.9,1.9,100
MEC,20200306,1.1,1.1,1.1,1.1,26100
MPT,20200306,1.5,1.6,1.5,1.6,20400
MSC,20200306,17.6,17.6,17.6,17.6,130
MST,20200306,6.5,6.8,6.3,6.8,414806
NAG,20200306,4.1,4.1,4,4,9900
NBP,20200306,12.5,12.5,12.5,12.5,800
NBW,20200306,36.6,36.6,36.6,36.6,6
NDN,20200306,15.8,15.9,15.7,15.8,76340
NDX,20200306,11.3,11.3,11,11,9600
NHA,20200306,12.1,12.2,11.8,12.2,9388
NHP,20200306,0.5,0.5,0.4,0.5,71800
NRC,20200306,7.7,8.6,7.7,8.6,423675
NSH,20200306,1.5,1.6,1.5,1.6,20400
NTP,20200306,29.2,29.2,29.2,29.2,1400
