<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FUCVREIT,20200401,6,6,6,6,10
YEG,20200401,47.65,50,45.05,49.6,32270
VHC,20200401,20.5,21.65,20.1,21.3,137990
VHM,20200401,53.2,57.3,53.2,54.8,553900
VIC,20200401,82.5,87,81,86,437820
VID,20200401,3.87,4.45,3.87,4.45,520
VIP,20200401,3.99,4,3.93,3.98,23060
VIS,20200401,22,22,22,22,10
VJC,20200401,97.2,99.2,97,99.2,250950
VMD,20200401,19.3,20.3,19.3,20.3,600
VND,20200401,10.85,11.4,10.85,11.1,265610
VNE,20200401,3.45,3.53,3.35,3.53,63300
VNG,20200401,12.6,12.85,12.6,12.8,302180
VNL,20200401,13.9,13.9,12.1,13.9,8050
VNM,20200401,91,94,91,94,1155730
VNS,20200401,7.96,8.31,7.96,8,28350
VOS,20200401,1.22,1.28,1.22,1.28,34060
VPB,20200401,16.95,17.5,16,17.25,3686810
VPD,20200401,12.9,13.2,12.8,13,3600
VPG,20200401,22.2,22.3,22.2,22.3,28830
VPH,20200401,3.34,3.6,3.34,3.59,8210
VPI,20200401,41,41.25,40.9,41.1,535360
VPS,20200401,9.82,9.82,9.8,9.8,180
VRC,20200401,4.5,4.63,4.11,4.62,32260
VRE,20200401,19,19.7,18.1,19.25,930870
VSC,20200401,20.4,20.75,20.4,20.55,48250
VSH,20200401,17.5,18.35,16.5,16.5,10740
VSI,20200401,20.5,21.5,20.5,21.5,170
VTB,20200401,10.5,11.1,10.4,11.05,1080
VTO,20200401,6,6.2,6,6.07,7300
YBM,20200401,3.49,3.5,3.2,3.38,7690
TLD,20200401,4.4,4.4,4.16,4.38,14830
TLG,20200401,27.4,27.4,26.2,26.2,13380
TLH,20200401,2.49,2.54,2.39,2.42,116610
TMP,20200401,32,32,31.95,32,5290
TMS,20200401,23.5,23.5,23.4,23.4,700
TMT,20200401,5.48,5.48,5.12,5.12,1010
TN1,20200401,61,61.5,60.9,61.5,1350
TNA,20200401,14,14.9,13.4,14.9,50370
TNC,20200401,13.45,13.45,13.45,13.45,3000
TNI,20200401,9.65,9.75,9.45,9.75,436710
TNT,20200401,1.31,1.37,1.28,1.37,59060
TPB,20200401,15.95,17.5,15.95,16.2,286720
TPC,20200401,7.95,9.13,7.95,8,640
TRA,20200401,48.5,50,48.5,50,2720
TRC,20200401,21.3,22.3,21.25,21.8,12620
TS4,20200401,2.6,2.7,2.42,2.64,6800
TSC,20200401,1.89,1.99,1.87,1.99,438390
TTB,20200401,2.28,2.28,2.12,2.25,350580
TTF,20200401,1.76,1.9,1.75,1.84,421060
TV2,20200401,47,50.2,47,50.2,42790
TVB,20200401,16.7,16.9,16.65,16.7,127190
TVS,20200401,11,11,11,11,700
TVT,20200401,21.7,21.7,20.15,20.5,3610
TYA,20200401,11.5,11.8,11,11.7,3550
UDC,20200401,2.8,2.97,2.8,2.97,210
UIC,20200401,36.8,36.8,36.8,36.8,260
VCB,20200401,61.5,65.9,61.5,65,1229320
VCF,20200401,205.9,206,205.9,206,20
VCI,20200401,14.2,14.9,14.2,14.5,145180
VDP,20200401,29.05,31,29.05,29.15,1520
VDS,20200401,6.48,6.48,6.48,6.48,40
VFG,20200401,38.7,39,38.7,39,15020
VGC,20200401,14.4,14.65,14.1,14.6,136890
STK,20200401,13.5,14.2,13.5,14.1,47420
SVC,20200401,44,45.5,44,45.5,9390
SVI,20200401,60,60,60,60,120
SZC,20200401,12.3,13.05,12.3,12.95,87570
SZL,20200401,28.5,29.1,28.2,28.95,27080
TAC,20200401,20.05,20.05,19.9,19.9,230
TBC,20200401,22.3,22.3,22,22,1060
TCB,20200401,15,15.6,14.35,15.5,1316380
TCD,20200401,9.26,9.26,9.26,9.26,10
TCH,20200401,16.5,16.75,16.25,16.65,333350
TCL,20200401,14.9,15.1,14.7,14.9,15850
TCM,20200401,11.75,11.9,11.4,11.8,336430
TCO,20200401,11.25,12.15,11.25,12.15,60
TCR,20200401,2.69,2.69,2.69,2.69,10
TCT,20200401,29.7,30,29.6,29.65,2430
TDC,20200401,6,6.4,6,6.4,35000
TDG,20200401,1.47,1.69,1.47,1.69,474290
TDH,20200401,5.79,6.1,5.79,6,785440
TDM,20200401,15.55,16.35,15.55,16.35,135820
TEG,20200401,2.98,3.1,2.98,3.1,2920
TGG,20200401,0.81,0.93,0.81,0.89,727340
THG,20200401,40.5,41.4,40.5,41.4,3100
THI,20200401,29.2,30.3,29.2,29.9,4560
TIP,20200401,14.55,14.55,14,14.4,5430
TIX,20200401,30,30,30,30,110
SFI,20200401,20.25,20.25,18.85,18.85,500
SGN,20200401,61.8,65,61.8,64.8,2550
SGR,20200401,14,14.95,13.5,13.5,2640
SGT,20200401,3.63,3.63,3.41,3.41,3870
SHA,20200401,3.5,3.9,3.49,3.9,2540
SHI,20200401,8.3,8.3,8.1,8.15,65120
SHP,20200401,23,23,23,23,10
SII,20200401,19.15,19.15,19.15,19.15,10
SJD,20200401,15.7,15.9,15.7,15.8,31340
SJF,20200401,1.2,1.24,1.15,1.23,327200
SJS,20200401,15.1,15.2,14.85,14.95,162630
SKG,20200401,7.1,7.45,7.1,7.39,44600
SMB,20200401,29,29.5,28.5,29,1800
SMC,20200401,10.65,11.5,10.65,11.45,220
SRC,20200401,15.4,16.15,15.4,16.15,10470
SRF,20200401,13.8,14,13.5,14,270
SSC,20200401,48.85,53.5,48.85,53.5,50
SSI,20200401,11.6,12.4,11.6,12.4,3715270
ST8,20200401,10.25,11,10.25,11,20
STB,20200401,7.2,7.81,7.2,7.81,8807420
STG,20200401,14.3,14.3,14.3,14.3,50
PHC,20200401,9.79,9.8,9.53,9.8,23060
PHR,20200401,32.5,34.8,32.5,34.5,194510
PLP,20200401,5.5,6.32,5.5,5.56,1940
PLX,20200401,36.5,39,36,38.9,595360
PME,20200401,56,56,53,55.7,11370
PMG,20200401,11.75,11.95,11.75,11.95,1530
PNC,20200401,10.9,11,10.9,11,130
PNJ,20200401,45.1,49.1,45.1,48.6,545620
POM,20200401,4.35,4.35,4.05,4.1,17770
POW,20200401,7,7.36,7,7.36,2786690
PPC,20200401,21.6,21.7,21.2,21.5,113660
PTB,20200401,34,36.8,34,36.8,151300
PTC,20200401,4.28,4.28,4.28,4.28,2810
PTL,20200401,3.32,3.56,3.32,3.56,1170
PVD,20200401,6.75,7.2,6.75,7.05,3630560
PVT,20200401,7.85,8.35,7.8,8.09,566900
PXS,20200401,2.31,2.57,2.31,2.48,70090
PXT,20200401,1.09,1.09,1.06,1.09,47690
QBS,20200401,1.68,1.77,1.67,1.77,83290
QCG,20200401,4.97,5.71,4.97,5.71,2816410
RAL,20200401,65.8,65.8,65.7,65.7,30
RDP,20200401,6.5,7,6.5,6.6,1040
REE,20200401,27.8,28.45,27.5,28.3,365330
RIC,20200401,4.27,4.59,4.27,4.27,380
ROS,20200401,3.04,3.48,3.04,3.48,19420900
S4A,20200401,27,27.5,27,27.5,1410
SAB,20200401,122.2,127.9,120.6,123.1,33750
SAM,20200401,8.9,9,8.9,9,101320
SAV,20200401,7.5,7.6,7.5,7.55,10890
SBA,20200401,13.1,13.5,13,13.5,24900
SBT,20200401,12.7,12.9,12.35,12.7,1480530
SBV,20200401,9.49,9.49,8.83,8.83,11790
SC5,20200401,20.4,20.4,20.4,20.4,70
SCD,20200401,24,24.4,24,24.4,5040
SCR,20200401,3.43,3.8,3.43,3.8,1878180
