<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200720,5.4,5.5,5.4,5.4,194800
ACB,20200720,24.8,24.9,24.5,24.5,2622350
ACM,20200720,0.8,0.8,0.7,0.8,598400
ADC,20200720,13.8,13.8,13.8,13.8,10
ALT,20200720,12.4,12.4,12.4,12.4,5600
AMC,20200720,17.5,17.5,17.5,17.5,700
AMV,20200720,17.1,17.2,16.9,17,393862
API,20200720,9.7,9.7,9,9,500
APP,20200720,3.6,3.6,3.6,3.6,15
APS,20200720,2.3,2.3,2.3,2.3,25500
ARM,20200720,20.4,20.4,20.4,20.4,100
ART,20200720,2.6,2.6,2.5,2.5,564333
BAX,20200720,42,42.5,41.8,41.8,6400
BCC,20200720,7.1,7.2,7.1,7.2,43633
BII,20200720,0.8,0.9,0.7,0.8,130200
BTS,20200720,5,5,5,5,5250
BVS,20200720,10.3,10.3,9.9,10.3,127320
C69,20200720,5.7,5.8,5.6,5.8,32120
CAN,20200720,24.9,24.9,24.9,24.9,2100
CAP,20200720,30.5,31,30.5,30.6,4600
CDN,20200720,18.8,20.2,18.8,19.6,19200
CEO,20200720,8.1,8.1,7.8,8,1638625
CET,20200720,2.2,2.2,1.8,1.8,87100
CIA,20200720,11.3,11.3,11.2,11.2,6110
CKV,20200720,11.9,11.9,11.9,11.9,200
CLH,20200720,19,19,19,19,1000
CMC,20200720,5.5,5.5,5.5,5.5,100
CMS,20200720,3.6,3.9,3.6,3.8,17510
CSC,20200720,24.2,24.2,23.6,23.6,2200
CTP,20200720,2.9,2.9,2.8,2.9,29100
CTT,20200720,10,10,10,10,100
CVN,20200720,13,13.3,13,13.3,16100
D11,20200720,18.3,18.9,18.3,18.9,2200
DAD,20200720,15.3,16.3,15,15,1200
DBT,20200720,10.9,11,10.9,11,11100
DDG,20200720,26.8,27,26.7,27,61800
DHT,20200720,51,52.8,50.5,51.5,116578
DNC,20200720,54.1,54.5,54.1,54.5,200
DNM,20200720,40,40,38,39,4012
DNP,20200720,18.5,18.5,18.2,18.2,30099
DP3,20200720,70,70.5,70,70,10137
DPC,20200720,15,15,15,15,200
DS3,20200720,3.6,3.6,3.5,3.5,21900
DST,20200720,6.5,6.5,5.7,6.3,274611
DTD,20200720,13.8,14.8,13.8,14.5,315700
DXP,20200720,10.2,10.2,10.2,10.2,30
DZM,20200720,4.3,4.3,3.9,4.1,11500
EID,20200720,10.9,11,10.9,11,11000
EVS,20200720,7.7,7.7,7.7,7.7,200
FID,20200720,1,1,1,1,7400
GKM,20200720,17.6,17.7,17.4,17.5,121200
GLT,20200720,20.9,20.9,20.9,20.9,100
HAD,20200720,12.6,12.8,12.4,12.5,27600
HBE,20200720,8,8,8,8,7000
HBS,20200720,1.9,2,1.9,2,10400
HCC,20200720,11.7,11.8,11.7,11.7,1407
HCT,20200720,9.1,9.1,9.1,9.1,100
HDA,20200720,8.2,8.2,8,8.1,346100
HEV,20200720,10.5,10.5,10.1,10.1,493
HHG,20200720,1.3,1.3,1.3,1.3,32800
HHP,20200720,11.6,11.7,11.3,11.4,147864
HKB,20200720,0.9,0.9,0.8,0.8,122100
HKT,20200720,6.4,6.4,6.4,6.4,100
HLC,20200720,7.5,7.5,7.5,7.5,100
HLD,20200720,21.2,21.2,20.8,20.9,33200
HOM,20200720,3,3.1,3,3.1,48900
HTC,20200720,26.5,26.5,26.5,26.5,2
HUT,20200720,2.5,2.6,2.4,2.5,5499889
ICG,20200720,5.4,5.6,5.3,5.6,14000
IDC,20200720,19.3,19.6,19.2,19.6,6324
IDJ,20200720,12.3,12.5,12,12.1,71810
IDV,20200720,41,41.9,40.6,41.2,54202
INC,20200720,9.9,9.9,9.9,9.9,100
INN,20200720,23.6,23.6,23.2,23.2,4600
ITQ,20200720,2.4,2.4,2.4,2.4,600
IVS,20200720,6.3,6.8,6.3,6.8,8400
KDM,20200720,2,2,2,2,1060800
KLF,20200720,1.9,1.9,1.8,1.9,966140
KSD,20200720,4.5,4.8,4.5,4.7,10400
KSQ,20200720,1.4,1.4,1.4,1.4,23400
KTS,20200720,8.1,8.1,8.1,8.1,200
KVC,20200720,1.2,1.2,1.2,1.2,40803
L14,20200720,64.6,65.3,64,64.4,24762
L18,20200720,8.8,8.8,8.8,8.8,100
LAS,20200720,5.9,5.9,5.7,5.7,182700
LDP,20200720,19.2,19.2,19.2,19.2,500
LHC,20200720,74,75,73,74,8600
LIG,20200720,3.2,3.2,3.2,3.2,27700
LO5,20200720,1.7,1.7,1.7,1.7,1800
LUT,20200720,1.7,1.7,1.7,1.7,14000
MAC,20200720,4.4,4.4,4.4,4.4,1100
MBG,20200720,5,5.1,4.9,5,672533
MBS,20200720,9.9,9.9,9.7,9.7,88081
MCC,20200720,13,13,13,13,100
MCF,20200720,8.3,8.3,8.3,8.3,100
MCO,20200720,1.9,1.9,1.9,1.9,1000
MED,20200720,39.1,40,39.1,40,700
MPT,20200720,1.5,1.5,1.4,1.4,67010
MSC,20200720,19.3,19.3,16,18.3,300
MST,20200720,3.1,3.1,3,3.1,174670
NAG,20200720,5,5.1,5,5.1,5500
NBC,20200720,5.9,6,5.8,5.8,31958
NBP,20200720,14.5,14.7,14.5,14.7,600
NDN,20200720,21.5,21.5,19.5,19.9,296201
NDX,20200720,11.2,11.2,10.5,10.5,3800
NET,20200720,50,52,50,51,4439
NHA,20200720,12.7,12.7,12.4,12.4,31420
NHC,20200720,28.7,32.9,28.7,32.9,200
NHP,20200720,0.6,0.6,0.5,0.6,84400
NRC,20200720,11.5,12,11.5,11.5,193250
NSH,20200720,1.3,1.4,1.3,1.4,31200
NTH,20200720,31,31,29.2,30,2800
NTP,20200720,30.7,31.9,30.6,31.4,13646
NVB,20200720,9,9,8.8,9,3191302
ONE,20200720,3.9,3.9,3.9,3.9,2000
PBP,20200720,8.4,8.4,7.7,7.7,1100
PCE,20200720,16.1,16.1,16.1,16.1,100
PCT,20200720,4.3,4.7,4.3,4.7,600
PDB,20200720,7.6,7.9,7.6,7.9,3600
PDC,20200720,6.4,6.4,6.4,6.4,10
PGN,20200720,14.7,15.2,14.2,15.1,168800
PGS,20200720,14,14,14,14,2000
PHP,20200720,9.7,9.7,9.3,9.3,3600
PLC,20200720,15.8,15.8,15.6,15.7,203380
PMC,20200720,53,55.4,52.3,55,2300
PMS,20200720,13,14,13,14,5140
PPS,20200720,7,7,7,7,500
PTD,20200720,11.9,11.9,11.9,11.9,100
PTS,20200720,5.8,5.8,5.8,5.8,15445
PV2,20200720,2.3,2.3,2.3,2.3,100
PVB,20200720,17.4,17.5,16.7,16.8,266020
PVC,20200720,5.7,5.7,5.6,5.7,86110
