<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
A32,20200730,24.6,24.6,24.6,24.6,1000
AAS,20200730,25.1,25.1,21.6,22,89000
ABC,20200730,9.8,9.9,9.8,9.8,17200
ABI,20200730,30.3,30.5,30.1,30.1,30500
ABR,20200730,24,24,24,24,2000
ACV,20200730,51.2,52,51.2,51.8,93737
ADG,20200730,46.9,48,46.9,47.6,21223
AFX,20200730,5.1,5.4,5.1,5.3,44600
AMS,20200730,8.2,8.2,8.2,8.2,300
APF,20200730,29,29.5,29,29.5,19200
ATB,20200730,0.6,0.6,0.6,0.6,200
BAB,20200730,18.1,18.1,18.1,18.1,2700
BAL,20200730,8.2,8.2,8.2,8.2,100
BBM,20200730,10.9,10.9,10.9,10.9,100
BCM,20200730,25.5,26.1,25.5,26.1,4900
BDG,20200730,25.7,25.7,25.5,25.5,1100
BDT,20200730,15.2,15.2,15.2,15.2,1000
BHP,20200730,6.6,6.6,6.6,6.6,2000
BOT,20200730,51.6,52.2,51.6,51.8,14300
BSA,20200730,11,11.8,11,11.8,54295
BSL,20200730,10,10,10,10,100
BSR,20200730,5.8,6,5.8,5.9,1357431
BTD,20200730,21.7,21.7,21.2,21.2,3200
BTN,20200730,2.5,2.5,2.5,2.5,3700
BVB,20200730,9.9,10,9.7,10,324526
BVG,20200730,1.2,1.3,1.2,1.3,16400
C21,20200730,22.3,22.3,22.3,22.3,110
C4G,20200730,7.3,7.6,7.3,7.5,644060
CAT,20200730,9.7,10,9.7,10,13400
CCM,20200730,40,40,40,40,100
CDO,20200730,0.7,0.8,0.7,0.8,3700
CDP,20200730,8.5,8.5,8.4,8.4,1900
CEN,20200730,6.3,6.3,6.3,6.3,100
CI5,20200730,4.8,4.8,4.8,4.8,100
CKA,20200730,18.5,18.5,18.5,18.5,200
CLX,20200730,11.2,11.2,11.2,11.2,10
CMT,20200730,5.8,6,5.8,6,800
CTR,20200730,42.7,44.4,42.7,44.2,255716
DCF,20200730,10,11,10,11,11200
DHN,20200730,12.1,12.1,12.1,12.1,100
DID,20200730,4.6,4.6,4.6,4.6,100
DNE,20200730,9.4,10,9.4,10,700
DNW,20200730,16.7,17.5,16.7,16.8,400
DOP,20200730,10.4,10.4,10.4,10.4,8
DP1,20200730,12.5,12.5,12.5,12.5,600
DPH,20200730,22.4,22.4,22.4,22.4,500
DRI,20200730,3.3,3.4,3.3,3.4,21200
DTG,20200730,9.6,9.6,9.6,9.6,100
DVN,20200730,10.7,10.9,10.6,10.8,102920
E29,20200730,10.3,10.3,10.3,10.3,100
EME,20200730,68.9,68.9,68.9,68.9,100
EPH,20200730,7,7,7,7,1000
EVF,20200730,6,6.1,5.1,6.1,47777
FHS,20200730,28,28,28,28,100
FOC,20200730,105,105,105,105,75
FOX,20200730,46,46.4,46,46.4,2900
G36,20200730,4.3,4.9,4.3,4.7,442440
GHC,20200730,32.2,32.2,32.2,32.2,500
GND,20200730,24.1,24.9,24.1,24.9,2500
GVT,20200730,31,31,31,31,10
HAC,20200730,5,5,5,5,99739
HD2,20200730,4.6,4.6,4.2,4.6,1700
HEC,20200730,39.1,39.1,39.1,39.1,100
HEM,20200730,15.9,15.9,15.9,15.9,100
HFC,20200730,8.4,8.4,8.4,8.4,100
HIG,20200730,6.4,6.4,6.4,6.4,900
HNA,20200730,10.4,10.4,10.4,10.4,10
HND,20200730,16.9,17.1,16.8,17.1,135620
HNE,20200730,7,7,7,7,1500
HNF,20200730,24,24,24,24,200
HPD,20200730,15,15,15,15,1000
HPH,20200730,4.5,4.5,4.5,4.5,100
HPP,20200730,34,35,34,35,2600
HPW,20200730,13.2,13.5,13.2,13.5,3700
HRT,20200730,3,3,3,3,500
HSI,20200730,0.8,0.9,0.8,0.9,6100
HTE,20200730,5.6,5.6,5.6,5.6,400
HTG,20200730,17,17.2,17,17.2,1105
HTM,20200730,10.9,10.9,10,10.6,1900
HU4,20200730,7,7,7,7,200
HUG,20200730,36.1,36.1,36,36,500
ICC,20200730,32,32,32,32,100
IFC,20200730,9.1,9.1,9.1,9.1,100
IHK,20200730,15,15,15,15,400
ILA,20200730,2,2.4,2,2.4,3600
ILS,20200730,10.9,10.9,10.5,10.5,400
IPA,20200730,15.3,19,15.3,18.5,700
ISH,20200730,14.5,14.5,14.5,14.5,3000
KDF,20200730,29,29.6,28.9,29.4,13200
KHD,20200730,7.6,7.6,7.6,7.6,300
KLB,20200730,10.3,10.3,10.2,10.3,4200
LKW,20200730,22.4,28.2,22.4,28.2,200
LMC,20200730,17,18.5,17,18.5,20700
LPB,20200730,8,9.2,8,8.1,5515794
LTG,20200730,17.2,17.4,17,17.3,50441
M10,20200730,18.5,18.5,17.5,17.9,3910
MCH,20200730,71.4,77,71.4,73.5,68331
MEC,20200730,1.6,1.6,1.6,1.6,10
MFS,20200730,20.5,21.4,20.5,21.3,18238
MH3,20200730,40,41,40,41,1000
MIG,20200730,9.1,9.1,9,9.1,24700
MKP,20200730,42.5,44.9,42.5,44.9,354
MLS,20200730,23,24.8,22.6,24.8,65600
MML,20200730,42,43.5,42,42.9,16460
MPC,20200730,24.5,24.5,24,24.3,34200
MQN,20200730,45.1,45.4,44.1,45.4,2800
MSR,20200730,14.7,14.8,14.4,14.8,4300
MTA,20200730,5.1,5.1,5,5,30700
MVB,20200730,11,11,11,11,100
NBE,20200730,7,7,7,7,2200
NCS,20200730,18.9,18.9,18.9,18.9,10
ND2,20200730,26.1,27,26.1,27,3765
NED,20200730,10,10,10,10,100
NHT,20200730,23,23,22.6,22.6,1100
NNG,20200730,9.8,9.8,9.8,9.8,82012
NS3,20200730,22.5,22.5,22.5,22.5,2300
NTC,20200730,197,198.9,193.7,197,11620
NTW,20200730,23.6,23.6,18.3,20.8,8300
NUE,20200730,7.5,8,7.5,7.9,1300
OIL,20200730,7,7.2,7,7.1,257300
ORS,20200730,7.3,7.3,7.2,7.2,300
PBC,20200730,17,17,17,17,2
PBT,20200730,5.2,5.2,5.2,5.2,200
PDT,20200730,5.9,7.4,5.9,7.4,200
PDV,20200730,2.8,2.8,2.8,2.8,1000
PFL,20200730,0.8,0.8,0.7,0.7,292500
PGV,20200730,11.7,11.7,10.6,10.6,9300
PPH,20200730,11.7,13,11.7,13,7720
PPI,20200730,0.6,0.6,0.5,0.6,36100
PRT,20200730,11,11,11,11,200
PSB,20200730,6,6.2,6,6.2,1140
PSL,20200730,22.8,22.8,22.8,22.8,100
PSP,20200730,4.6,4.9,4.6,4.8,5800
PTV,20200730,4.2,4.5,4.2,4.2,800
PVM,20200730,11.4,11.5,10.3,11.4,6200
PVO,20200730,2.6,2.6,2.6,2.6,18
PVP,20200730,6.8,6.8,6.4,6.5,22000
PVV,20200730,0.6,0.6,0.5,0.5,6000
PWA,20200730,7.2,7.4,7.2,7.4,34800
PXL,20200730,8.9,9.5,8.8,9.1,62900
PYU,20200730,6.6,6.6,6.6,6.6,5200
QNS,20200730,30,31.6,28.5,31.5,402425
QSP,20200730,16.2,16.2,16.2,16.2,7100
QTP,20200730,11.2,11.2,10.9,11,14400
SAS,20200730,22,22.5,22,22.5,3546
SBS,20200730,1,1,0.9,1,100810
SCJ,20200730,1.8,1.9,1.8,1.9,500
SCL,20200730,4.3,4.9,4.3,4.9,1100
SDP,20200730,1.3,1.3,1.3,1.3,100
SEA,20200730,24,24,24,24,100
SGP,20200730,6,6,6,6,1100
SHC,20200730,6,6.2,6,6.2,400
SID,20200730,9.2,9.3,8.5,8.6,2200
SIG,20200730,2.6,2.6,2.4,2.4,1400
SIP,20200730,75,81.9,64,80,33851
SJG,20200730,4.8,4.8,4.8,4.8,100
SJM,20200730,1.7,1.7,1.7,1.7,4400
SKH,20200730,18.9,18.9,18.8,18.8,2300
SNZ,20200730,23.1,24.8,23.1,24.8,54940
SOV,20200730,27.3,27.3,27.3,27.3,100
SPB,20200730,16,16,16,16,200
SPV,20200730,11,11.5,8.7,10,12600
SRB,20200730,1.1,1.1,1.1,1.1,92915
SSN,20200730,3.2,3.4,3.2,3.3,11538
STH,20200730,23.3,23.5,23.3,23.5,19600
STV,20200730,11.1,11.1,11.1,11.1,100
SWC,20200730,11,11.3,11,11.3,9600
SZE,20200730,11,11,10.3,10.3,710
TCW,20200730,18.5,18.6,18.5,18.6,4462
TDB,20200730,35.1,35.1,35.1,35.1,10
TEL,20200730,7,7,7,7,400
THP,20200730,10,10,9.8,9.8,500
TID,20200730,15.9,15.9,15.9,15.9,100
TLT,20200730,9.6,9.6,9.6,9.6,100
TND,20200730,7.4,7.5,7.4,7.5,43032
TPS,20200730,34,34,34,34,200
TRS,20200730,39.5,39.5,39.5,39.5,200
TTG,20200730,4.4,4.4,4.4,4.4,2800
TTN,20200730,7.3,7.4,7.2,7.4,3701
TTP,20200730,35.6,35.6,35.6,35.6,3
TVH,20200730,18,18,18,18,100
TVN,20200730,5.1,5.2,5.1,5.2,7700
TVU,20200730,11.6,11.6,11.6,11.6,1000
UDJ,20200730,8.7,8.8,8.7,8.7,13100
VAV,20200730,40,49,40,49,2500
VCA,20200730,9.2,9.5,9.2,9.5,1100
VCP,20200730,48.5,48.5,48.1,48.1,2100
VCR,20200730,8.3,8.6,8.3,8.6,63200
VCX,20200730,4.6,4.6,4.6,4.6,1600
VEA,20200730,42,42.4,41.5,42.2,99528
VEC,20200730,7,7,7,7,100
VEF,20200730,105,120,105,118,29600
VFS,20200730,6.4,6.4,6.4,6.4,13200
VGG,20200730,35.5,35.5,33.6,35.2,49200
VGI,20200730,25,25.7,25,25.2,257603
VGR,20200730,25.5,25.5,23,23,6010
VGT,20200730,7.2,7.2,7,7.1,37100
VGV,20200730,9.3,9.3,9.3,9.3,100
VHD,20200730,4.7,4.7,4.7,4.7,100
VHG,20200730,0.7,0.8,0.6,0.8,47100
VIB,20200730,17.5,18,17.5,17.7,1069882
VIM,20200730,17.9,17.9,17.9,17.9,2500
VIN,20200730,12.3,12.3,12.3,12.3,2100
VLB,20200730,32.6,32.6,30.5,30.5,1000
VLC,20200730,22.4,22.5,22.1,22.4,75730
VLG,20200730,4,4,4,4,100
VLW,20200730,15.5,15.6,15.5,15.5,66200
VNA,20200730,2.3,2.3,2.2,2.2,4500
VNH,20200730,1,1,1,1,700
VOC,20200730,15.8,16.8,15.8,16.7,30107
VRG,20200730,15.5,17,15.5,16,25319
VSF,20200730,6.5,6.5,6.3,6.4,3400
VSN,20200730,23.3,24.2,23.3,24,4300
VTD,20200730,14.6,15.1,14.6,15,44367
VTE,20200730,7.2,7.3,7.2,7.3,5032
VTK,20200730,22.3,22.3,22.3,22.3,100
VTP,20200730,126,126,125,125.5,5584
VTR,20200730,26,28.1,26,28.1,19000
VTX,20200730,24.1,24.1,24.1,24.1,6
VXT,20200730,18,18,18,18,100
WSB,20200730,36,36.7,35.7,36.7,4900
XPH,20200730,6.2,6.2,6.2,6.2,100
YBC,20200730,29.8,29.8,29.8,29.8,200
YTC,20200730,70,70,70,70,650
